train_sub,test_sub,task,acc
MSC01,MSC02,mixed,0.7449999999999999
MSC01,MSC02,motor,0.45000000000000007
MSC01,MSC02,mem,0.7000000000000001
MSC01,MSC03,mixed,0.445
MSC01,MSC03,motor,0.47000000000000003
MSC01,MSC03,mem,0.64375
MSC01,MSC04,mixed,0.5849999999999999
MSC01,MSC04,motor,0.59
MSC01,MSC04,mem,0.5
MSC01,MSC05,mixed,0.6299999999999999
MSC01,MSC05,motor,0.68
MSC01,MSC05,mem,0.6500000000000001
MSC01,MSC06,mixed,0.565
MSC01,MSC06,motor,0.5777777777777778
MSC01,MSC06,mem,0.535
MSC01,MSC07,mixed,0.76
MSC01,MSC07,motor,0.6555555555555557
MSC01,MSC07,mem,0.5549999999999999
MSC01,MSC10,mixed,0.4450000000000001
MSC01,MSC10,motor,0.585
MSC01,MSC10,mem,0.8299999999999998
MSC02,MSC01,mixed,0.765
MSC02,MSC01,motor,0.51
MSC02,MSC01,mem,0.5299999999999999
MSC02,MSC03,mixed,0.515
MSC02,MSC03,motor,0.635
MSC02,MSC03,mem,0.8
MSC02,MSC04,mixed,0.735
MSC02,MSC04,motor,0.7799999999999999
MSC02,MSC04,mem,0.8750000000000002
MSC02,MSC05,mixed,0.615
MSC02,MSC05,motor,0.585
MSC02,MSC05,mem,0.6900000000000001
MSC02,MSC06,mixed,0.6050000000000001
MSC02,MSC06,motor,0.6555555555555557
MSC02,MSC06,mem,0.665
MSC02,MSC07,mixed,0.7050000000000001
MSC02,MSC07,motor,0.7444444444444445
MSC02,MSC07,mem,0.8049999999999999
MSC02,MSC10,mixed,0.575
MSC02,MSC10,motor,0.6400000000000001
MSC02,MSC10,mem,0.85
MSC03,MSC01,mixed,0.51
MSC03,MSC01,motor,0.425
MSC03,MSC01,mem,0.70625
MSC03,MSC02,mixed,0.6899999999999998
MSC03,MSC02,motor,0.55
MSC03,MSC02,mem,0.7749999999999999
MSC03,MSC04,mixed,0.545
MSC03,MSC04,motor,0.655
MSC03,MSC04,mem,0.6875
MSC03,MSC05,mixed,0.6950000000000001
MSC03,MSC05,motor,0.8950000000000001
MSC03,MSC05,mem,0.8062499999999999
MSC03,MSC06,mixed,0.7150000000000001
MSC03,MSC06,motor,0.6888888888888889
MSC03,MSC06,mem,0.60625
MSC03,MSC07,mixed,0.45000000000000007
MSC03,MSC07,motor,0.711111111111111
MSC03,MSC07,mem,0.75625
MSC03,MSC10,mixed,0.55
MSC03,MSC10,motor,0.875
MSC03,MSC10,mem,0.8687499999999999
MSC04,MSC01,mixed,0.505
MSC04,MSC01,motor,0.6950000000000001
MSC04,MSC01,mem,0.515
MSC04,MSC02,mixed,0.7100000000000001
MSC04,MSC02,motor,0.5599999999999999
MSC04,MSC02,mem,0.7050000000000001
MSC04,MSC03,mixed,0.5449999999999999
MSC04,MSC03,motor,0.57
MSC04,MSC03,mem,0.7
MSC04,MSC05,mixed,0.5549999999999999
MSC04,MSC05,motor,0.4800000000000001
MSC04,MSC05,mem,0.7
MSC04,MSC06,mixed,0.78
MSC04,MSC06,motor,0.611111111111111
MSC04,MSC06,mem,0.82
MSC04,MSC07,mixed,0.8299999999999998
MSC04,MSC07,motor,0.7333333333333334
MSC04,MSC07,mem,0.6250000000000001
MSC04,MSC10,mixed,0.43000000000000005
MSC04,MSC10,motor,0.8650000000000002
MSC04,MSC10,mem,0.6900000000000001
MSC05,MSC01,mixed,0.6100000000000001
MSC05,MSC01,motor,0.61
MSC05,MSC01,mem,0.52
MSC05,MSC02,mixed,0.575
MSC05,MSC02,motor,0.55
MSC05,MSC02,mem,0.4800000000000001
MSC05,MSC03,mixed,0.7749999999999999
MSC05,MSC03,motor,0.78
MSC05,MSC03,mem,0.81875
MSC05,MSC04,mixed,0.67
MSC05,MSC04,motor,0.54
MSC05,MSC04,mem,0.6449999999999999
MSC05,MSC06,mixed,0.7849999999999999
MSC05,MSC06,motor,0.7999999999999999
MSC05,MSC06,mem,0.82
MSC05,MSC07,mixed,0.51
MSC05,MSC07,motor,0.6055555555555555
MSC05,MSC07,mem,0.565
MSC05,MSC10,mixed,0.425
MSC05,MSC10,motor,0.8049999999999999
MSC05,MSC10,mem,0.7400000000000001
MSC06,MSC01,mixed,0.7999999999999999
MSC06,MSC01,motor,0.9666666666666666
MSC06,MSC01,mem,0.7350000000000001
MSC06,MSC02,mixed,0.635
MSC06,MSC02,motor,0.5722222222222222
MSC06,MSC02,mem,0.5900000000000001
MSC06,MSC03,mixed,0.6200000000000001
MSC06,MSC03,motor,0.7166666666666668
MSC06,MSC03,mem,0.8
MSC06,MSC04,mixed,0.86
MSC06,MSC04,motor,0.55
MSC06,MSC04,mem,0.8800000000000001
MSC06,MSC05,mixed,0.735
MSC06,MSC05,motor,0.7333333333333334
MSC06,MSC05,mem,0.8099999999999999
MSC06,MSC07,mixed,0.63
MSC06,MSC07,motor,0.7222222222222222
MSC06,MSC07,mem,0.8300000000000001
MSC06,MSC10,mixed,0.41000000000000003
MSC06,MSC10,motor,0.5944444444444443
MSC06,MSC10,mem,0.58
MSC07,MSC01,mixed,0.5999999999999999
MSC07,MSC01,motor,0.6888888888888889
MSC07,MSC01,mem,0.64
MSC07,MSC02,mixed,0.6700000000000002
MSC07,MSC02,motor,0.7
MSC07,MSC02,mem,0.64
MSC07,MSC03,mixed,0.32499999999999996
MSC07,MSC03,motor,0.5944444444444444
MSC07,MSC03,mem,0.85
MSC07,MSC04,mixed,0.825
MSC07,MSC04,motor,0.6555555555555554
MSC07,MSC04,mem,0.595
MSC07,MSC05,mixed,0.5549999999999999
MSC07,MSC05,motor,0.7166666666666667
MSC07,MSC05,mem,0.655
MSC07,MSC06,mixed,0.5
MSC07,MSC06,motor,0.8703703703703705
MSC07,MSC06,mem,0.805
MSC07,MSC10,mixed,0.385
MSC07,MSC10,motor,0.5611111111111111
MSC07,MSC10,mem,0.5349999999999999
MSC10,MSC01,mixed,0.51
MSC10,MSC01,motor,0.7000000000000001
MSC10,MSC01,mem,0.745
MSC10,MSC02,mixed,0.43500000000000005
MSC10,MSC02,motor,0.67
MSC10,MSC02,mem,0.86
MSC10,MSC03,mixed,0.47000000000000003
MSC10,MSC03,motor,0.7450000000000001
MSC10,MSC03,mem,0.86875
MSC10,MSC04,mixed,0.5349999999999999
MSC10,MSC04,motor,0.7499999999999999
MSC10,MSC04,mem,0.745
MSC10,MSC05,mixed,0.5549999999999999
MSC10,MSC05,motor,0.64
MSC10,MSC05,mem,0.565
MSC10,MSC06,mixed,0.51
MSC10,MSC06,motor,0.6833333333333335
MSC10,MSC06,mem,0.8300000000000001
MSC10,MSC07,mixed,0.515
MSC10,MSC07,motor,0.7611111111111111
MSC10,MSC07,mem,0.6900000000000001
