train_sub,test_sub,task,acc
MSC01,MSC02,mixed,0.8399999999999999
MSC01,MSC02,motor,0.835
MSC01,MSC02,mem,0.93
MSC01,MSC03,mixed,0.58
MSC01,MSC03,motor,0.8900000000000002
MSC01,MSC03,mem,0.80625
MSC01,MSC04,mixed,0.8399999999999999
MSC01,MSC04,motor,0.9800000000000001
MSC01,MSC04,mem,0.8950000000000001
MSC01,MSC05,mixed,0.825
MSC01,MSC05,motor,0.8300000000000001
MSC01,MSC05,mem,0.95
MSC01,MSC06,mixed,0.67
MSC01,MSC06,motor,0.7111111111111111
MSC01,MSC06,mem,0.9400000000000001
MSC01,MSC07,mixed,0.6649999999999999
MSC01,MSC07,motor,0.9888888888888889
MSC01,MSC07,mem,0.825
MSC01,MSC10,mixed,0.8049999999999999
MSC01,MSC10,motor,0.9800000000000001
MSC01,MSC10,mem,0.945
MSC02,MSC01,mixed,0.69
MSC02,MSC01,motor,0.5
MSC02,MSC01,mem,0.9949999999999999
MSC02,MSC03,mixed,0.76
MSC02,MSC03,motor,0.725
MSC02,MSC03,mem,0.775
MSC02,MSC04,mixed,0.62
MSC02,MSC04,motor,0.5849999999999999
MSC02,MSC04,mem,0.96
MSC02,MSC05,mixed,0.6849999999999999
MSC02,MSC05,motor,0.5549999999999999
MSC02,MSC05,mem,0.9800000000000001
MSC02,MSC06,mixed,0.645
MSC02,MSC06,motor,0.5888888888888889
MSC02,MSC06,mem,0.95
MSC02,MSC07,mixed,0.7899999999999999
MSC02,MSC07,motor,0.5
MSC02,MSC07,mem,0.945
MSC02,MSC10,mixed,0.5799999999999998
MSC02,MSC10,motor,0.525
MSC02,MSC10,mem,0.97
MSC03,MSC01,mixed,0.5149999999999999
MSC03,MSC01,motor,0.71
MSC03,MSC01,mem,0.6249999999999999
MSC03,MSC02,mixed,0.675
MSC03,MSC02,motor,0.985
MSC03,MSC02,mem,0.8687500000000001
MSC03,MSC04,mixed,0.5399999999999999
MSC03,MSC04,motor,0.9400000000000001
MSC03,MSC04,mem,0.8125000000000001
MSC03,MSC05,mixed,0.825
MSC03,MSC05,motor,0.885
MSC03,MSC05,mem,0.8875000000000001
MSC03,MSC06,mixed,0.5199999999999999
MSC03,MSC06,motor,0.85
MSC03,MSC06,mem,0.6937500000000001
MSC03,MSC07,mixed,0.55
MSC03,MSC07,motor,0.7833333333333334
MSC03,MSC07,mem,0.5437500000000001
MSC03,MSC10,mixed,0.51
MSC03,MSC10,motor,0.745
MSC03,MSC10,mem,0.7999999999999999
MSC04,MSC01,mixed,0.7649999999999999
MSC04,MSC01,motor,1.0
MSC04,MSC01,mem,0.99
