sub,mixed,motor,mem
MSC01,0.95,1.0,0.9
MSC02,1.0,0.9,1.0
MSC03,0.9,1.0,0.9
MSC04,0.9,0.9,1.0
MSC05,0.95,0.95,1.0
MSC06,0.9,0.9,0.95
MSC07,0.95,0.95,1.0
MSC10,0.85,1.0,0.8
