sub,mixed,motor,mem
MSC01,0.85,0.8,0.85
MSC02,0.9,1.0,0.8
MSC03,0.8,0.7,0.75
MSC04,0.9,0.9,0.85
MSC05,0.9,0.65,0.95
MSC06,0.65,0.8,0.8
MSC07,0.75,0.65,0.8
MSC10,0.75,0.9,0.8
