sub,mixed,motor,mem
MSC01,0.85,0.8,0.9
MSC02,0.9,0.75,0.9
MSC03,0.85,1.0,0.8
MSC04,0.8,0.85,0.75
MSC05,0.7,1.0,0.9
MSC06,0.5,0.8,0.85
MSC07,0.8,0.7,0.9
MSC10,0.85,0.8,0.9
