sub,mixed,motor,mem
MSC01,0.85,0.95,1.0
MSC02,0.8,0.85,0.95
MSC03,0.85,0.9,0.85
MSC04,1.0,0.95,0.95
MSC05,0.9,0.9,0.9
MSC06,0.8,0.95,0.95
MSC07,0.9,0.95,0.9
MSC10,0.95,0.95,0.85
