sub,mixed,motor,mem
MSC01,0.65,0.85,0.75
MSC02,0.7,0.85,0.7
MSC03,0.55,0.6,0.9
MSC04,0.7,0.65,0.6
MSC05,0.4,0.7,0.9
MSC06,0.4,0.8,0.85
MSC07,0.75,0.75,0.6
MSC10,0.5,0.85,0.9
