sub,mixed,motor,mem
MSC01,0.8,0.8,1.0
MSC02,0.85,0.75,0.8
MSC03,0.7,0.7,0.8
MSC04,0.8,0.85,0.85
MSC05,1.0,0.9,1.0
MSC06,0.75,0.9,0.8
MSC07,0.9,0.8,0.85
MSC10,0.85,0.75,0.85
