sub,mixed,motor,mem
MSC01,0.8,0.95,0.9
MSC02,0.7,0.95,0.9
MSC03,1.0,0.9,0.85
MSC04,0.9,0.85,0.85
MSC05,1.0,0.95,0.95
MSC06,0.9,0.95,0.9
MSC07,0.8,0.8,0.8
MSC10,1.0,1.0,0.9
