sub,mixed,motor,mem
MSC01,0.9,0.9,0.9
MSC02,0.85,0.95,0.95
MSC03,0.95,1.0,0.8
MSC04,0.95,0.9,0.85
MSC05,1.0,0.85,1.0
MSC06,0.85,0.85,0.85
MSC07,1.0,0.9,0.9
MSC10,0.7,0.85,0.9
