sub,mixed,motor,mem
MSC01,0.85,0.75,0.65
MSC02,0.9,0.9,0.85
MSC03,0.95,0.7,0.8
MSC04,0.85,0.95,0.85
MSC05,1.0,0.9,0.95
MSC06,0.7,0.85,0.75
MSC07,0.75,0.8,0.75
MSC10,0.8,0.75,0.8
