sub,acc,task,iteration
MSC10,0.49785714285714283,motor,520
MSC01,0.4985714285714286,mixed,521
MSC02,0.5085714285714286,mixed,521
MSC03,0.51,mixed,521
MSC04,0.5142857142857143,mixed,521
MSC05,0.495,mixed,521
MSC06,0.4742857142857143,mixed,521
MSC07,0.4964285714285715,mixed,521
MSC10,0.49714285714285716,mixed,521
MSC01,0.4885714285714286,mem,521
MSC02,0.49785714285714283,mem,521
MSC03,0.5092857142857142,mem,521
MSC04,0.48999999999999994,mem,521
MSC05,0.5042857142857143,mem,521
MSC06,0.48928571428571427,mem,521
MSC07,0.5114285714285715,mem,521
MSC10,0.5142857142857143,mem,521
MSC01,0.5207142857142858,motor,521
MSC02,0.47071428571428575,motor,521
MSC03,0.4878571428571428,motor,521
MSC04,0.505,motor,521
MSC05,0.5078571428571429,motor,521
MSC06,0.47000000000000003,motor,521
MSC07,0.4928571428571429,motor,521
MSC10,0.5028571428571428,motor,521
MSC01,0.5057142857142857,mixed,522
MSC02,0.5157142857142857,mixed,522
MSC03,0.47357142857142864,mixed,522
MSC04,0.5064285714285715,mixed,522
MSC05,0.5078571428571429,mixed,522
MSC06,0.4728571428571428,mixed,522
MSC07,0.5014285714285714,mixed,522
MSC10,0.515,mixed,522
MSC01,0.5078571428571429,mem,522
MSC02,0.5028571428571428,mem,522
MSC03,0.5114285714285715,mem,522
MSC04,0.5035714285714286,mem,522
MSC05,0.4907142857142857,mem,522
MSC06,0.5078571428571429,mem,522
MSC07,0.5014285714285714,mem,522
MSC10,0.48499999999999993,mem,522
MSC01,0.5185714285714286,motor,522
MSC02,0.5171428571428571,motor,522
MSC03,0.5207142857142857,motor,522
MSC04,0.5042857142857143,motor,522
MSC05,0.4735714285714286,motor,522
MSC06,0.5028571428571429,motor,522
MSC07,0.5078571428571429,motor,522
MSC10,0.47785714285714287,motor,522
MSC01,0.5014285714285714,mixed,523
MSC02,0.5042857142857142,mixed,523
MSC03,0.5078571428571429,mixed,523
MSC04,0.5335714285714286,mixed,523
MSC05,0.515,mixed,523
MSC06,0.5135714285714286,mixed,523
MSC07,0.5028571428571428,mixed,523
MSC10,0.5057142857142858,mixed,523
MSC01,0.4842857142857143,mem,523
MSC02,0.46214285714285713,mem,523
MSC03,0.5285714285714286,mem,523
MSC04,0.5057142857142857,mem,523
MSC05,0.5007142857142858,mem,523
MSC06,0.5157142857142858,mem,523
MSC07,0.49500000000000005,mem,523
MSC10,0.4907142857142857,mem,523
MSC01,0.4957142857142857,motor,523
MSC02,0.5414285714285715,motor,523
MSC03,0.4842857142857143,motor,523
MSC04,0.48357142857142854,motor,523
MSC05,0.4778571428571428,motor,523
MSC06,0.49714285714285716,motor,523
MSC07,0.4914285714285715,motor,523
MSC10,0.4771428571428572,motor,523
MSC01,0.4964285714285714,mixed,524
MSC02,0.4778571428571428,mixed,524
MSC03,0.4857142857142857,mixed,524
MSC04,0.5057142857142857,mixed,524
MSC05,0.5071428571428571,mixed,524
MSC06,0.48714285714285716,mixed,524
MSC07,0.4835714285714286,mixed,524
MSC10,0.4935714285714286,mixed,524
MSC01,0.5064285714285715,mem,524
MSC02,0.5021428571428571,mem,524
MSC03,0.5,mem,524
MSC04,0.4885714285714286,mem,524
MSC05,0.47285714285714286,mem,524
MSC06,0.5192857142857142,mem,524
MSC07,0.5107142857142858,mem,524
MSC10,0.5085714285714286,mem,524
MSC01,0.5114285714285715,motor,524
MSC02,0.4942857142857143,motor,524
MSC03,0.5121428571428572,motor,524
MSC04,0.4828571428571428,motor,524
MSC05,0.49857142857142855,motor,524
MSC06,0.4957142857142857,motor,524
MSC07,0.5028571428571429,motor,524
MSC10,0.4978571428571429,motor,524
MSC01,0.48928571428571427,mixed,525
MSC02,0.49571428571428566,mixed,525
MSC03,0.49785714285714283,mixed,525
MSC04,0.5085714285714286,mixed,525
MSC05,0.5,mixed,525
MSC06,0.5092857142857142,mixed,525
MSC07,0.5107142857142858,mixed,525
MSC10,0.4971428571428572,mixed,525
MSC01,0.48285714285714293,mem,525
MSC02,0.4700000000000001,mem,525
MSC03,0.49642857142857144,mem,525
MSC04,0.5042857142857142,mem,525
MSC05,0.49357142857142866,mem,525
MSC06,0.5021428571428571,mem,525
MSC07,0.4942857142857144,mem,525
MSC10,0.4978571428571429,mem,525
MSC01,0.43285714285714283,motor,525
MSC02,0.5257142857142857,motor,525
MSC03,0.545,motor,525
MSC04,0.4635714285714285,motor,525
MSC05,0.4885714285714285,motor,525
MSC06,0.49785714285714283,motor,525
MSC07,0.49642857142857144,motor,525
MSC10,0.5007142857142858,motor,525
MSC01,0.49142857142857144,mixed,526
MSC02,0.4928571428571428,mixed,526
MSC03,0.4878571428571429,mixed,526
MSC04,0.4885714285714286,mixed,526
MSC05,0.49785714285714283,mixed,526
MSC06,0.48571428571428577,mixed,526
MSC07,0.49285714285714277,mixed,526
MSC10,0.505,mixed,526
MSC01,0.5192857142857142,mem,526
MSC02,0.5199999999999999,mem,526
MSC03,0.4857142857142857,mem,526
MSC04,0.5007142857142857,mem,526
MSC05,0.48999999999999994,mem,526
MSC06,0.4992857142857143,mem,526
MSC07,0.4821428571428572,mem,526
MSC10,0.5171428571428572,mem,526
MSC01,0.47000000000000003,motor,526
MSC02,0.4857142857142857,motor,526
MSC03,0.49571428571428566,motor,526
MSC04,0.485,motor,526
MSC05,0.4857142857142857,motor,526
MSC06,0.5028571428571428,motor,526
MSC07,0.5,motor,526
MSC10,0.5221428571428571,motor,526
MSC01,0.49214285714285716,mixed,527
MSC02,0.49928571428571444,mixed,527
MSC03,0.4835714285714286,mixed,527
MSC04,0.5121428571428571,mixed,527
MSC05,0.4964285714285714,mixed,527
MSC06,0.5007142857142857,mixed,527
MSC07,0.4892857142857143,mixed,527
MSC10,0.5292857142857142,mixed,527
MSC01,0.4828571428571428,mem,527
MSC02,0.4864285714285715,mem,527
MSC03,0.4935714285714285,mem,527
MSC04,0.5235714285714285,mem,527
MSC05,0.5,mem,527
MSC06,0.5042857142857143,mem,527
MSC07,0.5128571428571428,mem,527
MSC10,0.5221428571428571,mem,527
MSC01,0.4842857142857143,motor,527
MSC02,0.5042857142857143,motor,527
MSC03,0.4828571428571428,motor,527
MSC04,0.5278571428571428,motor,527
MSC05,0.4978571428571429,motor,527
MSC06,0.47785714285714287,motor,527
MSC07,0.5064285714285715,motor,527
MSC10,0.5385714285714285,motor,527
MSC01,0.5171428571428571,mixed,528
MSC02,0.4978571428571429,mixed,528
MSC03,0.5057142857142857,mixed,528
MSC04,0.5135714285714286,mixed,528
MSC05,0.5121428571428572,mixed,528
MSC06,0.5021428571428571,mixed,528
MSC07,0.5042857142857142,mixed,528
MSC10,0.5028571428571428,mixed,528
MSC01,0.49071428571428577,mem,528
MSC02,0.4757142857142857,mem,528
MSC03,0.51,mem,528
MSC04,0.5,mem,528
MSC05,0.4992857142857143,mem,528
MSC06,0.4892857142857144,mem,528
MSC07,0.5292857142857142,mem,528
MSC10,0.4928571428571429,mem,528
MSC01,0.48571428571428577,motor,528
MSC02,0.5085714285714286,motor,528
MSC03,0.48214285714285715,motor,528
MSC04,0.5092857142857143,motor,528
MSC05,0.4978571428571429,motor,528
MSC06,0.4935714285714286,motor,528
MSC07,0.5135714285714287,motor,528
MSC10,0.5028571428571429,motor,528
MSC01,0.48571428571428577,mixed,529
MSC02,0.5014285714285714,mixed,529
MSC03,0.5121428571428571,mixed,529
MSC04,0.4985714285714286,mixed,529
MSC05,0.5042857142857143,mixed,529
MSC06,0.48571428571428577,mixed,529
MSC07,0.505,mixed,529
MSC10,0.505,mixed,529
MSC01,0.5057142857142857,mem,529
MSC02,0.47928571428571426,mem,529
MSC03,0.4764285714285714,mem,529
MSC04,0.4742857142857143,mem,529
MSC05,0.5085714285714286,mem,529
MSC06,0.485,mem,529
MSC07,0.5021428571428571,mem,529
MSC10,0.495,mem,529
MSC01,0.4864285714285714,motor,529
MSC02,0.48714285714285716,motor,529
MSC03,0.5328571428571429,motor,529
MSC04,0.5,motor,529
MSC05,0.5014285714285714,motor,529
MSC06,0.5107142857142857,motor,529
MSC07,0.4707142857142857,motor,529
MSC10,0.507142857142857,motor,529
MSC01,0.5185714285714286,mixed,530
MSC02,0.5028571428571429,mixed,530
MSC03,0.4914285714285715,mixed,530
MSC04,0.525,mixed,530
MSC05,0.5307142857142857,mixed,530
MSC06,0.5078571428571429,mixed,530
MSC07,0.5185714285714286,mixed,530
MSC10,0.4907142857142857,mixed,530
MSC01,0.5142857142857143,mem,530
MSC02,0.5342857142857144,mem,530
MSC03,0.5057142857142858,mem,530
MSC04,0.5021428571428571,mem,530
MSC05,0.4842857142857143,mem,530
MSC06,0.5235714285714286,mem,530
MSC07,0.5221428571428571,mem,530
MSC10,0.5014285714285714,mem,530
MSC01,0.5071428571428571,motor,530
MSC02,0.5171428571428571,motor,530
MSC03,0.4821428571428572,motor,530
MSC04,0.4842857142857143,motor,530
MSC05,0.52,motor,530
MSC06,0.4985714285714286,motor,530
MSC07,0.5035714285714286,motor,530
MSC10,0.48999999999999994,motor,530
MSC01,0.4992857142857144,mixed,531
MSC02,0.4842857142857143,mixed,531
MSC03,0.49071428571428566,mixed,531
MSC04,0.47928571428571426,mixed,531
MSC05,0.5021428571428571,mixed,531
MSC06,0.4907142857142857,mixed,531
MSC07,0.4714285714285714,mixed,531
MSC10,0.49214285714285716,mixed,531
MSC01,0.5142857142857143,mem,531
MSC02,0.5057142857142857,mem,531
MSC03,0.4835714285714286,mem,531
MSC04,0.5035714285714287,mem,531
MSC05,0.5078571428571429,mem,531
MSC06,0.47928571428571437,mem,531
MSC07,0.5292857142857142,mem,531
MSC10,0.46714285714285714,mem,531
MSC01,0.4671428571428572,motor,531
MSC02,0.49000000000000005,motor,531
MSC03,0.5064285714285715,motor,531
MSC04,0.52,motor,531
MSC05,0.4878571428571429,motor,531
MSC06,0.5092857142857143,motor,531
MSC07,0.5192857142857142,motor,531
MSC10,0.5192857142857142,motor,531
MSC01,0.4857142857142857,mixed,532
MSC02,0.49999999999999994,mixed,532
MSC03,0.475,mixed,532
MSC04,0.47285714285714286,mixed,532
MSC05,0.5071428571428571,mixed,532
MSC06,0.5028571428571429,mixed,532
MSC07,0.49214285714285716,mixed,532
MSC10,0.4928571428571429,mixed,532
MSC01,0.5328571428571428,mem,532
MSC02,0.48214285714285715,mem,532
MSC03,0.5107142857142858,mem,532
MSC04,0.5114285714285713,mem,532
MSC05,0.5128571428571429,mem,532
MSC06,0.4942857142857143,mem,532
MSC07,0.49071428571428566,mem,532
MSC10,0.4835714285714286,mem,532
MSC01,0.5121428571428571,motor,532
MSC02,0.4828571428571428,motor,532
MSC03,0.5121428571428571,motor,532
MSC04,0.485,motor,532
MSC05,0.5050000000000001,motor,532
MSC06,0.5035714285714287,motor,532
MSC07,0.48928571428571427,motor,532
MSC10,0.525,motor,532
MSC01,0.4964285714285715,mixed,533
MSC02,0.5092857142857142,mixed,533
MSC03,0.49142857142857144,mixed,533
MSC04,0.5107142857142858,mixed,533
MSC05,0.5057142857142857,mixed,533
MSC06,0.4942857142857143,mixed,533
MSC07,0.4864285714285715,mixed,533
MSC10,0.4857142857142857,mixed,533
MSC01,0.4857142857142857,mem,533
MSC02,0.5014285714285714,mem,533
MSC03,0.5114285714285715,mem,533
MSC04,0.5035714285714287,mem,533
MSC05,0.507142857142857,mem,533
MSC06,0.49214285714285716,mem,533
MSC07,0.48071428571428576,mem,533
MSC10,0.49214285714285716,mem,533
MSC01,0.48142857142857143,motor,533
MSC02,0.4921428571428571,motor,533
MSC03,0.5128571428571429,motor,533
MSC04,0.5185714285714286,motor,533
MSC05,0.5185714285714286,motor,533
MSC06,0.5171428571428571,motor,533
MSC07,0.5085714285714286,motor,533
MSC10,0.48000000000000004,motor,533
MSC01,0.5057142857142857,mixed,534
MSC02,0.485,mixed,534
MSC03,0.5207142857142857,mixed,534
MSC04,0.4985714285714286,mixed,534
MSC05,0.49499999999999994,mixed,534
MSC06,0.49071428571428566,mixed,534
MSC07,0.4964285714285715,mixed,534
MSC10,0.4885714285714286,mixed,534
MSC01,0.515,mem,534
MSC02,0.5014285714285713,mem,534
MSC03,0.5014285714285714,mem,534
MSC04,0.5021428571428571,mem,534
MSC05,0.48,mem,534
MSC06,0.47714285714285715,mem,534
MSC07,0.465,mem,534
MSC10,0.4992857142857143,mem,534
MSC01,0.47785714285714287,motor,534
MSC02,0.4900000000000001,motor,534
MSC03,0.5085714285714286,motor,534
MSC04,0.5021428571428571,motor,534
MSC05,0.49500000000000005,motor,534
MSC06,0.5057142857142857,motor,534
MSC07,0.5035714285714286,motor,534
MSC10,0.5300000000000001,motor,534
MSC01,0.5142857142857143,mixed,535
MSC02,0.49571428571428566,mixed,535
MSC03,0.51,mixed,535
MSC04,0.5092857142857142,mixed,535
MSC05,0.4828571428571428,mixed,535
MSC06,0.5057142857142857,mixed,535
MSC07,0.5078571428571429,mixed,535
MSC10,0.5228571428571429,mixed,535
MSC01,0.5035714285714286,mem,535
MSC02,0.475,mem,535
MSC03,0.4835714285714286,mem,535
MSC04,0.5035714285714287,mem,535
MSC05,0.5285714285714286,mem,535
MSC06,0.48714285714285716,mem,535
MSC07,0.49714285714285705,mem,535
MSC10,0.515,mem,535
MSC01,0.53,motor,535
MSC02,0.51,motor,535
MSC03,0.4914285714285714,motor,535
MSC04,0.44428571428571434,motor,535
MSC05,0.5121428571428571,motor,535
MSC06,0.4935714285714286,motor,535
MSC07,0.48428571428571426,motor,535
MSC10,0.48714285714285716,motor,535
MSC01,0.5107142857142858,mixed,536
MSC02,0.5014285714285714,mixed,536
MSC03,0.4857142857142857,mixed,536
MSC04,0.5085714285714286,mixed,536
MSC05,0.5214285714285715,mixed,536
MSC06,0.5078571428571428,mixed,536
MSC07,0.5064285714285715,mixed,536
MSC10,0.4971428571428572,mixed,536
MSC01,0.4742857142857143,mem,536
MSC02,0.5214285714285715,mem,536
MSC03,0.4992857142857142,mem,536
MSC04,0.49857142857142855,mem,536
MSC05,0.4928571428571428,mem,536
MSC06,0.47785714285714287,mem,536
MSC07,0.5171428571428571,mem,536
MSC10,0.5185714285714286,mem,536
MSC01,0.5057142857142858,motor,536
MSC02,0.49642857142857144,motor,536
MSC03,0.5128571428571429,motor,536
MSC04,0.49071428571428566,motor,536
MSC05,0.5028571428571429,motor,536
MSC06,0.4764285714285714,motor,536
MSC07,0.48214285714285715,motor,536
MSC10,0.5285714285714286,motor,536
MSC01,0.48214285714285715,mixed,537
MSC02,0.5107142857142858,mixed,537
MSC03,0.4985714285714286,mixed,537
MSC04,0.48214285714285715,mixed,537
MSC05,0.5,mixed,537
MSC06,0.47928571428571437,mixed,537
MSC07,0.5085714285714286,mixed,537
MSC10,0.5050000000000001,mixed,537
MSC01,0.5057142857142857,mem,537
MSC02,0.5128571428571428,mem,537
MSC03,0.5178571428571429,mem,537
MSC04,0.4992857142857143,mem,537
MSC05,0.5,mem,537
MSC06,0.47857142857142854,mem,537
MSC07,0.525,mem,537
MSC10,0.48071428571428576,mem,537
MSC01,0.4935714285714286,motor,537
MSC02,0.4907142857142857,motor,537
MSC03,0.5242857142857142,motor,537
MSC04,0.5242857142857144,motor,537
MSC05,0.49500000000000005,motor,537
MSC06,0.4978571428571429,motor,537
MSC07,0.485,motor,537
MSC10,0.5135714285714286,motor,537
MSC01,0.51,mixed,538
MSC02,0.5328571428571428,mixed,538
MSC03,0.48142857142857143,mixed,538
MSC04,0.48071428571428576,mixed,538
MSC05,0.5185714285714286,mixed,538
MSC06,0.4964285714285715,mixed,538
MSC07,0.49142857142857144,mixed,538
MSC10,0.5042857142857142,mixed,538
MSC01,0.5035714285714287,mem,538
MSC02,0.4671428571428572,mem,538
MSC03,0.4914285714285715,mem,538
MSC04,0.49428571428571433,mem,538
MSC05,0.4828571428571428,mem,538
MSC06,0.5057142857142858,mem,538
MSC07,0.5071428571428571,mem,538
MSC10,0.49999999999999994,mem,538
MSC01,0.47928571428571426,motor,538
MSC02,0.515,motor,538
MSC03,0.4992857142857143,motor,538
MSC04,0.5078571428571429,motor,538
MSC05,0.5171428571428571,motor,538
MSC06,0.4635714285714286,motor,538
MSC07,0.4864285714285715,motor,538
MSC10,0.48714285714285716,motor,538
MSC01,0.4714285714285714,mixed,539
MSC02,0.5,mixed,539
MSC03,0.5007142857142858,mixed,539
MSC04,0.4928571428571428,mixed,539
MSC05,0.4814285714285714,mixed,539
MSC06,0.49071428571428566,mixed,539
MSC07,0.4935714285714286,mixed,539
MSC10,0.4985714285714286,mixed,539
MSC01,0.49500000000000005,mem,539
MSC02,0.482857142857143,mem,539
MSC03,0.5357142857142857,mem,539
MSC04,0.51,mem,539
MSC05,0.48857142857142855,mem,539
MSC06,0.5185714285714286,mem,539
MSC07,0.4985714285714286,mem,539
MSC10,0.4985714285714286,mem,539
MSC01,0.5021428571428571,motor,539
MSC02,0.5114285714285715,motor,539
MSC03,0.505,motor,539
MSC04,0.4814285714285715,motor,539
MSC05,0.4935714285714286,motor,539
MSC06,0.5114285714285715,motor,539
MSC07,0.5021428571428571,motor,539
MSC10,0.5421428571428571,motor,539
MSC01,0.5085714285714286,mixed,540
MSC02,0.48714285714285716,mixed,540
MSC03,0.49571428571428566,mixed,540
MSC04,0.5057142857142857,mixed,540
MSC05,0.5207142857142858,mixed,540
MSC06,0.5085714285714286,mixed,540
MSC07,0.49214285714285716,mixed,540
MSC10,0.49642857142857144,mixed,540
MSC01,0.5007142857142857,mem,540
MSC02,0.48928571428571427,mem,540
MSC03,0.48714285714285716,mem,540
MSC04,0.5292857142857141,mem,540
MSC05,0.48214285714285715,mem,540
MSC06,0.505,mem,540
MSC07,0.5071428571428571,mem,540
MSC10,0.5121428571428571,mem,540
MSC01,0.5028571428571429,motor,540
MSC02,0.49785714285714294,motor,540
MSC03,0.5007142857142858,motor,540
MSC04,0.4828571428571428,motor,540
MSC05,0.5121428571428571,motor,540
MSC06,0.4764285714285714,motor,540
MSC07,0.4907142857142857,motor,540
MSC10,0.5278571428571429,motor,540
MSC01,0.48071428571428576,mixed,541
MSC02,0.505,mixed,541
MSC03,0.4914285714285715,mixed,541
MSC04,0.5064285714285715,mixed,541
MSC05,0.5135714285714286,mixed,541
MSC06,0.47785714285714287,mixed,541
MSC07,0.5271428571428572,mixed,541
MSC10,0.49142857142857144,mixed,541
MSC01,0.5128571428571428,mem,541
MSC02,0.5078571428571429,mem,541
MSC03,0.5,mem,541
MSC04,0.5185714285714286,mem,541
MSC05,0.4742857142857143,mem,541
MSC06,0.5114285714285715,mem,541
MSC07,0.5242857142857142,mem,541
MSC10,0.48999999999999994,mem,541
MSC01,0.5464285714285715,motor,541
MSC02,0.5257142857142857,motor,541
MSC03,0.5171428571428571,motor,541
MSC04,0.4942857142857143,motor,541
MSC05,0.48071428571428576,motor,541
MSC06,0.5135714285714285,motor,541
MSC07,0.49857142857142855,motor,541
MSC10,0.47357142857142864,motor,541
MSC01,0.49000000000000005,mixed,542
MSC02,0.4878571428571429,mixed,542
MSC03,0.4914285714285714,mixed,542
MSC04,0.4964285714285715,mixed,542
MSC05,0.505,mixed,542
MSC06,0.5085714285714286,mixed,542
MSC07,0.5021428571428571,mixed,542
MSC10,0.5,mixed,542
MSC01,0.4950000000000001,mem,542
MSC02,0.4907142857142857,mem,542
MSC03,0.47357142857142864,mem,542
MSC04,0.49500000000000005,mem,542
MSC05,0.4828571428571428,mem,542
MSC06,0.5042857142857143,mem,542
MSC07,0.505,mem,542
MSC10,0.5028571428571429,mem,542
MSC01,0.4692857142857143,motor,542
MSC02,0.49642857142857144,motor,542
MSC03,0.5292857142857144,motor,542
MSC04,0.4828571428571428,motor,542
MSC05,0.49857142857142855,motor,542
MSC06,0.5164285714285715,motor,542
MSC07,0.5078571428571429,motor,542
MSC10,0.48071428571428576,motor,542
MSC01,0.4992857142857143,mixed,543
MSC02,0.505,mixed,543
MSC03,0.4978571428571429,mixed,543
MSC04,0.5085714285714286,mixed,543
MSC05,0.49571428571428566,mixed,543
MSC06,0.5257142857142857,mixed,543
MSC07,0.4878571428571429,mixed,543
MSC10,0.5257142857142857,mixed,543
MSC01,0.49714285714285705,mem,543
MSC02,0.5171428571428571,mem,543
MSC03,0.5278571428571429,mem,543
MSC04,0.5071428571428571,mem,543
MSC05,0.5057142857142857,mem,543
MSC06,0.5114285714285715,mem,543
MSC07,0.5157142857142857,mem,543
MSC10,0.5257142857142857,mem,543
MSC01,0.5092857142857142,motor,543
MSC02,0.5085714285714286,motor,543
MSC03,0.48928571428571427,motor,543
MSC04,0.5092857142857142,motor,543
MSC05,0.5185714285714286,motor,543
MSC06,0.5014285714285714,motor,543
MSC07,0.4914285714285714,motor,543
MSC10,0.525,motor,543
MSC01,0.505,mixed,544
MSC02,0.4964285714285714,mixed,544
MSC03,0.5207142857142858,mixed,544
MSC04,0.4992857142857143,mixed,544
MSC05,0.48357142857142854,mixed,544
MSC06,0.4914285714285715,mixed,544
MSC07,0.5042857142857143,mixed,544
MSC10,0.5007142857142858,mixed,544
MSC01,0.49642857142857144,mem,544
MSC02,0.5021428571428572,mem,544
MSC03,0.4892857142857144,mem,544
MSC04,0.48857142857142855,mem,544
MSC05,0.5021428571428571,mem,544
MSC06,0.5092857142857143,mem,544
MSC07,0.4957142857142857,mem,544
MSC10,0.5242857142857142,mem,544
MSC01,0.5107142857142856,motor,544
MSC02,0.4907142857142857,motor,544
MSC03,0.5235714285714286,motor,544
MSC04,0.5278571428571429,motor,544
MSC05,0.5442857142857143,motor,544
MSC06,0.4885714285714285,motor,544
MSC07,0.4928571428571429,motor,544
MSC10,0.48071428571428576,motor,544
MSC01,0.5107142857142858,mixed,545
MSC02,0.4928571428571429,mixed,545
MSC03,0.5050000000000001,mixed,545
MSC04,0.5114285714285715,mixed,545
MSC05,0.4857142857142857,mixed,545
MSC06,0.48,mixed,545
MSC07,0.4992857142857142,mixed,545
MSC10,0.5178571428571428,mixed,545
MSC01,0.5114285714285715,mem,545
MSC02,0.5135714285714286,mem,545
MSC03,0.535,mem,545
MSC04,0.5142857142857142,mem,545
MSC05,0.49714285714285716,mem,545
MSC06,0.5028571428571428,mem,545
MSC07,0.48571428571428577,mem,545
MSC10,0.5207142857142858,mem,545
MSC01,0.5335714285714285,motor,545
MSC02,0.5021428571428571,motor,545
MSC03,0.5078571428571429,motor,545
MSC04,0.4821428571428571,motor,545
MSC05,0.5028571428571429,motor,545
MSC06,0.5078571428571429,motor,545
MSC07,0.4978571428571428,motor,545
MSC10,0.5328571428571428,motor,545
MSC01,0.49642857142857144,mixed,546
MSC02,0.5135714285714286,mixed,546
MSC03,0.5257142857142857,mixed,546
MSC04,0.5128571428571428,mixed,546
MSC05,0.5049999999999999,mixed,546
MSC06,0.4928571428571428,mixed,546
MSC07,0.5028571428571429,mixed,546
MSC10,0.505,mixed,546
MSC01,0.5128571428571428,mem,546
MSC02,0.49499999999999994,mem,546
MSC03,0.52,mem,546
MSC04,0.5021428571428571,mem,546
MSC05,0.5235714285714286,mem,546
MSC06,0.5392857142857144,mem,546
MSC07,0.4957142857142857,mem,546
MSC10,0.4971428571428572,mem,546
MSC01,0.5128571428571428,motor,546
MSC02,0.5200000000000001,motor,546
MSC03,0.495,motor,546
MSC04,0.4992857142857143,motor,546
MSC05,0.47000000000000003,motor,546
MSC06,0.48214285714285715,motor,546
MSC07,0.49500000000000005,motor,546
MSC10,0.4864285714285715,motor,546
MSC01,0.5157142857142858,mixed,547
MSC02,0.5092857142857143,mixed,547
MSC03,0.4928571428571429,mixed,547
MSC04,0.4857142857142857,mixed,547
MSC05,0.5092857142857142,mixed,547
MSC06,0.4978571428571429,mixed,547
MSC07,0.4935714285714285,mixed,547
MSC10,0.51,mixed,547
MSC01,0.4971428571428572,mem,547
MSC02,0.48857142857142855,mem,547
MSC03,0.4864285714285715,mem,547
MSC04,0.4664285714285715,mem,547
MSC05,0.5192857142857144,mem,547
MSC06,0.5014285714285714,mem,547
MSC07,0.47500000000000003,mem,547
MSC10,0.5199999999999999,mem,547
MSC01,0.5014285714285713,motor,547
MSC02,0.5235714285714286,motor,547
MSC03,0.49500000000000005,motor,547
MSC04,0.4735714285714286,motor,547
MSC05,0.4657142857142857,motor,547
MSC06,0.5121428571428572,motor,547
MSC07,0.5014285714285714,motor,547
MSC10,0.5214285714285714,motor,547
MSC01,0.4978571428571429,mixed,548
MSC02,0.5214285714285714,mixed,548
MSC03,0.5085714285714286,mixed,548
MSC04,0.5021428571428571,mixed,548
MSC05,0.4907142857142857,mixed,548
MSC06,0.5178571428571429,mixed,548
MSC07,0.5014285714285714,mixed,548
MSC10,0.5307142857142858,mixed,548
MSC01,0.49857142857142867,mem,548
MSC02,0.4899999999999999,mem,548
MSC03,0.4992857142857143,mem,548
MSC04,0.4992857142857143,mem,548
MSC05,0.4635714285714286,mem,548
MSC06,0.5178571428571429,mem,548
MSC07,0.5128571428571428,mem,548
MSC10,0.5121428571428572,mem,548
MSC01,0.5,motor,548
MSC02,0.47500000000000003,motor,548
MSC03,0.5142857142857142,motor,548
MSC04,0.49714285714285716,motor,548
MSC05,0.47785714285714287,motor,548
MSC06,0.4864285714285715,motor,548
MSC07,0.5028571428571428,motor,548
MSC10,0.5021428571428571,motor,548
MSC01,0.49571428571428583,mixed,549
MSC02,0.45928571428571424,mixed,549
MSC03,0.5042857142857143,mixed,549
MSC04,0.4978571428571429,mixed,549
MSC05,0.5042857142857143,mixed,549
MSC06,0.5121428571428571,mixed,549
MSC07,0.5028571428571428,mixed,549
MSC10,0.5135714285714286,mixed,549
MSC01,0.47500000000000003,mem,549
MSC02,0.51,mem,549
MSC03,0.4842857142857143,mem,549
MSC04,0.51,mem,549
MSC05,0.4707142857142857,mem,549
MSC06,0.48,mem,549
MSC07,0.4942857142857143,mem,549
MSC10,0.507142857142857,mem,549
MSC01,0.505,motor,549
MSC02,0.49571428571428566,motor,549
MSC03,0.5142857142857143,motor,549
MSC04,0.47714285714285715,motor,549
MSC05,0.48999999999999994,motor,549
MSC06,0.5142857142857143,motor,549
MSC07,0.53,motor,549
MSC10,0.48428571428571426,motor,549
MSC01,0.5035714285714284,mixed,550
MSC02,0.5235714285714286,mixed,550
MSC03,0.5028571428571429,mixed,550
MSC04,0.5028571428571428,mixed,550
MSC05,0.5028571428571429,mixed,550
MSC06,0.51,mixed,550
MSC07,0.4907142857142857,mixed,550
MSC10,0.4778571428571429,mixed,550
MSC01,0.47000000000000003,mem,550
MSC02,0.5107142857142858,mem,550
MSC03,0.5078571428571428,mem,550
MSC04,0.48142857142857143,mem,550
MSC05,0.4964285714285715,mem,550
MSC06,0.505,mem,550
MSC07,0.5192857142857142,mem,550
MSC10,0.47857142857142865,mem,550
MSC01,0.4714285714285715,motor,550
MSC02,0.5014285714285714,motor,550
MSC03,0.47214285714285714,motor,550
MSC04,0.5157142857142858,motor,550
MSC05,0.4914285714285714,motor,550
MSC06,0.5042857142857143,motor,550
MSC07,0.5178571428571429,motor,550
MSC10,0.5207142857142857,motor,550
MSC01,0.5164285714285715,mixed,551
MSC02,0.465,mixed,551
MSC03,0.47928571428571426,mixed,551
MSC04,0.4707142857142857,mixed,551
MSC05,0.4835714285714286,mixed,551
MSC06,0.4764285714285715,mixed,551
MSC07,0.5171428571428571,mixed,551
MSC10,0.47928571428571426,mixed,551
MSC01,0.5007142857142857,mem,551
MSC02,0.5314285714285715,mem,551
MSC03,0.505,mem,551
MSC04,0.5200000000000001,mem,551
MSC05,0.4935714285714286,mem,551
MSC06,0.5078571428571428,mem,551
MSC07,0.4828571428571428,mem,551
MSC10,0.5128571428571428,mem,551
MSC01,0.5007142857142858,motor,551
MSC02,0.5092857142857142,motor,551
MSC03,0.5192857142857144,motor,551
MSC04,0.4964285714285714,motor,551
