task,diff
mixed,-0.002142857142857143
motor,0.007589285714285727
mem,0.006607142857142861
mixed,0.05589285714285715
motor,0.0026785714285714377
mem,-0.016517857142857147
mixed,0.005892857142857132
motor,0.00803571428571428
mem,0.017946428571428565
mixed,-0.025357142857142856
motor,0.030892857142857146
mem,-0.02562500000000001
mixed,-0.028482142857142845
motor,-0.024553571428571428
mem,-0.0380357142857143
mixed,0.029285714285714286
motor,-0.015982142857142858
mem,-0.009196428571428578
mixed,0.019107142857142854
motor,0.025714285714285717
mem,-0.041875000000000016
mixed,0.014553571428571412
motor,-0.0075892857142857055
mem,0.028303571428571424
mixed,0.013571428571428576
motor,-0.006339285714285704
mem,-0.011696428571428566
mixed,0.008571428571428565
motor,-0.027589285714285695
mem,-0.025357142857142877
mixed,-0.011071428571428593
motor,-0.02821428571428571
mem,-0.02017857142857144
mixed,-0.0023214285714285576
motor,0.042499999999999996
mem,0.03151785714285714
mixed,-0.02776785714285713
motor,0.05401785714285714
mem,0.01669642857142858
mixed,-0.018839285714285715
motor,0.037767857142857124
mem,0.025267857142857144
mixed,-0.0008928571428571506
motor,0.029196428571428585
mem,0.027410714285714267
mixed,-0.0033035714285714127
motor,-0.0009821428571428659
mem,0.01571428571428572
mixed,0.025089285714285724
motor,0.028660714285714265
mem,-0.03383928571428574
mixed,-0.006071428571428569
motor,0.027589285714285726
mem,-0.020625000000000004
mixed,-0.000624999999999999
motor,0.015178571428571421
mem,0.005892857142857136
mixed,-0.03178571428571427
motor,0.02223214285714285
mem,0.016696428571428574
mixed,-0.01151785714285714
motor,0.017946428571428575
mem,-0.01705357142857144
mixed,-0.02249999999999999
motor,0.01223214285714286
mem,0.009642857142857147
mixed,0.003928571428571452
motor,0.006964285714285727
mem,0.011964285714285696
mixed,-0.029017857142857154
motor,0.024374999999999997
mem,0.002321428571428577
mixed,0.016607142857142865
motor,0.04741071428571427
mem,0.01616071428571428
mixed,-0.028839285714285706
motor,-0.008303571428571433
mem,-0.00714285714285715
mixed,0.016696428571428567
motor,0.011071428571428557
mem,-0.029642857142857137
mixed,-0.008214285714285698
motor,0.03991071428571428
mem,0.039017857142857125
mixed,0.005000000000000009
motor,0.012767857142857148
mem,0.007857142857142849
mixed,-0.02044642857142857
motor,-0.005178571428571437
mem,-0.006339285714285712
mixed,0.05017857142857142
motor,-0.025892857142857155
mem,-0.0055357142857142844
mixed,-0.03553571428571429
motor,0.034285714285714315
mem,0.01321428571428572
mixed,-0.046964285714285715
motor,0.016874999999999984
mem,-0.025357142857142856
mixed,0.027857142857142858
motor,-0.028660714285714317
mem,0.000982142857142858
mixed,-0.025446428571428568
motor,0.015625000000000017
mem,0.019642857142857136
mixed,-0.03696428571428569
motor,0.02392857142857144
mem,-0.028839285714285717
mixed,0.02080357142857142
motor,-0.02
mem,-0.025535714285714283
mixed,-0.0012499999999999961
motor,-0.016160714285714278
mem,-0.023928571428571438
mixed,0.01732142857142856
motor,0.009910714285714297
mem,0.06116071428571429
mixed,-0.002232142857142856
motor,0.03455357142857142
mem,-0.01633928571428571
mixed,-0.0011607142857142977
motor,0.001517857142857146
mem,-0.027053571428571437
mixed,-0.014642857142857152
motor,-0.03714285714285718
mem,-0.008482142857142869
mixed,-0.002589285714285703
motor,-0.006249999999999984
mem,0.04357142857142858
mixed,0.048482142857142856
motor,-0.028392857142857164
mem,-0.005714285714285721
mixed,0.007142857142857146
motor,0.0031250000000000036
mem,0.017232142857142856
mixed,0.012678571428571416
motor,0.022767857142857142
mem,-0.020267857142857146
mixed,-0.02098214285714285
motor,-0.007499999999999999
mem,-0.010982142857142859
mixed,-0.01232142857142858
motor,0.012142857142857138
mem,-0.016607142857142845
mixed,-0.009999999999999997
motor,0.022142857142857138
mem,-0.02535714285714285
mixed,-0.0017857142857142883
motor,0.04044642857142857
mem,0.027321428571428576
mixed,0.014464285714285702
motor,-0.06169642857142858
mem,0.0035714285714285757
mixed,-0.017589285714285717
motor,-0.028571428571428574
mem,0.017767857142857134
mixed,-0.036964285714285706
motor,-0.028035714285714285
mem,0.011517857142857146
mixed,0.010982142857142847
motor,0.0048214285714285685
mem,0.035982142857142865
mixed,-0.0037500000000000025
motor,-0.02419642857142858
mem,0.031517857142857146
mixed,0.045000000000000005
motor,0.021249999999999998
mem,-0.0380357142857143
mixed,0.01794642857142858
motor,-0.0016071428571428567
mem,0.0005357142857142783
mixed,-0.022410714285714277
motor,0.008035714285714278
mem,0.02035714285714286
mixed,0.0035714285714285596
motor,0.004017857142857148
mem,-0.015624999999999997
mixed,-0.03580357142857143
motor,-0.028839285714285706
mem,0.04848214285714287
mixed,-0.017500000000000005
motor,0.006249999999999992
mem,0.008124999999999992
mixed,0.05392857142857142
motor,0.024107142857142834
mem,-0.014107142857142837
mixed,-0.01910714285714286
motor,0.009375
mem,0.0030357142857142796
mixed,-0.012500000000000015
motor,0.05732142857142857
mem,0.037678571428571436
mixed,-0.016517857142857143
motor,0.011517857142857137
mem,0.009732142857142866
mixed,-0.0003571428571428515
motor,0.010178571428571434
mem,-0.004642857142857147
mixed,-0.004553571428571428
motor,0.020089285714285716
mem,0.025803571428571443
mixed,-0.00580357142857143
motor,-0.02589285714285715
mem,-0.015714285714285733
mixed,0.01785714285714284
motor,8.928571428571832e-05
mem,-0.0019642857142857053
mixed,-0.01803571428571429
motor,-0.02276785714285715
mem,0.015446428571428571
mixed,0.02437499999999999
motor,0.0003571428571428624
mem,0.03214285714285714
mixed,0.017499999999999995
motor,-0.018303571428571443
mem,0.0033035714285714274
mixed,-0.008839285714285704
motor,0.0026785714285714308
mem,0.01133928571428571
mixed,0.014285714285714289
motor,0.014821428571428567
mem,0.02267857142857143
mixed,-0.01982142857142857
motor,0.00776785714285715
mem,0.020982142857142855
mixed,0.0011607142857142916
motor,0.013392857142857147
mem,0.015803571428571424
mixed,-0.008660714285714284
motor,0.011249999999999998
mem,-0.003124999999999991
mixed,-0.014196428571428566
motor,0.019821428571428577
mem,0.02357142857142857
mixed,0.023482142857142865
motor,-0.010625000000000011
mem,0.009642857142857132
mixed,0.009732142857142871
motor,-0.03857142857142857
mem,-0.03017857142857144
mixed,-0.0001785714285714426
motor,0.061696428571428555
mem,0.022767857142857142
mixed,-0.027053571428571416
motor,0.012946428571428581
mem,0.00366071428571428
mixed,0.0007142857142857229
motor,0.008482142857142853
mem,-0.028749999999999998
mixed,0.02294642857142857
motor,-0.06017857142857142
mem,0.03312500000000001
mixed,-0.026964285714285722
motor,-0.023928571428571428
mem,0.059553571428571435
mixed,0.009285714285714267
motor,-0.02062500000000001
mem,0.014910714285714291
mixed,0.014107142857142865
motor,-0.01330357142857144
mem,-0.028571428571428584
mixed,-0.0017857142857142735
motor,0.014464285714285707
mem,-0.04044642857142857
mixed,-0.01910714285714284
motor,0.038214285714285735
mem,-0.043303571428571434
mixed,0.0032142857142857004
motor,-0.020624999999999987
mem,-0.008571428571428565
mixed,0.007321428571428581
motor,-0.031875
mem,-0.02285714285714286
mixed,-0.024999999999999994
motor,-0.025535714285714276
mem,-0.022767857142857135
mixed,0.01160714285714286
motor,0.023392857142857135
mem,-0.024285714285714268
mixed,-0.0011607142857142888
motor,-0.03946428571428571
mem,-0.011964285714285719
mixed,-0.0012499999999999953
motor,-0.010446428571428582
mem,-0.00803571428571429
mixed,0.007499999999999998
motor,0.020982142857142873
mem,-0.0075892857142857316
mixed,-0.01955357142857144
motor,0.03866071428571427
mem,-0.030624999999999996
mixed,0.05107142857142856
motor,-0.00928571428571429
mem,0.000267857142857155
mixed,0.027232142857142864
motor,0.018303571428571423
mem,0.008750000000000003
mixed,0.01071428571428572
motor,0.021428571428571446
mem,0.004821428571428576
mixed,-0.014374999999999995
motor,-0.005267857142857134
mem,0.03616071428571429
mixed,0.000714285714285704
motor,0.007410714285714289
mem,0.003482142857142858
mixed,0.011785714285714283
motor,0.03446428571428572
mem,-0.0033035714285714265
mixed,-0.023839285714285723
motor,0.05812499999999998
mem,0.026339285714285694
mixed,-0.03892857142857144
motor,0.010803571428571416
mem,-0.018125000000000002
mixed,-0.01517857142857144
motor,-0.006875000000000012
mem,-0.04089285714285713
mixed,0.013839285714285724
motor,-0.058214285714285705
mem,-0.028124999999999987
mixed,-0.008482142857142856
motor,0.03839285714285713
mem,0.019285714285714285
mixed,-0.011607142857142847
motor,0.017321428571428557
mem,0.0325892857142857
mixed,0.005446428571428565
motor,0.007589285714285726
mem,0.014732142857142866
mixed,-0.009017857142857152
motor,0.029553571428571433
mem,0.006607142857142855
mixed,0.004553571428571423
motor,0.015803571428571413
mem,-0.023392857142857135
mixed,-0.01857142857142856
motor,0.024999999999999998
mem,0.000714285714285707
mixed,-0.0068749999999999966
motor,0.023660714285714285
mem,0.007589285714285711
mixed,0.041874999999999996
motor,0.03276785714285715
mem,-0.0008928571428571447
mixed,-0.036517857142857144
motor,0.02562499999999999
mem,0.024553571428571445
mixed,-0.017499999999999998
motor,-0.005982142857142862
mem,0.002410714285714289
mixed,0.007857142857142865
motor,0.03758928571428571
mem,-0.04491071428571428
mixed,-0.001964285714285711
motor,-0.036785714285714276
mem,0.018303571428571443
mixed,-0.009464285714285717
motor,-0.013482142857142871
mem,-0.032232142857142855
mixed,-0.01839285714285715
motor,0.06821428571428569
mem,0.010357142857142853
mixed,0.03901785714285711
motor,0.02410714285714285
mem,0.0030357142857142913
mixed,-0.020357142857142855
motor,-0.0024999999999999983
mem,0.043392857142857136
mixed,-0.02651785714285715
motor,0.005089285714285715
mem,-0.028928571428571415
mixed,-0.011160714285714293
motor,-0.029017857142857158
mem,0.013303571428571434
mixed,-0.021160714285714293
motor,0.008482142857142865
mem,0.028839285714285703
mixed,0.04214285714285715
motor,-0.005803571428571443
mem,0.003482142857142862
mixed,0.016696428571428567
motor,-0.032946428571428585
mem,0.0065178571428571455
mixed,-0.0009821428571428442
motor,-0.0025892857142857236
mem,0.01482142857142857
mixed,-0.012946428571428558
motor,0.003392857142857137
mem,-0.03276785714285713
mixed,0.020446428571428563
motor,-0.006339285714285729
mem,-0.006428571428571418
mixed,-0.03892857142857143
motor,-0.009196428571428569
mem,-0.008124999999999993
mixed,-0.004821428571428567
motor,-0.03464285714285715
mem,0.01330357142857143
mixed,0.028482142857142862
motor,-0.028482142857142866
mem,0.03169642857142857
mixed,-0.01125
motor,0.017321428571428567
mem,0.010892857142857157
mixed,-0.0030357142857142675
motor,-0.027589285714285722
mem,-0.004285714285714284
mixed,0.03419642857142856
motor,-0.02133928571428571
mem,0.024642857142857116
mixed,0.0392857142857143
motor,0.008839285714285728
mem,-0.011607142857142856
mixed,-0.01160714285714286
motor,0.031160714285714274
mem,0.007767857142857136
mixed,0.013124999999999989
motor,-0.019464285714285722
mem,0.04062500000000001
mixed,0.010267857142857132
motor,-0.018928571428571437
mem,-0.00017857142857142676
mixed,-0.01678571428571427
motor,0.015892857142857146
mem,-0.030892857142857135
mixed,0.01669642857142856
motor,0.01205357142857143
mem,0.06401785714285713
mixed,-0.0037499999999999964
motor,-0.00294642857142857
mem,-0.03455357142857144
mixed,-0.017767857142857137
motor,-0.03339285714285714
mem,0.004732142857142847
mixed,0.008839285714285708
motor,-0.028571428571428564
mem,0.004107142857142848
mixed,0.03223214285714286
motor,0.00910714285714286
mem,0.03589285714285715
mixed,-0.005089285714285718
motor,0.01687499999999999
mem,0.00749999999999998
mixed,0.008035714285714283
motor,-0.0124107142857143
mem,-0.012946428571428565
mixed,0.030089285714285714
motor,0.013303571428571432
mem,-0.041160714285714266
mixed,0.03348214285714287
motor,0.014107142857142863
mem,0.0043749999999999995
mixed,-0.014642857142857143
motor,0.0003571428571428545
mem,0.02035714285714286
mixed,0.01723214285714286
motor,0.02857142857142858
mem,0.022946428571428583
mixed,0.005624999999999994
motor,0.02544642857142857
mem,0.006517857142857144
mixed,0.036874999999999984
motor,-0.029196428571428568
mem,-0.006339285714285716
mixed,0.008928571428571423
motor,-0.015982142857142844
mem,-0.01696428571428572
mixed,0.0001785714285714208
motor,0.019732142857142858
mem,-0.014910714285714291
mixed,0.008750000000000003
motor,-0.011964285714285709
mem,-0.04544642857142859
mixed,0.008482142857142858
motor,-0.011071428571428584
mem,0.01946428571428573
mixed,-0.01705357142857142
motor,-0.05321428571428572
mem,0.009821428571428573
mixed,-0.01464285714285714
motor,-0.016160714285714285
mem,-0.01991071428571428
mixed,0.026339285714285714
motor,-0.03446428571428571
mem,-0.061160714285714304
mixed,-0.021517857142857144
motor,-0.00928571428571429
mem,0.010535714285714292
mixed,0.009732142857142847
motor,-0.002946428571428583
mem,-0.02437499999999998
mixed,-0.02857142857142858
motor,0.025446428571428568
mem,-0.012053571428571417
mixed,0.01026785714285715
motor,0.011607142857142866
mem,-0.00241071428571429
mixed,-0.007946428571428575
motor,-0.01910714285714287
mem,0.0035714285714285774
mixed,0.019732142857142847
motor,-0.016428571428571435
mem,-0.010267857142857134
mixed,0.014017857142857157
motor,0.010982142857142869
mem,0.014196428571428582
mixed,0.057767857142857135
motor,-0.0157142857142857
mem,-0.001964285714285706
mixed,-0.006160714285714285
motor,-0.01982142857142857
mem,0.03982142857142856
mixed,0.012767857142857145
motor,-0.005178571428571434
mem,0.009821428571428573
mixed,0.0043749999999999995
motor,-0.03383928571428572
mem,0.03089285714285714
mixed,-0.03125000000000001
motor,-0.01598214285714286
mem,0.013214285714285715
mixed,8.928571428569355e-05
motor,0.010089285714285712
mem,0.01687499999999999
mixed,0.008482142857142862
motor,-0.009910714285714281
mem,0.02366071428571429
mixed,0.01151785714285714
motor,0.030089285714285718
mem,-0.0007142857142857327
mixed,-0.01491071428571428
motor,0.01901785714285713
mem,-0.0299107142857143
mixed,-0.016339285714285706
motor,8.928571428570644e-05
mem,-0.006607142857142872
mixed,0.023303571428571434
motor,-0.039017857142857104
mem,0.015357142857142864
mixed,-0.04901785714285713
motor,-0.03482142857142858
mem,-0.006785714285714299
mixed,-0.02437500000000001
motor,-0.007500000000000001
mem,-0.01616071428571428
mixed,-0.01714285714285714
motor,0.039464285714285716
mem,0.009464285714285703
mixed,0.0224107142857143
motor,0.02428571428571427
mem,0.05133928571428573
mixed,0.017500000000000005
motor,0.019107142857142857
mem,0.01526785714285714
mixed,-0.026250000000000002
motor,-0.014642857142857135
mem,-0.011517857142857135
mixed,0.0008035714285714313
motor,0.05508928571428574
mem,0.017767857142857144
mixed,0.005625000000000001
motor,0.018124999999999978
mem,0.020982142857142873
mixed,0.05464285714285714
motor,-0.018035714285714276
mem,-0.023571428571428577
mixed,0.017053571428571435
motor,-0.02008928571428573
mem,0.026964285714285715
mixed,0.02785714285714285
motor,-0.01598214285714285
mem,0.026160714285714284
mixed,0.03151785714285713
motor,0.01464285714285714
mem,0.02169642857142856
mixed,-0.018214285714285714
motor,-0.04553571428571429
mem,0.02035714285714286
mixed,-0.02642857142857144
motor,0.028392857142857164
mem,0.016517857142857133
mixed,0.009464285714285706
motor,-0.02187500000000001
mem,0.009017857142857142
mixed,0.032499999999999994
motor,0.0041071428571428596
mem,0.010982142857142845
mixed,-0.00973214285714284
motor,-0.012500000000000002
mem,-0.014285714285714287
mixed,0.04812499999999998
motor,-0.021607142857142863
mem,-0.0021428571428571386
mixed,0.03830357142857144
motor,-0.05428571428571429
mem,0.033035714285714286
mixed,0.02633928571428571
motor,-0.002946428571428565
mem,-0.004285714285714284
mixed,-0.004107142857142859
motor,-0.0018750000000000047
mem,-0.011517857142857149
mixed,0.0014285714285714218
motor,-0.012499999999999973
mem,0.0186607142857143
mixed,0.02348214285714287
motor,0.003392857142857137
mem,-0.00866071428571427
mixed,0.025803571428571433
motor,0.014732142857142864
mem,-0.008660714285714272
mixed,0.03330357142857141
motor,0.006250000000000001
mem,0.006071428571428566
mixed,-8.921435019309294e-18
motor,-0.016071428571428566
mem,-0.03571428571428572
mixed,-0.05187500000000002
motor,-0.011339285714285705
mem,-0.02035714285714286
mixed,0.01741071428571429
motor,0.014285714285714275
mem,0.0011607142857142912
mixed,0.004374999999999987
motor,0.007500000000000005
mem,-0.03999999999999999
mixed,0.005892857142857145
motor,0.011339285714285713
mem,-0.004999999999999993
mixed,-0.029285714285714293
motor,0.02321428571428571
mem,0.031160714285714288
mixed,-0.012053571428571424
motor,0.0024107142857142847
mem,-0.012232142857142862
mixed,0.0005357142857142742
motor,-0.015535714285714283
mem,0.01901785714285716
mixed,-0.03553571428571429
motor,-0.032321428571428584
mem,0.03125
mixed,-0.012232142857142855
motor,-0.03026785714285715
mem,-0.020089285714285716
mixed,-0.016428571428571428
motor,0.003928571428571439
mem,-0.00348214285714285
mixed,0.010446428571428567
motor,0.04348214285714287
mem,-0.004017857142857136
mixed,0.01258928571428572
motor,0.01723214285714287
mem,-0.05151785714285715
mixed,-0.04508928571428573
motor,0.010714285714285718
mem,0.004107142857142858
mixed,-0.01098214285714286
motor,-0.04348214285714288
mem,-0.0033035714285714396
mixed,0.016785714285714282
motor,-0.029821428571428554
mem,0.004196428571428573
mixed,0.05169642857142857
motor,-0.010357142857142846
mem,0.038482142857142854
mixed,0.00098214285714285
motor,0.04526785714285716
mem,-0.02071428571428571
mixed,0.013214285714285717
motor,-0.008928571428571428
mem,-0.0049107142857142865
mixed,0.010446428571428582
motor,-0.03482142857142857
mem,-0.03660714285714285
mixed,-0.004821428571428566
motor,0.005000000000000012
mem,-0.014196428571428577
mixed,0.01776785714285715
motor,-0.02821428571428571
mem,0.0225
mixed,-0.018392857142857124
motor,0.005624999999999999
mem,0.03749999999999998
mixed,-0.040803571428571425
motor,0.012410714285714278
mem,-0.016874999999999998
mixed,0.008214285714285712
motor,-0.021071428571428574
mem,0.005535714285714285
mixed,-0.0060714285714285835
motor,-0.0023214285714285724
mem,0.013303571428571427
mixed,0.025714285714285707
motor,-0.037767857142857145
mem,-0.040089285714285716
mixed,-0.015267857142857142
motor,0.01178571428571428
mem,0.0230357142857143
mixed,0.002946428571428583
motor,-0.04973214285714285
mem,-0.004375000000000016
mixed,-0.004553571428571429
motor,0.0016071428571428482
mem,-0.026160714285714284
mixed,0.002410714285714286
motor,0.02410714285714285
mem,-0.004107142857142865
mixed,0.0580357142857143
motor,0.004285714285714265
mem,0.006607142857142859
mixed,-0.0332142857142857
motor,-0.01258928571428571
mem,0.024375000000000008
mixed,0.04214285714285715
motor,-0.0018750000000000086
mem,-0.009017857142857135
mixed,0.015267857142857147
motor,0.00017857142857142575
mem,0.01687500000000002
mixed,0.020535714285714293
motor,0.011160714285714265
mem,0.012589285714285707
mixed,0.009285714285714291
motor,0.005624999999999999
mem,-0.033392857142857134
mixed,-0.014285714285714282
motor,0.013035714285714286
mem,-0.016696428571428563
mixed,0.003928571428571432
motor,-0.032857142857142856
mem,0.003571428571428565
mixed,0.029999999999999992
motor,0.001964285714285714
mem,-0.039464285714285695
mixed,0.000982142857142867
motor,0.02946428571428571
mem,-0.04910714285714284
mixed,0.03321428571428573
motor,0.01178571428571429
mem,-0.0030357142857142835
mixed,-0.006339285714285725
motor,-0.03919642857142853
mem,0.008214285714285712
mixed,-0.0019642857142857123
motor,0.014999999999999989
mem,-0.01258928571428572
mixed,0.038928571428571444
motor,-0.021339285714285724
mem,0.004821428571428562
mixed,-0.009910714285714292
motor,0.02830357142857143
mem,0.004196428571428575
mixed,0.013750000000000017
motor,0.01776785714285714
mem,0.011607142857142852
mixed,0.022857142857142864
motor,0.008750000000000013
mem,-0.0032142857142857103
mixed,-0.004374999999999981
motor,-0.0003571428571428535
mem,0.016249999999999997
mixed,-0.03883928571428572
motor,-0.035535714285714316
mem,-0.014375
mixed,-0.00642857142857143
motor,-0.01901785714285713
mem,0.022499999999999982
mixed,0.0379464285714286
motor,-0.014107142857142855
mem,0.02526785714285715
mixed,-0.020803571428571425
motor,0.03357142857142858
mem,-0.013839285714285705
mixed,0.0199107142857143
motor,-0.025535714285714297
mem,-0.004285714285714282
mixed,0.009553571428571436
motor,-0.009821428571428568
mem,0.016874999999999998
mixed,0.025803571428571436
motor,0.014910714285714277
mem,-0.014553571428571424
mixed,-0.014642857142857141
motor,0.021428571428571436
mem,-0.02089285714285715
mixed,-0.027678571428571434
motor,-0.001250000000000008
mem,-0.002321428571428573
mixed,-0.018839285714285732
motor,0.02464285714285714
mem,-0.013482142857142864
mixed,0.029821428571428554
motor,0.025625000000000016
mem,0.014910714285714282
mixed,0.0006249999999999907
motor,0.029374999999999984
mem,-0.0018749999999999958
mixed,0.04125000000000001
motor,-0.010446428571428563
mem,0.003392857142857135
mixed,0.02678571428571428
motor,-0.028125
mem,0.012589285714285721
mixed,0.015803571428571417
motor,-0.004910714285714292
mem,-0.02133928571428572
mixed,-0.0031249999999999967
motor,-0.0057142857142857256
mem,0.051607142857142865
mixed,0.028035714285714282
motor,0.0022321428571428466
mem,0.001249999999999998
mixed,-0.0018750000000000116
motor,0.031160714285714288
mem,-0.0033928571428571397
mixed,0.01348214285714285
motor,0.014910714285714288
mem,0.038660714285714284
mixed,-0.009910714285714262
motor,-0.021517857142857148
mem,-0.0025892857142857215
mixed,0.0018750000000000036
motor,-0.012499999999999999
mem,0.011607142857142863
mixed,-0.04821428571428572
motor,0.004374999999999994
mem,-0.033839285714285725
mixed,-0.03508928571428573
motor,-0.0035714285714285488
mem,-0.018035714285714304
mixed,0.008660714285714287
motor,-0.0057142857142857195
mem,-0.0269642857142857
mixed,-0.03392857142857144
motor,-0.03624999999999999
mem,0.011071428571428574
mixed,0.021875
motor,-0.0031250000000000028
mem,0.008035714285714287
mixed,0.019910714285714292
motor,0.008928571428571426
mem,0.004464285714285711
mixed,0.03276785714285715
motor,-0.010089285714285714
mem,0.008928571428571442
mixed,0.033839285714285725
motor,0.015357142857142852
mem,-0.016339285714285712
mixed,0.028214285714285716
motor,0.02133928571428572
mem,-0.03946428571428572
mixed,-0.008839285714285714
motor,0.01446428571428571
mem,-0.006339285714285706
mixed,0.024553571428571414
motor,0.00017857142857141486
mem,-0.011517857142857134
mixed,-0.016428571428571407
motor,0.041964285714285725
mem,-0.03357142857142857
mixed,0.03357142857142857
motor,0.02107142857142858
mem,-0.008125000000000007
mixed,-0.030089285714285714
motor,-0.0008035714285714234
mem,0.0025892857142857137
mixed,0.037678571428571415
motor,0.01589285714285714
mem,-0.05312499999999999
mixed,0.024642857142857157
motor,-0.00535714285714286
mem,0.007589285714285711
mixed,-0.028749999999999998
motor,0.020089285714285716
mem,0.031339285714285715
mixed,0.00848214285714286
motor,0.03660714285714288
mem,-0.021071428571428574
mixed,-0.046964285714285715
motor,-0.030446428571428572
mem,-0.03348214285714285
mixed,0.011428571428571427
motor,-0.029999999999999992
mem,-0.030267857142857162
mixed,0.02089285714285714
motor,0.02991071428571429
mem,0.002678571428571433
mixed,-0.01857142857142857
motor,-0.013303571428571423
mem,-0.02303571428571428
mixed,-0.03428571428571428
motor,0.008571428571428567
mem,0.003214285714285708
mixed,0.02446428571428574
motor,0.006428571428571425
mem,-0.0062499999999999995
mixed,-0.018839285714285718
motor,0.02151785714285716
mem,0.019821428571428577
mixed,0.038303571428571416
motor,-0.01633928571428572
mem,-0.001964285714285725
mixed,-0.025892857142857138
motor,-0.024821428571428567
mem,0.04241071428571427
mixed,-0.040803571428571425
motor,-0.006964285714285705
mem,-0.009285714285714295
mixed,0.03589285714285712
motor,-0.0008928571428571387
mem,0.009999999999999997
mixed,0.04491071428571428
motor,0.033035714285714286
mem,0.034285714285714294
mixed,-0.021607142857142856
motor,0.002767857142857141
mem,0.00937500000000001
mixed,0.006249999999999998
motor,-0.030535714285714288
mem,-0.014910714285714293
mixed,0.02830357142857141
motor,-0.024464285714285716
mem,-0.001696428571428571
mixed,0.03312499999999998
motor,-0.005178571428571426
mem,-0.02464285714285715
mixed,0.012767857142857145
motor,0.035089285714285705
mem,-0.008839285714285721
mixed,0.007142857142857144
motor,0.009553571428571416
mem,-0.025625000000000002
mixed,-0.01946428571428572
motor,0.010267857142857146
mem,-0.019464285714285705
mixed,-0.02982142857142858
motor,-0.02642857142857143
mem,0.002678571428571434
mixed,-0.02607142857142858
motor,0.03205357142857143
mem,0.0018749999999999967
mixed,-0.017321428571428578
motor,0.017767857142857144
mem,-0.013482142857142875
mixed,-0.010982142857142862
motor,-0.06803571428571432
mem,-0.02223214285714287
mixed,0.01571428571428571
motor,-0.03250000000000001
mem,0.005267857142857141
