train_task,test_task,train_sub,test_sub,acc
mixed,motor,MSC01,MSC02,0.4400000000000001
mixed,mem,MSC01,MSC02,0.5
motor,mixed,MSC01,MSC02,0.5
motor,mem,MSC01,MSC02,0.5
mem,mixed,MSC01,MSC02,0.49000000000000005
mem,motor,MSC01,MSC02,0.48500000000000004
mixed,motor,MSC01,MSC03,0.495
mixed,mem,MSC01,MSC03,0.55625
motor,mixed,MSC01,MSC03,0.45500000000000007
motor,mem,MSC01,MSC03,0.5625
mem,mixed,MSC01,MSC03,0.57
mem,motor,MSC01,MSC03,0.61
mixed,motor,MSC01,MSC04,0.5599999999999998
mixed,mem,MSC01,MSC04,0.515
motor,mixed,MSC01,MSC04,0.515
motor,mem,MSC01,MSC04,0.515
mem,mixed,MSC01,MSC04,0.57
mem,motor,MSC01,MSC04,0.565
mixed,motor,MSC01,MSC05,0.57
mixed,mem,MSC01,MSC05,0.5900000000000001
motor,mixed,MSC01,MSC05,0.7849999999999999
motor,mem,MSC01,MSC05,0.8149999999999998
mem,mixed,MSC01,MSC05,0.62
mem,motor,MSC01,MSC05,0.6199999999999999
mixed,motor,MSC01,MSC06,0.6111111111111112
mixed,mem,MSC01,MSC06,0.605
motor,mixed,MSC01,MSC06,0.62
motor,mem,MSC01,MSC06,0.7100000000000001
mem,mixed,MSC01,MSC06,0.6950000000000001
mem,motor,MSC01,MSC06,0.8277777777777777
mixed,motor,MSC01,MSC07,0.5111111111111111
mixed,mem,MSC01,MSC07,0.505
motor,mixed,MSC01,MSC07,0.53
motor,mem,MSC01,MSC07,0.45499999999999996
mem,mixed,MSC01,MSC07,0.51
mem,motor,MSC01,MSC07,0.5111111111111111
mixed,motor,MSC01,MSC10,0.5
mixed,mem,MSC01,MSC10,0.49000000000000005
motor,mixed,MSC01,MSC10,0.495
motor,mem,MSC01,MSC10,0.48500000000000004
mem,mixed,MSC01,MSC10,0.505
mem,motor,MSC01,MSC10,0.505
mixed,motor,MSC02,MSC01,0.615
mixed,mem,MSC02,MSC01,0.63
motor,mixed,MSC02,MSC01,0.5
motor,mem,MSC02,MSC01,0.5
mem,mixed,MSC02,MSC01,0.8150000000000001
mem,motor,MSC02,MSC01,0.7000000000000001
mixed,motor,MSC02,MSC03,0.505
mixed,mem,MSC02,MSC03,0.5
motor,mixed,MSC02,MSC03,0.5
motor,mem,MSC02,MSC03,0.5
mem,mixed,MSC02,MSC03,0.575
mem,motor,MSC02,MSC03,0.5399999999999999
mixed,motor,MSC02,MSC04,0.695
mixed,mem,MSC02,MSC04,0.5900000000000001
motor,mixed,MSC02,MSC04,0.5
motor,mem,MSC02,MSC04,0.5
mem,mixed,MSC02,MSC04,0.6649999999999998
mem,motor,MSC02,MSC04,0.68
mixed,motor,MSC02,MSC05,0.5
mixed,mem,MSC02,MSC05,0.5
motor,mixed,MSC02,MSC05,0.6600000000000001
motor,mem,MSC02,MSC05,0.5549999999999999
mem,mixed,MSC02,MSC05,0.5599999999999998
mem,motor,MSC02,MSC05,0.5499999999999999
mixed,motor,MSC02,MSC06,0.6277777777777778
mixed,mem,MSC02,MSC06,0.6299999999999999
motor,mixed,MSC02,MSC06,0.5199999999999999
motor,mem,MSC02,MSC06,0.505
mem,mixed,MSC02,MSC06,0.5650000000000001
mem,motor,MSC02,MSC06,0.5111111111111111
mixed,motor,MSC02,MSC07,0.6111111111111112
mixed,mem,MSC02,MSC07,0.545
motor,mixed,MSC02,MSC07,0.5
motor,mem,MSC02,MSC07,0.5
mem,mixed,MSC02,MSC07,0.9
mem,motor,MSC02,MSC07,0.6722222222222223
mixed,motor,MSC02,MSC10,0.425
mixed,mem,MSC02,MSC10,0.44000000000000006
motor,mixed,MSC02,MSC10,0.525
motor,mem,MSC02,MSC10,0.5249999999999999
mem,mixed,MSC02,MSC10,0.7500000000000001
mem,motor,MSC02,MSC10,0.7499999999999999
mixed,motor,MSC03,MSC01,0.5
mixed,mem,MSC03,MSC01,0.535
motor,mixed,MSC03,MSC01,0.595
motor,mem,MSC03,MSC01,0.595
mem,mixed,MSC03,MSC01,0.44375000000000003
mem,motor,MSC03,MSC01,0.64375
mixed,motor,MSC03,MSC02,0.515
mixed,mem,MSC03,MSC02,0.5349999999999999
motor,mixed,MSC03,MSC02,0.595
motor,mem,MSC03,MSC02,0.625
mem,mixed,MSC03,MSC02,0.5375
