train_task,test_task,train_sub,test_sub,acc
mixed,motor,MSC01,MSC02,0.53
mixed,mem,MSC01,MSC02,0.73
motor,mixed,MSC01,MSC02,0.655
motor,mem,MSC01,MSC02,0.645
mem,mixed,MSC01,MSC02,0.6149999999999999
mem,motor,MSC01,MSC02,0.42000000000000004
mixed,motor,MSC01,MSC03,0.57
mixed,mem,MSC01,MSC03,0.58125
motor,mixed,MSC01,MSC03,0.67
motor,mem,MSC01,MSC03,0.78125
mem,mixed,MSC01,MSC03,0.5999999999999999
mem,motor,MSC01,MSC03,0.5499999999999999
mixed,motor,MSC01,MSC04,0.5799999999999998
mixed,mem,MSC01,MSC04,0.575
motor,mixed,MSC01,MSC04,0.835
motor,mem,MSC01,MSC04,0.835
mem,mixed,MSC01,MSC04,0.63
mem,motor,MSC01,MSC04,0.63
mixed,motor,MSC01,MSC05,0.8700000000000001
mixed,mem,MSC01,MSC05,0.8900000000000002
motor,mixed,MSC01,MSC05,0.7799999999999999
motor,mem,MSC01,MSC05,0.8299999999999998
mem,mixed,MSC01,MSC05,0.8200000000000001
mem,motor,MSC01,MSC05,0.7899999999999998
mixed,motor,MSC01,MSC06,0.9166666666666667
mixed,mem,MSC01,MSC06,0.96
motor,mixed,MSC01,MSC06,0.67
motor,mem,MSC01,MSC06,0.835
mem,mixed,MSC01,MSC06,0.7599999999999999
mem,motor,MSC01,MSC06,0.8333333333333334
mixed,motor,MSC01,MSC07,0.6666666666666666
mixed,mem,MSC01,MSC07,0.695
motor,mixed,MSC01,MSC07,0.9549999999999998
motor,mem,MSC01,MSC07,0.74
mem,mixed,MSC01,MSC07,0.65
mem,motor,MSC01,MSC07,0.55
mixed,motor,MSC01,MSC10,0.66
mixed,mem,MSC01,MSC10,0.78
motor,mixed,MSC01,MSC10,0.625
motor,mem,MSC01,MSC10,0.8150000000000001
mem,mixed,MSC01,MSC10,0.75
mem,motor,MSC01,MSC10,0.755
mixed,motor,MSC02,MSC01,0.7949999999999998
mixed,mem,MSC02,MSC01,0.775
motor,mixed,MSC02,MSC01,0.5
motor,mem,MSC02,MSC01,0.5
mem,mixed,MSC02,MSC01,0.9350000000000002
mem,motor,MSC02,MSC01,0.9400000000000001
mixed,motor,MSC02,MSC03,0.7849999999999999
mixed,mem,MSC02,MSC03,0.7125
motor,mixed,MSC02,MSC03,0.505
motor,mem,MSC02,MSC03,0.50625
mem,mixed,MSC02,MSC03,0.61
mem,motor,MSC02,MSC03,0.7150000000000001
mixed,motor,MSC02,MSC04,0.745
mixed,mem,MSC02,MSC04,0.5850000000000001
motor,mixed,MSC02,MSC04,0.5
motor,mem,MSC02,MSC04,0.5
mem,mixed,MSC02,MSC04,0.7099999999999999
mem,motor,MSC02,MSC04,0.875
mixed,motor,MSC02,MSC05,0.6250000000000001
mixed,mem,MSC02,MSC05,0.635
motor,mixed,MSC02,MSC05,0.5
motor,mem,MSC02,MSC05,0.5
mem,mixed,MSC02,MSC05,0.75
mem,motor,MSC02,MSC05,0.7949999999999999
mixed,motor,MSC02,MSC06,0.85
mixed,mem,MSC02,MSC06,0.7100000000000001
motor,mixed,MSC02,MSC06,0.505
motor,mem,MSC02,MSC06,0.5
mem,mixed,MSC02,MSC06,0.6849999999999999
mem,motor,MSC02,MSC06,0.7722222222222223
mixed,motor,MSC02,MSC07,0.6722222222222223
mixed,mem,MSC02,MSC07,0.66
motor,mixed,MSC02,MSC07,0.5
motor,mem,MSC02,MSC07,0.5
mem,mixed,MSC02,MSC07,0.6650000000000001
mem,motor,MSC02,MSC07,0.85
mixed,motor,MSC02,MSC10,0.5399999999999999
mixed,mem,MSC02,MSC10,0.4600000000000001
motor,mixed,MSC02,MSC10,0.5
motor,mem,MSC02,MSC10,0.5
mem,mixed,MSC02,MSC10,0.6799999999999999
mem,motor,MSC02,MSC10,0.7849999999999999
mixed,motor,MSC03,MSC01,0.5
mixed,mem,MSC03,MSC01,0.505
motor,mixed,MSC03,MSC01,0.5
motor,mem,MSC03,MSC01,0.5349999999999999
mem,mixed,MSC03,MSC01,0.50625
mem,motor,MSC03,MSC01,0.5187499999999999
mixed,motor,MSC03,MSC02,0.8549999999999999
mixed,mem,MSC03,MSC02,0.6100000000000001
motor,mixed,MSC03,MSC02,0.505
motor,mem,MSC03,MSC02,0.535
mem,mixed,MSC03,MSC02,0.5125
mem,motor,MSC03,MSC02,0.5125
mixed,motor,MSC03,MSC04,0.575
mixed,mem,MSC03,MSC04,0.51
motor,mixed,MSC03,MSC04,0.5399999999999999
motor,mem,MSC03,MSC04,0.53
mem,mixed,MSC03,MSC04,0.5187499999999999
mem,motor,MSC03,MSC04,0.56875
mixed,motor,MSC03,MSC05,0.8149999999999998
mixed,mem,MSC03,MSC05,0.775
motor,mixed,MSC03,MSC05,0.6950000000000001
motor,mem,MSC03,MSC05,0.86
mem,mixed,MSC03,MSC05,0.51875
mem,motor,MSC03,MSC05,0.6
mixed,motor,MSC03,MSC06,0.5055555555555555
mixed,mem,MSC03,MSC06,0.5
motor,mixed,MSC03,MSC06,0.5449999999999999
motor,mem,MSC03,MSC06,0.51
mem,mixed,MSC03,MSC06,0.5
mem,motor,MSC03,MSC06,0.5277777777777777
mixed,motor,MSC03,MSC07,0.5388888888888889
mixed,mem,MSC03,MSC07,0.5
motor,mixed,MSC03,MSC07,0.5
motor,mem,MSC03,MSC07,0.5
mem,mixed,MSC03,MSC07,0.5
mem,motor,MSC03,MSC07,0.5277777777777777
mixed,motor,MSC03,MSC10,0.565
mixed,mem,MSC03,MSC10,0.5
motor,mixed,MSC03,MSC10,0.5
motor,mem,MSC03,MSC10,0.62
mem,mixed,MSC03,MSC10,0.5
mem,motor,MSC03,MSC10,0.51875
mixed,motor,MSC04,MSC01,0.605
mixed,mem,MSC04,MSC01,0.6100000000000001
motor,mixed,MSC04,MSC01,0.74
motor,mem,MSC04,MSC01,0.67
mem,mixed,MSC04,MSC01,0.7
mem,motor,MSC04,MSC01,0.7550000000000001
mixed,motor,MSC04,MSC02,0.8149999999999998
mixed,mem,MSC04,MSC02,0.8850000000000001
motor,mixed,MSC04,MSC02,0.78
motor,mem,MSC04,MSC02,0.86
mem,mixed,MSC04,MSC02,0.72
mem,motor,MSC04,MSC02,0.795
mixed,motor,MSC04,MSC03,0.7150000000000001
mixed,mem,MSC04,MSC03,0.66875
motor,mixed,MSC04,MSC03,0.9100000000000001
motor,mem,MSC04,MSC03,0.8125
mem,mixed,MSC04,MSC03,0.595
mem,motor,MSC04,MSC03,0.64
mixed,motor,MSC04,MSC05,0.9200000000000002
mixed,mem,MSC04,MSC05,0.93
motor,mixed,MSC04,MSC05,0.8049999999999999
motor,mem,MSC04,MSC05,0.8799999999999999
mem,mixed,MSC04,MSC05,0.7999999999999999
mem,motor,MSC04,MSC05,0.8350000000000002
mixed,motor,MSC04,MSC06,0.7166666666666667
mixed,mem,MSC04,MSC06,0.795
motor,mixed,MSC04,MSC06,0.65
motor,mem,MSC04,MSC06,0.665
mem,mixed,MSC04,MSC06,0.9349999999999999
mem,motor,MSC04,MSC06,0.8444444444444444
mixed,motor,MSC04,MSC07,0.6055555555555555
mixed,mem,MSC04,MSC07,0.615
motor,mixed,MSC04,MSC07,0.745
motor,mem,MSC04,MSC07,0.725
mem,mixed,MSC04,MSC07,0.6500000000000001
mem,motor,MSC04,MSC07,0.6944444444444444
mixed,motor,MSC04,MSC10,0.6900000000000001
mixed,mem,MSC04,MSC10,0.6900000000000001
motor,mixed,MSC04,MSC10,0.78
motor,mem,MSC04,MSC10,0.93
mem,mixed,MSC04,MSC10,0.8149999999999998
mem,motor,MSC04,MSC10,0.8600000000000001
mixed,motor,MSC05,MSC01,0.8099999999999999
mixed,mem,MSC05,MSC01,0.8
motor,mixed,MSC05,MSC01,0.5549999999999999
motor,mem,MSC05,MSC01,0.5799999999999998
mem,mixed,MSC05,MSC01,0.85
mem,motor,MSC05,MSC01,0.915
mixed,motor,MSC05,MSC02,0.6650000000000001
mixed,mem,MSC05,MSC02,0.75
motor,mixed,MSC05,MSC02,0.5
motor,mem,MSC05,MSC02,0.5
mem,mixed,MSC05,MSC02,0.8
mem,motor,MSC05,MSC02,0.725
mixed,motor,MSC05,MSC03,0.835
mixed,mem,MSC05,MSC03,0.84375
motor,mixed,MSC05,MSC03,0.625
motor,mem,MSC05,MSC03,0.59375
mem,mixed,MSC05,MSC03,0.9550000000000001
mem,motor,MSC05,MSC03,0.9800000000000001
mixed,motor,MSC05,MSC04,0.845
mixed,mem,MSC05,MSC04,0.6399999999999999
motor,mixed,MSC05,MSC04,0.5399999999999999
motor,mem,MSC05,MSC04,0.5
mem,mixed,MSC05,MSC04,0.575
mem,motor,MSC05,MSC04,0.5999999999999999
mixed,motor,MSC05,MSC06,0.8388888888888889
mixed,mem,MSC05,MSC06,0.8550000000000001
motor,mixed,MSC05,MSC06,0.5549999999999999
motor,mem,MSC05,MSC06,0.515
mem,mixed,MSC05,MSC06,0.78
mem,motor,MSC05,MSC06,0.7777777777777778
mixed,motor,MSC05,MSC07,0.8555555555555557
mixed,mem,MSC05,MSC07,0.7499999999999999
motor,mixed,MSC05,MSC07,0.5
motor,mem,MSC05,MSC07,0.505
mem,mixed,MSC05,MSC07,0.7949999999999999
mem,motor,MSC05,MSC07,0.7833333333333333
mixed,motor,MSC05,MSC10,0.9099999999999999
mixed,mem,MSC05,MSC10,0.86
motor,mixed,MSC05,MSC10,0.5
motor,mem,MSC05,MSC10,0.505
mem,mixed,MSC05,MSC10,0.6850000000000002
mem,motor,MSC05,MSC10,0.7300000000000001
mixed,motor,MSC06,MSC01,0.7700000000000001
mixed,mem,MSC06,MSC01,0.7249999999999999
motor,mixed,MSC06,MSC01,0.5111111111111111
motor,mem,MSC06,MSC01,0.5222222222222223
mem,mixed,MSC06,MSC01,0.8999999999999998
mem,motor,MSC06,MSC01,0.8999999999999998
mixed,motor,MSC06,MSC02,0.5599999999999999
mixed,mem,MSC06,MSC02,0.7699999999999998
motor,mixed,MSC06,MSC02,0.5
motor,mem,MSC06,MSC02,0.5
mem,mixed,MSC06,MSC02,0.5900000000000001
mem,motor,MSC06,MSC02,0.565
mixed,motor,MSC06,MSC03,0.615
mixed,mem,MSC06,MSC03,0.8375
motor,mixed,MSC06,MSC03,0.5444444444444445
motor,mem,MSC06,MSC03,0.5347222222222222
mem,mixed,MSC06,MSC03,0.62
mem,motor,MSC06,MSC03,0.7849999999999999
mixed,motor,MSC06,MSC04,0.8149999999999998
mixed,mem,MSC06,MSC04,0.77
motor,mixed,MSC06,MSC04,0.5111111111111111
motor,mem,MSC06,MSC04,0.5166666666666666
mem,mixed,MSC06,MSC04,0.7849999999999999
mem,motor,MSC06,MSC04,0.835
mixed,motor,MSC06,MSC05,0.6900000000000001
mixed,mem,MSC06,MSC05,0.985
motor,mixed,MSC06,MSC05,0.5333333333333334
motor,mem,MSC06,MSC05,0.5388888888888889
mem,mixed,MSC06,MSC05,0.6549999999999999
mem,motor,MSC06,MSC05,0.7499999999999999
mixed,motor,MSC06,MSC07,0.7722222222222221
mixed,mem,MSC06,MSC07,0.86
motor,mixed,MSC06,MSC07,0.5611111111111112
motor,mem,MSC06,MSC07,0.5833333333333334
mem,mixed,MSC06,MSC07,0.8550000000000001
mem,motor,MSC06,MSC07,0.8333333333333334
mixed,motor,MSC06,MSC10,0.8300000000000001
mixed,mem,MSC06,MSC10,0.8600000000000001
motor,mixed,MSC06,MSC10,0.5
motor,mem,MSC06,MSC10,0.6055555555555556
mem,mixed,MSC06,MSC10,0.775
mem,motor,MSC06,MSC10,0.8450000000000001
mixed,motor,MSC07,MSC01,0.9200000000000002
mixed,mem,MSC07,MSC01,0.7250000000000001
motor,mixed,MSC07,MSC01,0.6166666666666667
motor,mem,MSC07,MSC01,0.6000000000000001
mem,mixed,MSC07,MSC01,0.585
mem,motor,MSC07,MSC01,0.585
mixed,motor,MSC07,MSC02,0.5349999999999999
mixed,mem,MSC07,MSC02,0.615
motor,mixed,MSC07,MSC02,0.5222222222222221
motor,mem,MSC07,MSC02,0.5611111111111112
mem,mixed,MSC07,MSC02,0.73
mem,motor,MSC07,MSC02,0.67
mixed,motor,MSC07,MSC03,0.615
mixed,mem,MSC07,MSC03,0.78125
motor,mixed,MSC07,MSC03,0.6166666666666667
motor,mem,MSC07,MSC03,0.7013888888888888
mem,mixed,MSC07,MSC03,0.66
mem,motor,MSC07,MSC03,0.6500000000000001
mixed,motor,MSC07,MSC04,0.685
mixed,mem,MSC07,MSC04,0.675
motor,mixed,MSC07,MSC04,0.5555555555555557
motor,mem,MSC07,MSC04,0.6277777777777778
mem,mixed,MSC07,MSC04,0.7700000000000001
mem,motor,MSC07,MSC04,0.805
mixed,motor,MSC07,MSC05,0.5
mixed,mem,MSC07,MSC05,0.595
motor,mixed,MSC07,MSC05,0.8666666666666667
motor,mem,MSC07,MSC05,0.8888888888888888
mem,mixed,MSC07,MSC05,0.77
mem,motor,MSC07,MSC05,0.7050000000000001
mixed,motor,MSC07,MSC06,0.5277777777777777
mixed,mem,MSC07,MSC06,0.5149999999999999
motor,mixed,MSC07,MSC06,0.5222222222222223
motor,mem,MSC07,MSC06,0.5166666666666666
mem,mixed,MSC07,MSC06,0.8400000000000001
mem,motor,MSC07,MSC06,0.9388888888888889
mixed,motor,MSC07,MSC10,0.5449999999999999
mixed,mem,MSC07,MSC10,0.51
motor,mixed,MSC07,MSC10,0.6333333333333333
motor,mem,MSC07,MSC10,0.6555555555555556
mem,mixed,MSC07,MSC10,0.7649999999999999
mem,motor,MSC07,MSC10,0.665
mixed,motor,MSC10,MSC01,0.43000000000000005
mixed,mem,MSC10,MSC01,0.51
motor,mixed,MSC10,MSC01,0.615
motor,mem,MSC10,MSC01,0.7150000000000001
mem,mixed,MSC10,MSC01,0.5
mem,motor,MSC10,MSC01,0.5799999999999998
mixed,motor,MSC10,MSC02,0.5549999999999999
mixed,mem,MSC10,MSC02,0.835
motor,mixed,MSC10,MSC02,0.495
motor,mem,MSC10,MSC02,0.6649999999999999
mem,mixed,MSC10,MSC02,0.41000000000000003
mem,motor,MSC10,MSC02,0.635
mixed,motor,MSC10,MSC03,0.6050000000000001
mixed,mem,MSC10,MSC03,0.6625
motor,mixed,MSC10,MSC03,0.89
motor,mem,MSC10,MSC03,0.88125
mem,mixed,MSC10,MSC03,0.5750000000000001
mem,motor,MSC10,MSC03,0.7050000000000001
mixed,motor,MSC10,MSC04,0.6799999999999999
mixed,mem,MSC10,MSC04,0.8800000000000001
motor,mixed,MSC10,MSC04,0.69
motor,mem,MSC10,MSC04,0.7500000000000001
mem,mixed,MSC10,MSC04,0.7849999999999999
mem,motor,MSC10,MSC04,0.795
mixed,motor,MSC10,MSC05,0.5999999999999999
mixed,mem,MSC10,MSC05,0.9399999999999998
motor,mixed,MSC10,MSC05,0.8000000000000002
motor,mem,MSC10,MSC05,0.865
mem,mixed,MSC10,MSC05,0.85
mem,motor,MSC10,MSC05,0.8150000000000001
mixed,motor,MSC10,MSC06,0.5833333333333334
mixed,mem,MSC10,MSC06,0.8150000000000001
motor,mixed,MSC10,MSC06,0.5549999999999999
motor,mem,MSC10,MSC06,0.53
mem,mixed,MSC10,MSC06,0.8049999999999999
mem,motor,MSC10,MSC06,0.7166666666666667
mixed,motor,MSC10,MSC07,0.6277777777777777
mixed,mem,MSC10,MSC07,0.485
motor,mixed,MSC10,MSC07,0.5149999999999999
motor,mem,MSC10,MSC07,0.5
mem,mixed,MSC10,MSC07,0.505
mem,motor,MSC10,MSC07,0.7166666666666668
