train_task,test_task,train_sub,test_sub,acc
mixed,motor,MSC01,MSC02,0.5349999999999999
mixed,mem,MSC01,MSC02,0.49000000000000005
motor,mixed,MSC01,MSC02,0.505
motor,mem,MSC01,MSC02,0.5
mem,mixed,MSC01,MSC02,0.5599999999999999
mem,motor,MSC01,MSC02,0.565
mixed,motor,MSC01,MSC03,0.6349999999999999
mixed,mem,MSC01,MSC03,0.325
motor,mixed,MSC01,MSC03,0.49000000000000005
motor,mem,MSC01,MSC03,0.49375
mem,mixed,MSC01,MSC03,0.495
mem,motor,MSC01,MSC03,0.58
mixed,motor,MSC01,MSC04,0.77
mixed,mem,MSC01,MSC04,0.7150000000000001
motor,mixed,MSC01,MSC04,0.66
motor,mem,MSC01,MSC04,0.5349999999999999
mem,mixed,MSC01,MSC04,0.66
mem,motor,MSC01,MSC04,0.7250000000000001
mixed,motor,MSC01,MSC05,0.86
mixed,mem,MSC01,MSC05,0.7849999999999999
motor,mixed,MSC01,MSC05,0.575
motor,mem,MSC01,MSC05,0.7200000000000001
mem,mixed,MSC01,MSC05,0.61
mem,motor,MSC01,MSC05,0.5999999999999999
mixed,motor,MSC01,MSC06,0.7111111111111111
mixed,mem,MSC01,MSC06,0.7050000000000001
motor,mixed,MSC01,MSC06,0.55
motor,mem,MSC01,MSC06,0.5449999999999999
mem,mixed,MSC01,MSC06,0.76
mem,motor,MSC01,MSC06,0.7888888888888888
mixed,motor,MSC01,MSC07,0.6611111111111112
mixed,mem,MSC01,MSC07,0.6049999999999999
motor,mixed,MSC01,MSC07,0.6100000000000001
motor,mem,MSC01,MSC07,0.495
mem,mixed,MSC01,MSC07,0.58
mem,motor,MSC01,MSC07,0.5444444444444445
mixed,motor,MSC01,MSC10,0.765
mixed,mem,MSC01,MSC10,0.76
motor,mixed,MSC01,MSC10,0.6799999999999999
motor,mem,MSC01,MSC10,0.675
mem,mixed,MSC01,MSC10,0.52
mem,motor,MSC01,MSC10,0.5700000000000001
mixed,motor,MSC02,MSC01,0.52
mixed,mem,MSC02,MSC01,0.5549999999999999
motor,mixed,MSC02,MSC01,0.5
motor,mem,MSC02,MSC01,0.51
