,test_task,train_task,Mean,Std
0,mem,mixed,0.7621875,0.051710690729425426
1,mem,motor,0.7372395833333333,0.12730979773063145
2,mixed,mem,0.6856249999999999,0.07701750728614516
3,mixed,motor,0.7695833333333334,0.11665145403463717
4,motor,mem,0.7059895833333334,0.1033636624904262
5,motor,mixed,0.7976388888888888,0.1276002044250407
