,acc,train,test,train_task,test_task
0,0.9,MSC07,MSC06,mem,motor
1,0.85,MSC07,MSC06,mem,motor
2,0.65,MSC07,MSC06,mem,motor
3,0.95,MSC07,MSC06,mem,motor
4,0.95,MSC07,MSC06,mem,motor
5,1.0,MSC07,MSC06,mem,motor
6,0.7,MSC07,MSC06,mem,motor
7,1.0,MSC07,MSC06,mem,motor
8,0.95,MSC07,MSC06,mem,motor
9,0.8,MSC07,MSC06,mem,motor
