,motor,train,test
0,0.9,MSC10,MSC07
1,0.85,MSC10,MSC07
2,0.85,MSC10,MSC07
3,0.85,MSC10,MSC07
4,0.8,MSC10,MSC07
5,0.9,MSC10,MSC07
6,0.85,MSC10,MSC07
7,0.85,MSC10,MSC07
8,0.85,MSC10,MSC07
9,0.9,MSC10,MSC07
