,motor,train,test
0,0.7,MSC07,MSC05
1,0.7,MSC07,MSC05
2,0.6,MSC07,MSC05
3,0.7,MSC07,MSC05
4,0.7,MSC07,MSC05
5,0.75,MSC07,MSC05
6,0.6,MSC07,MSC05
7,0.8,MSC07,MSC05
8,0.75,MSC07,MSC05
9,0.65,MSC07,MSC05
