,mixed,train,test
0,0.7,MSC01,MSC03
1,0.75,MSC01,MSC03
2,0.75,MSC01,MSC03
3,0.7,MSC01,MSC03
4,0.7,MSC01,MSC03
5,0.65,MSC01,MSC03
6,0.65,MSC01,MSC03
7,0.7,MSC01,MSC03
8,0.7,MSC01,MSC03
9,0.75,MSC01,MSC03
