,mem,train,test
0,0.55,MSC01,MSC02
1,0.75,MSC01,MSC02
2,0.75,MSC01,MSC02
3,0.75,MSC01,MSC02
4,0.75,MSC01,MSC02
5,0.75,MSC01,MSC02
6,0.75,MSC01,MSC02
7,0.75,MSC01,MSC02
8,0.75,MSC01,MSC02
9,0.75,MSC01,MSC02
