,mem,train,test
0,0.5,MSC03,MSC04
1,0.5,MSC03,MSC04
2,0.5,MSC03,MSC04
3,0.5,MSC03,MSC04
4,0.5,MSC03,MSC04
5,0.55,MSC03,MSC04
6,0.55,MSC03,MSC04
7,0.5,MSC03,MSC04
8,0.5,MSC03,MSC04
9,0.5,MSC03,MSC04
