,acc,train,test,train_task,test_task
0,0.5,MSC06,MSC01,mixed,motor
1,0.65,MSC06,MSC01,mixed,motor
2,0.55,MSC06,MSC01,mixed,motor
3,0.5,MSC06,MSC01,mixed,motor
4,0.5,MSC06,MSC01,mixed,motor
5,0.6,MSC06,MSC01,mixed,motor
6,0.8,MSC06,MSC01,mixed,motor
7,0.95,MSC06,MSC01,mixed,motor
8,0.7,MSC06,MSC01,mixed,motor
9,0.65,MSC06,MSC01,mixed,motor
