,mem,train,test
0,0.5,MSC05,MSC03
1,0.5,MSC05,MSC03
2,0.5,MSC05,MSC03
3,0.5,MSC05,MSC03
4,0.5,MSC05,MSC03
5,0.5,MSC05,MSC03
6,0.5,MSC05,MSC03
7,0.5,MSC05,MSC03
8,0.5,MSC05,MSC03
9,0.5,MSC05,MSC03
