,mem,train,test
0,0.55,MSC01,MSC04
1,0.7,MSC01,MSC04
2,0.65,MSC01,MSC04
3,0.65,MSC01,MSC04
4,0.65,MSC01,MSC04
5,0.7,MSC01,MSC04
6,0.7,MSC01,MSC04
7,0.7,MSC01,MSC04
8,0.75,MSC01,MSC04
9,0.65,MSC01,MSC04
