,mixed,train,test
0,0.9,MSC04,MSC06
1,0.85,MSC04,MSC06
2,0.8,MSC04,MSC06
3,0.9,MSC04,MSC06
4,0.95,MSC04,MSC06
5,0.9,MSC04,MSC06
6,0.85,MSC04,MSC06
7,0.9,MSC04,MSC06
8,0.8,MSC04,MSC06
9,1.0,MSC04,MSC06
