,mixed,train,test
0,0.8,MSC05,MSC01
1,0.65,MSC05,MSC01
2,0.8,MSC05,MSC01
3,0.8,MSC05,MSC01
4,0.8,MSC05,MSC01
5,0.9,MSC05,MSC01
6,0.8,MSC05,MSC01
7,0.8,MSC05,MSC01
8,0.8,MSC05,MSC01
9,0.8,MSC05,MSC01
