,mem,train,test
0,0.7,MSC10,MSC01
1,0.7,MSC10,MSC01
2,0.75,MSC10,MSC01
3,0.55,MSC10,MSC01
4,0.7,MSC10,MSC01
5,0.75,MSC10,MSC01
6,0.6,MSC10,MSC01
7,0.75,MSC10,MSC01
8,0.55,MSC10,MSC01
9,0.6,MSC10,MSC01
