,motor,train,test
0,0.45,MSC03,MSC02
1,0.4,MSC03,MSC02
2,0.45,MSC03,MSC02
3,0.4,MSC03,MSC02
4,0.45,MSC03,MSC02
5,0.55,MSC03,MSC02
6,0.5,MSC03,MSC02
7,0.45,MSC03,MSC02
8,0.45,MSC03,MSC02
9,0.45,MSC03,MSC02
