,mem,train,test
0,0.6,MSC10,MSC04
1,0.55,MSC10,MSC04
2,0.55,MSC10,MSC04
3,0.55,MSC10,MSC04
4,0.55,MSC10,MSC04
5,0.6,MSC10,MSC04
6,0.55,MSC10,MSC04
7,0.6,MSC10,MSC04
8,0.55,MSC10,MSC04
9,0.55,MSC10,MSC04
