,motor,train,test
0,0.75,MSC06,MSC07
1,0.95,MSC06,MSC07
2,0.95,MSC06,MSC07
3,0.95,MSC06,MSC07
4,0.85,MSC06,MSC07
5,0.9,MSC06,MSC07
6,0.85,MSC06,MSC07
7,0.5,MSC06,MSC07
8,0.95,MSC06,MSC07
9,0.9,MSC06,MSC07
