,mem,train,test
0,0.95,MSC04,MSC02
1,0.7,MSC04,MSC02
2,0.85,MSC04,MSC02
3,0.7,MSC04,MSC02
4,0.75,MSC04,MSC02
5,0.8,MSC04,MSC02
6,0.7,MSC04,MSC02
7,0.75,MSC04,MSC02
8,0.8,MSC04,MSC02
9,0.8,MSC04,MSC02
