,motor,train,test
0,0.95,MSC05,MSC03
1,0.95,MSC05,MSC03
2,1.0,MSC05,MSC03
3,1.0,MSC05,MSC03
4,1.0,MSC05,MSC03
5,0.95,MSC05,MSC03
6,0.95,MSC05,MSC03
7,1.0,MSC05,MSC03
8,1.0,MSC05,MSC03
9,1.0,MSC05,MSC03
