,motor,train,test
0,0.85,MSC05,MSC07
1,0.7,MSC05,MSC07
2,0.95,MSC05,MSC07
3,0.95,MSC05,MSC07
4,0.95,MSC05,MSC07
5,0.95,MSC05,MSC07
6,0.95,MSC05,MSC07
7,0.95,MSC05,MSC07
8,0.95,MSC05,MSC07
9,0.95,MSC05,MSC07
