,mixed,train,test
0,0.7,MSC04,MSC07
1,0.65,MSC04,MSC07
2,0.75,MSC04,MSC07
3,0.75,MSC04,MSC07
4,0.8,MSC04,MSC07
5,0.75,MSC04,MSC07
6,0.7,MSC04,MSC07
7,0.75,MSC04,MSC07
8,0.7,MSC04,MSC07
9,0.85,MSC04,MSC07
