,mixed,train,test
0,0.7,MSC07,MSC02
1,0.7,MSC07,MSC02
2,0.85,MSC07,MSC02
3,0.65,MSC07,MSC02
4,0.5,MSC07,MSC02
5,0.55,MSC07,MSC02
6,0.85,MSC07,MSC02
7,0.5,MSC07,MSC02
8,0.55,MSC07,MSC02
9,0.75,MSC07,MSC02
