,acc,train,test,train_task,test_task
0,0.8,MSC01,MSC10,mem,mixed
1,0.85,MSC01,MSC10,mem,mixed
2,0.85,MSC01,MSC10,mem,mixed
3,0.85,MSC01,MSC10,mem,mixed
4,0.85,MSC01,MSC10,mem,mixed
5,0.8,MSC01,MSC10,mem,mixed
6,0.85,MSC01,MSC10,mem,mixed
7,0.85,MSC01,MSC10,mem,mixed
8,0.85,MSC01,MSC10,mem,mixed
9,0.85,MSC01,MSC10,mem,mixed
