,mixed,train,test
0,0.65,MSC06,MSC04
1,0.9,MSC06,MSC04
2,0.95,MSC06,MSC04
3,0.85,MSC06,MSC04
4,0.95,MSC06,MSC04
5,0.95,MSC06,MSC04
6,0.95,MSC06,MSC04
7,0.9,MSC06,MSC04
8,0.95,MSC06,MSC04
9,0.95,MSC06,MSC04
