,acc,train,test,train_task,test_task
0,0.85,MSC04,MSC10,motor,mem
1,0.65,MSC04,MSC10,motor,mem
2,0.75,MSC04,MSC10,motor,mem
3,0.7,MSC04,MSC10,motor,mem
4,0.75,MSC04,MSC10,motor,mem
5,0.75,MSC04,MSC10,motor,mem
6,0.75,MSC04,MSC10,motor,mem
7,0.75,MSC04,MSC10,motor,mem
8,0.8,MSC04,MSC10,motor,mem
9,0.85,MSC04,MSC10,motor,mem
