,mem,train,test
0,0.5,MSC03,MSC07
1,0.55,MSC03,MSC07
2,0.55,MSC03,MSC07
3,0.55,MSC03,MSC07
4,0.55,MSC03,MSC07
5,0.55,MSC03,MSC07
6,0.55,MSC03,MSC07
7,0.55,MSC03,MSC07
8,0.55,MSC03,MSC07
9,0.55,MSC03,MSC07
