,motor,train,test
0,0.7,MSC02,MSC03
1,0.7,MSC02,MSC03
2,0.7,MSC02,MSC03
3,0.85,MSC02,MSC03
4,0.9,MSC02,MSC03
5,0.7,MSC02,MSC03
6,0.8,MSC02,MSC03
7,0.85,MSC02,MSC03
8,0.75,MSC02,MSC03
9,0.85,MSC02,MSC03
