,motor,train,test
0,0.8,MSC10,MSC03
1,0.9,MSC10,MSC03
2,0.75,MSC10,MSC03
3,0.8,MSC10,MSC03
4,0.9,MSC10,MSC03
5,0.8,MSC10,MSC03
6,0.9,MSC10,MSC03
7,0.8,MSC10,MSC03
8,0.85,MSC10,MSC03
9,0.9,MSC10,MSC03
