,mem,train,test
0,0.6,MSC10,MSC02
1,0.6,MSC10,MSC02
2,0.55,MSC10,MSC02
3,0.5,MSC10,MSC02
4,0.5,MSC10,MSC02
5,0.6,MSC10,MSC02
6,0.55,MSC10,MSC02
7,0.6,MSC10,MSC02
8,0.5,MSC10,MSC02
9,0.6,MSC10,MSC02
