,mixed,train,test
0,0.8,MSC03,MSC04
1,0.8,MSC03,MSC04
2,0.8,MSC03,MSC04
3,0.75,MSC03,MSC04
4,0.8,MSC03,MSC04
5,0.8,MSC03,MSC04
6,0.8,MSC03,MSC04
7,0.8,MSC03,MSC04
8,0.8,MSC03,MSC04
9,0.8,MSC03,MSC04
