,motor,train,test
0,0.95,MSC02,MSC04
1,0.95,MSC02,MSC04
2,1.0,MSC02,MSC04
3,1.0,MSC02,MSC04
4,1.0,MSC02,MSC04
5,1.0,MSC02,MSC04
6,1.0,MSC02,MSC04
7,0.95,MSC02,MSC04
8,1.0,MSC02,MSC04
9,1.0,MSC02,MSC04
