,mem,train,test
0,0.55,MSC06,MSC10
1,0.6,MSC06,MSC10
2,0.55,MSC06,MSC10
3,0.55,MSC06,MSC10
4,0.6,MSC06,MSC10
5,0.55,MSC06,MSC10
6,0.5,MSC06,MSC10
7,0.85,MSC06,MSC10
8,0.55,MSC06,MSC10
9,0.7,MSC06,MSC10
