,motor,train,test
0,0.7,MSC10,MSC02
1,0.7,MSC10,MSC02
2,0.7,MSC10,MSC02
3,0.6,MSC10,MSC02
4,0.65,MSC10,MSC02
5,0.65,MSC10,MSC02
6,0.8,MSC10,MSC02
7,0.7,MSC10,MSC02
8,0.65,MSC10,MSC02
9,0.75,MSC10,MSC02
