,mem,train,test
0,0.75,MSC06,MSC04
1,0.75,MSC06,MSC04
2,0.75,MSC06,MSC04
3,0.75,MSC06,MSC04
4,0.75,MSC06,MSC04
5,0.75,MSC06,MSC04
6,0.6,MSC06,MSC04
7,0.8,MSC06,MSC04
8,0.7,MSC06,MSC04
9,0.75,MSC06,MSC04
