,motor,train,test
0,0.9,MSC07,MSC06
1,0.85,MSC07,MSC06
2,0.65,MSC07,MSC06
3,0.95,MSC07,MSC06
4,0.95,MSC07,MSC06
5,1.0,MSC07,MSC06
6,0.7,MSC07,MSC06
7,1.0,MSC07,MSC06
8,0.95,MSC07,MSC06
9,0.8,MSC07,MSC06
