,motor,train,test
0,0.55,MSC06,MSC02
1,0.55,MSC06,MSC02
2,0.6,MSC06,MSC02
3,0.55,MSC06,MSC02
4,0.65,MSC06,MSC02
5,0.55,MSC06,MSC02
6,0.65,MSC06,MSC02
7,0.55,MSC06,MSC02
8,0.55,MSC06,MSC02
9,0.55,MSC06,MSC02
