,mixed,train,test
0,0.9,MSC02,MSC05
1,0.95,MSC02,MSC05
2,0.95,MSC02,MSC05
3,0.95,MSC02,MSC05
4,1.0,MSC02,MSC05
5,0.9,MSC02,MSC05
6,1.0,MSC02,MSC05
7,1.0,MSC02,MSC05
8,0.95,MSC02,MSC05
9,0.95,MSC02,MSC05
