,motor,train,test
0,0.9,MSC02,MSC05
1,0.9,MSC02,MSC05
2,0.85,MSC02,MSC05
3,0.9,MSC02,MSC05
4,0.9,MSC02,MSC05
5,0.85,MSC02,MSC05
6,0.95,MSC02,MSC05
7,0.95,MSC02,MSC05
8,0.9,MSC02,MSC05
9,0.85,MSC02,MSC05
