,mem,train,test
0,0.95,MSC06,MSC05
1,0.95,MSC06,MSC05
2,0.95,MSC06,MSC05
3,0.95,MSC06,MSC05
4,0.95,MSC06,MSC05
5,0.95,MSC06,MSC05
6,0.95,MSC06,MSC05
7,0.55,MSC06,MSC05
8,0.95,MSC06,MSC05
9,0.95,MSC06,MSC05
