,mixed,train,test
0,0.7,MSC06,MSC01
1,1.0,MSC06,MSC01
2,1.0,MSC06,MSC01
3,1.0,MSC06,MSC01
4,0.95,MSC06,MSC01
5,1.0,MSC06,MSC01
6,0.95,MSC06,MSC01
7,0.7,MSC06,MSC01
8,1.0,MSC06,MSC01
9,1.0,MSC06,MSC01
