,motor,train,test
0,0.85,MSC04,MSC01
1,1.0,MSC04,MSC01
2,1.0,MSC04,MSC01
3,1.0,MSC04,MSC01
4,0.95,MSC04,MSC01
5,0.95,MSC04,MSC01
6,1.0,MSC04,MSC01
7,0.95,MSC04,MSC01
8,0.95,MSC04,MSC01
9,0.95,MSC04,MSC01
