,mem,train,test
0,0.65,MSC07,MSC04
1,0.75,MSC07,MSC04
2,0.7,MSC07,MSC04
3,0.65,MSC07,MSC04
4,0.7,MSC07,MSC04
5,0.5,MSC07,MSC04
6,0.7,MSC07,MSC04
7,0.7,MSC07,MSC04
8,0.75,MSC07,MSC04
9,0.65,MSC07,MSC04
