,motor,train,test
0,0.7,MSC07,MSC10
1,0.65,MSC07,MSC10
2,0.6,MSC07,MSC10
3,0.65,MSC07,MSC10
4,0.7,MSC07,MSC10
5,0.8,MSC07,MSC10
6,0.65,MSC07,MSC10
7,0.75,MSC07,MSC10
8,0.75,MSC07,MSC10
9,0.65,MSC07,MSC10
