,train_task,test_task,sub,acc
0,mixed,motor,MSC01,0.99
1,mixed,mem,MSC01,0.985
2,motor,mixed,MSC01,0.7999999999999999
3,motor,mem,MSC01,0.8099999999999999
4,mem,mixed,MSC01,0.985
5,mem,motor,MSC01,1.0
6,mixed,motor,MSC02,0.8150000000000001
7,mixed,mem,MSC02,0.8700000000000001
8,motor,mixed,MSC02,0.5449999999999999
9,motor,mem,MSC02,0.5399999999999999
10,mem,mixed,MSC02,0.7749999999999999
11,mem,motor,MSC02,0.7449999999999999
12,mixed,motor,MSC03,0.9549999999999998
13,mixed,mem,MSC03,0.8950000000000001
14,motor,mixed,MSC03,0.655
15,motor,mem,MSC03,0.61
16,mem,mixed,MSC03,0.7399999999999999
17,mem,motor,MSC03,0.8099999999999999
18,mixed,motor,MSC04,0.9
19,mixed,mem,MSC04,0.96
20,motor,mixed,MSC04,0.68
21,motor,mem,MSC04,0.76
22,mem,mixed,MSC04,0.865
23,mem,motor,MSC04,0.7549999999999999
24,mixed,motor,MSC05,0.945
25,mixed,mem,MSC05,0.95
26,motor,mixed,MSC05,0.615
27,motor,mem,MSC05,0.755
28,mem,mixed,MSC05,0.9000000000000001
29,mem,motor,MSC05,0.9700000000000001
30,mixed,motor,MSC06,0.8300000000000001
31,mixed,mem,MSC06,0.95
32,motor,mixed,MSC06,0.5499999999999999
33,motor,mem,MSC06,0.575
34,mem,mixed,MSC06,0.705
35,mem,motor,MSC06,0.5700000000000001
36,mixed,motor,MSC07,0.735
37,mixed,mem,MSC07,0.8099999999999999
38,motor,mixed,MSC07,0.5499999999999999
39,motor,mem,MSC07,0.51
40,mem,mixed,MSC07,0.9649999999999999
41,mem,motor,MSC07,0.925
42,mixed,motor,MSC10,0.825
43,mixed,mem,MSC10,0.7949999999999999
44,motor,mixed,MSC10,0.6500000000000001
45,motor,mem,MSC10,0.66
46,mem,mixed,MSC10,0.9450000000000001
47,mem,motor,MSC10,0.8099999999999999
