train_task,test_task,diff
mem,motor,-0.01642857142857144
mem,semantic,-0.06053571428571424
motor,glass,0.027519841269841243
motor,mem,0.005089285714285736
motor,semantic,-0.05892857142857144
semantic,glass,-0.07870039682539683
semantic,mem,0.010089285714285677
semantic,motor,0.004910714285714268
glass,mem,-0.046398809523809544
glass,motor,0.06100198412698416
glass,semantic,-0.019097222222222186
mem,glass,-0.11429563492063492
mem,motor,0.0825
mem,semantic,0.05633928571428572
motor,glass,0.042123015873015875
motor,mem,0.04125000000000001
motor,semantic,0.08053571428571428
semantic,glass,0.07476190476190477
semantic,mem,0.06258928571428574
semantic,motor,-0.008928571428571447
glass,mem,-0.037311507936507914
glass,motor,0.007867063492063519
glass,semantic,0.02947420634920635
mem,glass,-0.04441468253968255
mem,motor,-0.03428571428571429
mem,semantic,0.052500000000000005
motor,glass,0.03402777777777784
motor,mem,-0.03517857142857141
motor,semantic,0.023125000000000045
semantic,glass,0.05049603174603169
semantic,mem,-0.09294642857142854
semantic,motor,0.028928571428571474
glass,mem,0.02183531746031744
glass,motor,0.035416666666666666
glass,semantic,0.02472222222222221
mem,glass,-0.05254960317460318
mem,motor,0.036339285714285706
mem,semantic,0.06776785714285713
motor,glass,0.04696428571428566
motor,mem,0.07491071428571427
motor,semantic,0.06723214285714285
semantic,glass,0.07321428571428569
semantic,mem,-0.019285714285714302
semantic,motor,0.08571428571428573
glass,mem,-0.012311507936507942
glass,motor,-0.0315575396825397
glass,semantic,0.042519841269841256
mem,glass,0.006557539682539653
mem,motor,-0.07857142857142853
mem,semantic,0.1253571428571428
motor,glass,-0.01371031746031747
motor,mem,-0.018482142857142874
motor,semantic,-0.11571428571428574
semantic,glass,0.03241071428571429
semantic,mem,-0.004821428571428576
semantic,motor,0.014642857142857093
glass,mem,0.03176587301587299
glass,motor,-0.030744047619047612
glass,semantic,0.020833333333333346
mem,glass,-0.094484126984127
mem,motor,0.04580357142857141
mem,semantic,-0.08928571428571426
motor,glass,0.06581349206349205
motor,mem,-0.09410714285714286
motor,semantic,0.0285714285714286
semantic,glass,-0.005277777777777768
semantic,mem,0.008482142857142869
semantic,motor,-0.015267857142857166
glass,mem,-0.052500000000000005
glass,motor,-0.08184523809523811
glass,semantic,-0.0581746031746032
mem,glass,0.02119047619047622
mem,motor,0.08250000000000006
mem,semantic,-0.15562499999999996
motor,glass,0.13035714285714284
motor,mem,0.09705357142857148
motor,semantic,0.010982142857142854
semantic,glass,-0.019553571428571424
semantic,mem,0.006964285714285737
semantic,motor,0.033303571428571495
glass,mem,-0.015277777777777753
glass,motor,-0.028005952380952357
glass,semantic,-0.0753075396825397
mem,glass,0.02919642857142855
mem,motor,-0.026428571428571437
mem,semantic,-0.0585714285714286
motor,glass,0.07471230158730165
motor,mem,-0.013571428571428573
motor,semantic,-0.009910714285714299
semantic,glass,0.07502976190476189
semantic,mem,0.0365178571428572
semantic,motor,-0.011071428571428621
glass,mem,0.0030555555555555744
glass,motor,0.05332341269841267
glass,semantic,-0.004563492063492047
mem,glass,0.004980158730158695
mem,motor,-0.07964285714285717
mem,semantic,0.07383928571428575
motor,glass,0.047589285714285716
motor,mem,0.0263392857142857
motor,semantic,-0.07267857142857141
semantic,glass,-0.032251984126984115
semantic,mem,0.004285714285714286
semantic,motor,-0.139375
glass,mem,-0.08086309523809523
glass,motor,0.001984126984126985
glass,semantic,-0.05390873015873014
mem,glass,0.03468253968253968
mem,motor,-0.008482142857142865
mem,semantic,-0.023749999999999997
motor,glass,0.07365079365079368
motor,mem,-0.11008928571428578
motor,semantic,-0.032678571428571425
semantic,glass,9.920634920633498e-05
semantic,mem,0.06750000000000002
semantic,motor,0.013749999999999995
glass,mem,0.04734126984126986
glass,motor,-0.0523313492063492
glass,semantic,-0.01782738095238092
mem,glass,0.10831349206349208
mem,motor,0.00919642857142851
mem,semantic,-0.060535714285714255
motor,glass,-0.02261904761904765
motor,mem,-0.02857142857142855
motor,semantic,-0.1303571428571429
semantic,glass,0.08167658730158725
semantic,mem,-0.11714285714285715
semantic,motor,-0.06294642857142856
glass,mem,0.016845238095238108
glass,motor,0.07932539682539679
glass,semantic,0.038988095238095245
mem,glass,0.05705357142857138
mem,motor,0.04098214285714292
mem,semantic,-0.10339285714285715
motor,glass,-0.10370039682539682
motor,mem,-0.09687500000000002
motor,semantic,-0.04044642857142856
semantic,glass,-0.06255952380952379
semantic,mem,-0.027499999999999997
semantic,motor,0.05875000000000001
glass,mem,-0.033154761904761944
glass,motor,-0.038918650793650755
glass,semantic,-0.07250000000000001
mem,glass,0.02760912698412701
mem,motor,-0.04625
mem,semantic,0.01901785714285716
motor,glass,-0.03331349206349203
motor,mem,0.03562499999999997
motor,semantic,0.1139285714285714
semantic,glass,0.047827380952380934
semantic,mem,-0.028571428571428574
semantic,motor,-0.04723214285714284
glass,mem,0.03395833333333331
glass,motor,-0.000753968253968247
glass,semantic,0.019295634920634915
mem,glass,0.0011805555555555933
mem,motor,0.060803571428571415
mem,semantic,-0.06267857142857143
motor,glass,0.017559523809523806
motor,mem,-0.0010714285714285526
motor,semantic,0.05785714285714283
semantic,glass,-0.07656746031746038
semantic,mem,-0.042499999999999996
semantic,motor,0.0610714285714286
glass,mem,0.1336904761904762
glass,motor,-0.015248015873015861
glass,semantic,0.0014285714285713971
mem,glass,0.1437797619047619
mem,motor,-0.0007142857142857149
mem,semantic,-0.1625000000000001
motor,glass,-0.024662698412698397
motor,mem,-0.022142857142857165
motor,semantic,0.000892857142857106
semantic,glass,-0.06531746031746034
semantic,mem,0.012410714285714297
semantic,motor,0.0776785714285714
glass,mem,-0.087281746031746
glass,motor,0.07420634920634926
glass,semantic,0.021101190476190478
mem,glass,-0.06263888888888887
mem,motor,0.041607142857142856
mem,semantic,0.029732142857142835
motor,glass,-0.07453373015873019
motor,mem,-0.03794642857142857
motor,semantic,0.1048214285714286
semantic,glass,-0.13579365079365083
semantic,mem,-0.08330357142857141
semantic,motor,-0.04401785714285718
glass,mem,0.012083333333333317
glass,motor,-0.10636904761904763
glass,semantic,0.06205357142857138
mem,glass,0.03413690476190477
mem,motor,-0.043928571428571386
mem,semantic,-0.057589285714285746
motor,glass,0.09766865079365075
motor,mem,0.007232142857142848
motor,semantic,0.07723214285714287
semantic,glass,-0.034176587301587326
semantic,mem,0.03883928571428572
semantic,motor,0.07553571428571429
glass,mem,0.06368055555555556
glass,motor,-0.06810515873015872
glass,semantic,0.05003968253968251
mem,glass,0.04288690476190473
mem,motor,0.023392857142857163
mem,semantic,-0.05258928571428572
motor,glass,-0.06789682539682541
motor,mem,0.0460714285714285
motor,semantic,0.09098214285714282
semantic,glass,-0.07860119047619048
semantic,mem,0.02214285714285713
semantic,motor,-0.03866071428571431
glass,mem,-0.029672619047619062
glass,motor,0.06116071428571431
glass,semantic,-0.009642857142857158
mem,glass,0.010704365079365044
mem,motor,0.013749999999999998
mem,semantic,0.020089285714285678
motor,glass,0.0191269841269841
motor,mem,0.10008928571428578
motor,semantic,0.03553571428571438
semantic,glass,-0.0828968253968254
semantic,mem,-0.016696428571428563
semantic,motor,-0.045357142857142874
glass,mem,-0.025892857142857155
glass,motor,-0.12101190476190478
glass,semantic,0.005128968253968254
mem,glass,-0.047837301587301616
mem,motor,-0.005000000000000014
mem,semantic,0.04562500000000001
motor,glass,-0.03451388888888889
motor,mem,0.0328571428571429
motor,semantic,-0.08098214285714285
semantic,glass,0.032351190476190485
semantic,mem,-0.0034821428571428364
semantic,motor,-0.01357142857142858
glass,mem,-0.0030357142857142866
glass,motor,0.038571428571428576
glass,semantic,0.06656746031746032
mem,glass,-0.058611111111111155
mem,motor,0.061875
mem,semantic,-0.10214285714285719
motor,glass,0.016438492063492058
motor,mem,-0.017053571428571404
motor,semantic,-0.06026785714285719
semantic,glass,-0.030466269841269884
semantic,mem,0.016428571428571428
semantic,motor,-0.005535714285714269
glass,mem,-0.019841269841269805
glass,motor,-0.059712301587301585
glass,semantic,-0.030178571428571423
mem,glass,-0.060704365079365066
mem,motor,-0.06517857142857143
mem,semantic,0.0022321428571428414
motor,glass,-0.05582341269841274
motor,mem,0.06473214285714282
motor,semantic,0.07625
semantic,glass,-0.06581349206349207
semantic,mem,-0.0069642857142857475
semantic,motor,0.04303571428571435
glass,mem,0.05359126984126985
glass,motor,-0.055505952380952385
glass,semantic,-0.1386111111111111
mem,glass,0.07883928571428567
mem,motor,0.029464285714285714
mem,semantic,0.0188392857142857
motor,glass,0.07514880952380953
motor,mem,-0.06294642857142857
motor,semantic,-0.003214285714285716
semantic,glass,0.09913690476190473
semantic,mem,-0.03089285714285716
semantic,motor,-0.09937500000000006
glass,mem,0.04359126984126987
glass,motor,0.05819444444444444
glass,semantic,0.11285714285714286
mem,glass,0.04891865079365075
mem,motor,0.03678571428571426
mem,semantic,-0.07214285714285722
motor,glass,0.06347222222222225
motor,mem,0.02383928571428569
motor,semantic,-0.03651785714285709
semantic,glass,-0.037321428571428575
semantic,mem,-0.009642857142857144
semantic,motor,-0.008660714285714303
glass,mem,0.060843253968254005
glass,motor,-0.04110119047619048
glass,semantic,0.043630952380952374
mem,glass,0.021626984126984102
mem,motor,0.029732142857142874
mem,semantic,0.01705357142857144
motor,glass,0.0023015873015873175
motor,mem,-0.006785714285714299
motor,semantic,-0.04571428571428572
semantic,glass,0.05756944444444443
semantic,mem,0.1508035714285715
semantic,motor,0.04348214285714285
glass,mem,0.07126984126984127
glass,motor,-0.06695436507936507
glass,semantic,-0.10238095238095239
mem,glass,-0.10431547619047618
mem,motor,0.07133928571428573
mem,semantic,-0.09526785714285714
motor,glass,0.051468253968254
motor,mem,-0.023571428571428566
motor,semantic,0.03446428571428573
semantic,glass,-0.03968253968253969
semantic,mem,0.0692857142857143
semantic,motor,-0.08062500000000004
glass,mem,0.010496031746031757
glass,motor,0.03830357142857143
glass,semantic,-0.07861111111111115
mem,glass,0.009255952380952398
mem,motor,0.07687500000000001
mem,semantic,0.009732142857142828
motor,glass,0.018432539682539693
motor,mem,0.0307142857142857
motor,semantic,-0.095
semantic,glass,-0.007440476190476197
semantic,mem,0.07705357142857143
semantic,motor,-0.02642857142857142
glass,mem,-0.014960317460317455
glass,motor,0.023353174603174646
glass,semantic,-0.02771825396825398
mem,glass,0.060952380952380966
mem,motor,-0.026964285714285684
mem,semantic,0.001964285714285727
motor,glass,0.004682539682539703
motor,mem,0.038035714285714305
motor,semantic,-0.04267857142857141
semantic,glass,-0.0025396825396825176
semantic,mem,-0.06553571428571431
semantic,motor,-0.0991964285714286
glass,mem,0.021001984126984122
glass,motor,-0.04754960317460316
glass,semantic,-0.017589285714285773
mem,glass,0.01621031746031746
mem,motor,-0.029553571428571464
mem,semantic,0.014553571428571454
motor,glass,-0.03093253968253968
motor,mem,-0.0455357142857143
motor,semantic,-0.02598214285714285
semantic,glass,-0.007172619047619046
semantic,mem,0.04526785714285713
semantic,motor,-0.02883928571428571
glass,mem,-0.010952380952380967
glass,motor,-0.027827380952380992
glass,semantic,0.00011904761904759206
mem,glass,-0.03317460317460321
mem,motor,-0.004464285714285685
mem,semantic,0.05741071428571432
motor,glass,0.0637301587301587
motor,mem,0.0819642857142857
motor,semantic,-0.010892857142857164
semantic,glass,0.05770833333333335
semantic,mem,-0.05616071428571428
semantic,motor,-0.1210714285714286
glass,mem,0.04310515873015874
glass,motor,0.043204365079365085
glass,semantic,0.06124999999999991
mem,glass,0.04733134920634923
mem,motor,-0.07562499999999998
mem,semantic,0.11776785714285716
motor,glass,0.009186507936507925
motor,mem,0.007499999999999977
motor,semantic,0.009464285714285743
semantic,glass,0.04646825396825393
semantic,mem,-0.01999999999999998
semantic,motor,-0.007321428571428575
glass,mem,0.10495039682539685
glass,motor,-0.025853174603174583
glass,semantic,0.03919642857142853
mem,glass,0.02784722222222222
mem,motor,-0.057410714285714266
mem,semantic,-0.0005357142857142921
motor,glass,-0.03343253968253968
motor,mem,-0.07312500000000002
motor,semantic,-0.06607142857142856
semantic,glass,0.02531746031746031
semantic,mem,-0.0367857142857143
semantic,motor,0.08687499999999997
glass,mem,0.015347222222222201
glass,motor,0.03156746031746034
glass,semantic,0.002529761904761876
mem,glass,-0.01931547619047617
mem,motor,0.03312499999999998
mem,semantic,-0.05133928571428569
motor,glass,-0.048343253968253945
motor,mem,0.05464285714285714
motor,semantic,0.10866071428571432
semantic,glass,-0.027371031746031747
semantic,mem,-0.10482142857142861
semantic,motor,-0.04035714285714285
glass,mem,0.0240376984126984
glass,motor,0.07000000000000002
glass,semantic,0.05845238095238096
mem,glass,-0.08056547619047619
mem,motor,-0.11062500000000004
mem,semantic,0.049017857142857134
motor,glass,0.0059920634920634834
motor,mem,0.023749999999999997
motor,semantic,-0.01687500000000001
semantic,glass,0.07459325396825399
semantic,mem,-0.05616071428571427
semantic,motor,-0.04526785714285719
glass,mem,0.0010317460317460306
glass,motor,0.03899801587301582
glass,semantic,0.0554563492063492
mem,glass,0.02462301587301582
mem,motor,-0.003660714285714281
mem,semantic,-0.039732142857142924
motor,glass,0.0792460317460317
motor,mem,-0.0266964285714286
motor,semantic,-0.07919642857142858
semantic,glass,-0.036676587301587286
semantic,mem,0.03232142857142862
semantic,motor,0.024910714285714324
glass,mem,-0.020436507936507985
glass,motor,0.06551587301587301
glass,semantic,-0.05151785714285717
mem,glass,0.041666666666666644
mem,motor,0.027499999999999976
mem,semantic,0.0083928571428572
motor,glass,-0.0959623015873016
motor,mem,0.006785714285714307
motor,semantic,0.13258928571428572
semantic,glass,0.04709325396825398
semantic,mem,0.02071428571428571
semantic,motor,-0.11875000000000002
glass,mem,-0.03934523809523809
glass,motor,0.008591269841269867
glass,semantic,0.06567460317460319
mem,glass,0.03791666666666671
mem,motor,-0.07258928571428576
mem,semantic,0.03830357142857143
motor,glass,0.08442460317460324
motor,mem,0.058660714285714295
motor,semantic,-0.011964285714285714
semantic,glass,-0.05603174603174606
semantic,mem,-0.05098214285714282
semantic,motor,-0.007589285714285742
glass,mem,0.0001488095238095203
glass,motor,-0.027063492063492057
glass,semantic,0.048978174603174586
mem,glass,-0.02365079365079365
mem,motor,0.00866071428571428
mem,semantic,-0.026607142857142822
motor,glass,0.03376984126984126
motor,mem,0.04473214285714284
motor,semantic,0.07982142857142858
semantic,glass,0.000843253968253994
semantic,mem,-0.062232142857142896
semantic,motor,0.04571428571428574
glass,mem,0.030952380952380978
glass,motor,-0.031001984126984145
glass,semantic,0.05741071428571427
mem,glass,0.014861111111111118
mem,motor,0.015357142857142838
mem,semantic,0.001428571428571407
motor,glass,0.04101190476190475
motor,mem,0.034196428571428565
motor,semantic,0.05598214285714287
semantic,glass,0.012123015873015858
semantic,mem,-0.040535714285714286
semantic,motor,0.03794642857142859
glass,mem,-0.058343253968253954
glass,motor,0.12502976190476192
glass,semantic,-0.042182539682539696
mem,glass,0.035654761904761904
mem,motor,-0.04366071428571427
mem,semantic,0.036875000000000005
motor,glass,0.020138888888888866
motor,mem,-0.03321428571428571
motor,semantic,0.062321428571428576
semantic,glass,0.022827380952380953
semantic,mem,-0.007946428571428582
semantic,motor,0.04607142857142861
glass,mem,-0.03704365079365079
glass,motor,0.11385912698412695
glass,semantic,0.0572519841269841
mem,glass,0.0223313492063492
mem,motor,-0.018660714285714343
mem,semantic,0.05473214285714284
motor,glass,0.010079365079365063
motor,mem,0.011874999999999991
motor,semantic,0.09625000000000002
semantic,glass,0.0771825396825397
semantic,mem,-0.07098214285714285
semantic,motor,0.11812499999999997
glass,mem,-0.0036507936507936636
glass,motor,0.028343253968253972
glass,semantic,-0.01662698412698414
mem,glass,0.012232142857142825
mem,motor,-0.09169642857142857
mem,semantic,0.0673214285714286
motor,glass,-0.04389880952380958
motor,mem,0.0804464285714286
motor,semantic,0.12062500000000002
semantic,glass,-0.02803571428571432
semantic,mem,-0.014821428571428588
semantic,motor,-0.028035714285714303
glass,mem,0.04784722222222219
glass,motor,0.030158730158730194
glass,semantic,-0.15520833333333334
mem,glass,-0.015724206349206356
mem,motor,-0.0006250000000000015
mem,semantic,-0.015535714285714328
motor,glass,0.010962301587301578
motor,mem,0.01633928571428572
motor,semantic,-0.0161607142857143
semantic,glass,0.07501984126984126
semantic,mem,0.017142857142857158
semantic,motor,0.008482142857142888
glass,mem,0.05365079365079366
glass,motor,0.0039781746031746276
glass,semantic,-0.09939484126984129
mem,glass,0.10920634920634915
mem,motor,0.10178571428571426
mem,semantic,0.045000000000000075
motor,glass,-0.03636904761904764
motor,mem,-0.0225
motor,semantic,-0.062410714285714354
semantic,glass,-0.11535714285714285
semantic,mem,0.1466071428571429
semantic,motor,-0.036428571428571414
glass,mem,0.0008531746031746136
glass,motor,0.07143849206349204
glass,semantic,-0.008194444444444471
mem,glass,0.01822420634920634
mem,motor,-0.040446428571428536
mem,semantic,0.07616071428571429
motor,glass,-0.06488095238095241
motor,mem,-0.03892857142857144
motor,semantic,0.027232142857142833
semantic,glass,-0.04629960317460322
semantic,mem,-0.11160714285714288
semantic,motor,-0.036875000000000005
glass,mem,0.033918650793650786
glass,motor,-0.009851190476190456
glass,semantic,-0.041279761904761944
mem,glass,0.09627976190476192
mem,motor,0.05964285714285716
mem,semantic,-0.0016071428571428506
motor,glass,-0.011259920634920631
motor,mem,0.19035714285714295
motor,semantic,-0.1136607142857143
semantic,glass,-0.04162698412698413
semantic,mem,0.0032142857142856717
semantic,motor,0.06839285714285716
glass,mem,-0.028968253968253966
glass,motor,0.09878968253968257
glass,semantic,0.023591269841269826
mem,glass,0.017698412698412692
mem,motor,0.07330357142857137
mem,semantic,-0.01830357142857142
motor,glass,0.030208333333333313
motor,mem,0.005178571428571456
motor,semantic,0.03928571428571429
semantic,glass,-0.025565476190476173
semantic,mem,-0.08544642857142849
semantic,motor,0.043214285714285705
glass,mem,0.05428571428571422
glass,motor,0.00861111111111111
glass,semantic,0.03497023809523809
mem,glass,-0.043898809523809514
mem,motor,0.0258035714285714
mem,semantic,-0.04821428571428573
motor,glass,0.0540178571428571
motor,mem,0.00026785714285713317
motor,semantic,-0.07883928571428578
semantic,glass,-0.023125000000000017
semantic,mem,-0.021875000000000026
semantic,motor,-0.011785714285714274
glass,mem,-0.019821428571428552
glass,motor,0.015376984126984159
glass,semantic,-0.08550595238095238
mem,glass,-0.02669642857142854
mem,motor,0.06785714285714287
mem,semantic,-0.08455357142857148
motor,glass,-0.02073412698412695
motor,mem,-0.03196428571428571
motor,semantic,-0.005625000000000006
semantic,glass,0.0002976190476190267
semantic,mem,0.02482142857142858
semantic,motor,0.08017857142857142
glass,mem,0.03375992063492062
glass,motor,-0.013174603174603177
glass,semantic,-0.09228174603174608
mem,glass,0.040267857142857154
mem,motor,0.15669642857142854
mem,semantic,-0.10071428571428571
motor,glass,0.04817460317460321
motor,mem,-0.05473214285714286
motor,semantic,-0.024553571428571414
semantic,glass,0.06876984126984129
semantic,mem,0.008928571428571423
semantic,motor,-0.0028571428571428706
glass,mem,-0.03030753968253966
glass,motor,0.011765873015873039
glass,semantic,0.04835317460317463
mem,glass,-0.04497023809523807
mem,motor,-0.10348214285714287
mem,semantic,-0.05928571428571431
motor,glass,-0.0012003968253968625
motor,mem,-0.02285714285714285
motor,semantic,0.005892857142857179
semantic,glass,0.05235119047619048
semantic,mem,0.03446428571428568
semantic,motor,0.029285714285714266
glass,mem,-0.06826388888888889
glass,motor,-0.020099206349206384
glass,semantic,0.06407738095238097
mem,glass,0.043878968253968254
mem,motor,0.04741071428571427
mem,semantic,0.03678571428571431
motor,glass,-0.003005952380952383
motor,mem,0.012499999999999992
motor,semantic,-0.05517857142857145
semantic,glass,0.04184523809523811
semantic,mem,0.046875000000000014
semantic,motor,-0.026249999999999992
glass,mem,0.05312499999999998
glass,motor,0.005575396825396867
glass,semantic,-0.006478174603174601
mem,glass,-0.03408730158730158
mem,motor,0.05410714285714286
mem,semantic,-0.02428571428571426
motor,glass,-0.0492956349206349
motor,mem,0.015178571428571434
motor,semantic,0.11089285714285713
semantic,glass,-0.07169642857142855
semantic,mem,0.023214285714285725
semantic,motor,0.0883035714285714
glass,mem,0.016577380952380955
glass,motor,0.022281746031746052
glass,semantic,-0.07106150793650792
mem,glass,0.05468253968253969
mem,motor,-0.051785714285714275
mem,semantic,0.07553571428571429
motor,glass,0.09469246031746033
motor,mem,-0.015357142857142857
motor,semantic,0.10473214285714284
semantic,glass,-0.007132936507936476
semantic,mem,-0.01732142857142856
semantic,motor,-0.045000000000000005
glass,mem,0.023680555555555545
glass,motor,0.08895833333333335
glass,semantic,-0.015505952380952362
mem,glass,0.04549603174603177
mem,motor,-0.012410714285714297
mem,semantic,0.02419642857142859
motor,glass,0.04683531746031742
motor,mem,0.029375000000000005
motor,semantic,0.07017857142857145
semantic,glass,-0.1253472222222222
semantic,mem,-0.002500000000000043
semantic,motor,-0.0775892857142857
glass,mem,0.04953373015873015
glass,motor,-0.06918650793650796
glass,semantic,-0.017906746031746006
mem,glass,0.1370039682539683
mem,motor,-0.0800892857142858
mem,semantic,-0.018749999999999985
motor,glass,-0.10147817460317458
motor,mem,-0.04000000000000002
motor,semantic,-0.01205357142857143
semantic,glass,-0.05548611111111112
semantic,mem,-0.007053571428571452
semantic,motor,0.07455357142857147
glass,mem,-0.09046626984126982
glass,motor,-0.09153769841269832
glass,semantic,-0.016240079365079384
mem,glass,-0.007202380952380982
mem,motor,-0.0288392857142857
mem,semantic,-0.03892857142857146
motor,glass,-0.002113095238095265
motor,mem,0.022767857142857135
motor,semantic,-0.00991071428571427
semantic,glass,0.053363095238095175
semantic,mem,0.009732142857142856
semantic,motor,-0.017946428571428558
glass,mem,-0.05802579365079363
glass,motor,-0.05787698412698409
glass,semantic,0.025912698412698387
mem,glass,-0.05774801587301585
mem,motor,-0.054196428571428555
mem,semantic,0.04125000000000001
motor,glass,-0.11916666666666662
motor,mem,-0.052678571428571415
motor,semantic,0.08580357142857145
semantic,glass,0.16805555555555562
semantic,mem,-0.04633928571428571
semantic,motor,0.04205357142857148
glass,mem,0.0011111111111111421
glass,motor,0.014375000000000016
glass,semantic,0.0796230158730159
mem,glass,0.02475198412698414
mem,motor,-0.030178571428571388
mem,semantic,-0.018482142857142884
motor,glass,0.04189484126984123
motor,mem,-0.08089285714285713
motor,semantic,-0.019196428571428586
semantic,glass,-0.039255952380952364
