train_task,test_task,diff
glass,semantic,-0.03937499999999999
mem,glass,0.037569444444444426
mem,motor,-0.02812500000000001
mem,semantic,0.108125
motor,glass,-0.10263888888888886
motor,mem,-0.010625000000000006
motor,semantic,-0.041875
semantic,glass,0.06229166666666669
semantic,mem,0.06187499999999998
semantic,motor,-0.11687499999999999
glass,mem,-0.03361111111111108
glass,motor,-0.07423611111111114
glass,semantic,0.09847222222222221
mem,glass,-0.027430555555555604
mem,motor,-0.024374999999999973
mem,semantic,0.04375000000000001
motor,glass,0.013611111111111095
motor,mem,0.0775
motor,semantic,0.06875000000000002
semantic,glass,0.02326388888888891
semantic,mem,0.025624999999999988
semantic,motor,-0.06562499999999999
glass,mem,0.044930555555555536
glass,motor,-0.05062500000000002
glass,semantic,-0.05249999999999999
mem,glass,-0.03472222222222227
mem,motor,0.02437499999999998
mem,semantic,0.02125000000000003
motor,glass,-0.027361111111111114
motor,mem,0.05562500000000003
motor,semantic,0.05437499999999999
semantic,glass,0.11111111111111113
semantic,mem,-0.038749999999999965
semantic,motor,-0.025624999999999995
glass,mem,-0.058472222222222196
glass,motor,0.016388888888888883
glass,semantic,-0.0206944444444445
mem,glass,-0.060486111111111136
mem,motor,-0.05812500000000001
mem,semantic,0.07937500000000006
motor,glass,-0.028888888888888853
motor,mem,-0.081875
motor,semantic,-0.070625
semantic,glass,0.02604166666666664
semantic,mem,0.06874999999999996
semantic,motor,-0.045000000000000005
glass,mem,0.01902777777777777
glass,motor,-0.0594444444444445
glass,semantic,-0.05104166666666664
mem,glass,0.002847222222222244
mem,motor,-0.079375
mem,semantic,0.06375
motor,glass,0.12020833333333328
motor,mem,0.02750000000000001
motor,semantic,-0.03750000000000003
semantic,glass,0.04347222222222222
semantic,mem,0.09687500000000002
semantic,motor,-0.083125
glass,mem,-0.062222222222222213
glass,motor,-0.016319444444444442
glass,semantic,0.11604166666666668
mem,glass,0.021666666666666688
mem,motor,0.148125
mem,semantic,-0.01875000000000002
motor,glass,0.06555555555555558
motor,mem,0.019375000000000003
motor,semantic,-0.09500000000000003
semantic,glass,0.019513888888888917
semantic,mem,0.037499999999999985
semantic,motor,0.008749999999999994
glass,mem,0.03263888888888887
glass,motor,-0.04354166666666669
glass,semantic,-0.14076388888888888
mem,glass,-0.008819444444444442
mem,motor,0.06812499999999998
mem,semantic,0.05937499999999997
motor,glass,0.08604166666666668
motor,mem,0.02749999999999999
motor,semantic,0.06499999999999997
semantic,glass,-0.035555555555555556
semantic,mem,0.016874999999999966
semantic,motor,-0.05999999999999997
glass,mem,0.043263888888888886
glass,motor,-0.05986111111111106
glass,semantic,-0.0020833333333333467
mem,glass,-0.07763888888888892
mem,motor,-0.03562499999999999
mem,semantic,-0.013124999999999984
motor,glass,-0.001527777777777791
motor,mem,0.005000000000000018
motor,semantic,-0.04812500000000001
semantic,glass,0.0159722222222222
semantic,mem,0.0024999999999999814
semantic,motor,-0.008124999999999993
glass,mem,0.11215277777777778
glass,motor,0.0036111111111111205
glass,semantic,-0.011805555555555576
mem,glass,0.047847222222222194
mem,motor,-0.025000000000000005
mem,semantic,0.071875
motor,glass,0.02715277777777777
motor,mem,-0.055625
motor,semantic,0.03312499999999999
semantic,glass,0.014236111111111109
semantic,mem,-0.13125000000000003
semantic,motor,-0.12625
glass,mem,-0.020833333333333332
glass,motor,0.05243055555555558
glass,semantic,-0.06645833333333331
mem,glass,-0.04506944444444441
mem,motor,-0.02062500000000001
mem,semantic,-0.007499999999999965
motor,glass,0.05916666666666666
motor,mem,-0.028750000000000005
motor,semantic,-0.08312500000000003
semantic,glass,0.0014583333333333323
semantic,mem,-0.06499999999999996
semantic,motor,0.06312499999999997
glass,mem,-0.030625000000000006
glass,motor,0.0075000000000000275
glass,semantic,0.03305555555555553
mem,glass,0.050347222222222196
mem,motor,-0.040625000000000015
mem,semantic,0.016875000000000008
motor,glass,-0.0866666666666667
motor,mem,0.066875
motor,semantic,0.025625000000000002
semantic,glass,0.03722222222222219
semantic,mem,0.060625
semantic,motor,0.002500000000000009
glass,mem,0.06909722222222223
glass,motor,-0.01020833333333332
glass,semantic,-0.07722222222222223
mem,glass,0.027152777777777776
mem,motor,0.046249999999999965
mem,semantic,-0.02375
motor,glass,-0.027916666666666666
motor,mem,-0.059375000000000004
motor,semantic,0.01437500000000002
semantic,glass,0.0067361111111111024
semantic,mem,-0.12312499999999998
semantic,motor,0.026250000000000016
glass,mem,0.036180555555555535
glass,motor,0.03562499999999997
glass,semantic,0.08527777777777779
mem,glass,-0.005347222222222205
mem,motor,0.04187499999999998
mem,semantic,0.115
motor,glass,0.0055555555555555705
motor,mem,-0.09312500000000001
motor,semantic,0.03187500000000001
semantic,glass,0.04444444444444448
semantic,mem,0.138125
semantic,motor,-0.03250000000000002
glass,mem,-0.041180555555555574
glass,motor,-0.01166666666666663
glass,semantic,0.022638888888888917
mem,glass,-0.04375000000000001
mem,motor,-0.043125
mem,semantic,-0.022500000000000006
motor,glass,-0.10687499999999998
motor,mem,0.15249999999999997
motor,semantic,-0.019999999999999983
semantic,glass,0.019305555555555586
semantic,mem,0.09
semantic,motor,-0.06499999999999997
glass,mem,0.031249999999999986
glass,motor,-0.010902777777777782
glass,semantic,0.043402777777777776
mem,glass,-0.02201388888888886
mem,motor,0.02124999999999997
mem,semantic,-0.054374999999999986
motor,glass,0.08020833333333333
motor,mem,-0.13499999999999998
motor,semantic,0.12499999999999999
semantic,glass,0.005277777777777774
semantic,mem,-0.030625000000000013
semantic,motor,-0.06124999999999997
glass,mem,0.012152777777777797
glass,motor,0.022708333333333358
glass,semantic,0.018680555555555565
mem,glass,0.11444444444444446
mem,motor,0.05374999999999995
mem,semantic,-0.053125000000000006
motor,glass,-0.04243055555555557
motor,mem,-0.03375000000000003
motor,semantic,-0.043749999999999976
semantic,glass,0.02083333333333336
semantic,mem,-0.010000000000000012
semantic,motor,0.031874999999999994
glass,mem,0.0488888888888889
glass,motor,-0.050972222222222224
glass,semantic,-0.018819444444444465
mem,glass,0.11312499999999996
mem,motor,0.04624999999999999
mem,semantic,-0.021250000000000012
motor,glass,0.10423611111111114
motor,mem,0.08687500000000001
motor,semantic,-0.025625000000000002
semantic,glass,0.02722222222222226
semantic,mem,0.002500000000000016
semantic,motor,0.023749999999999986
glass,mem,0.0498611111111111
glass,motor,0.08409722222222225
glass,semantic,0.00562499999999997
mem,glass,0.08118055555555558
mem,motor,0.02500000000000003
mem,semantic,-0.04624999999999999
motor,glass,0.09138888888888885
motor,mem,-0.023125000000000014
motor,semantic,-0.074375
semantic,glass,-0.005972222222222219
semantic,mem,0.11999999999999998
semantic,motor,-0.09374999999999996
glass,mem,0.009374999999999984
glass,motor,-0.04888888888888886
glass,semantic,0.00465277777777779
mem,glass,0.048472222222222215
mem,motor,0.0012499999999999595
mem,semantic,0.038749999999999944
motor,glass,-0.006666666666666675
motor,mem,-0.09437500000000004
motor,semantic,-0.08187499999999996
semantic,glass,0.027291666666666638
semantic,mem,0.04124999999999999
semantic,motor,-0.048125000000000015
glass,mem,0.035138888888888914
glass,motor,0.10111111111111115
glass,semantic,0.0204861111111111
mem,glass,0.014513888888888916
mem,motor,0.045625
mem,semantic,-0.023125
motor,glass,0.08833333333333336
motor,mem,-0.006874999999999985
motor,semantic,-0.07562500000000001
semantic,glass,-0.0004861111111111177
semantic,mem,0.04875
semantic,motor,-0.09375
glass,mem,0.019861111111111086
glass,motor,0.017222222222222215
glass,semantic,0.02520833333333336
mem,glass,-0.08840277777777777
mem,motor,-0.01749999999999998
mem,semantic,-0.0037500000000000033
motor,glass,0.03583333333333338
motor,mem,0.014374999999999999
motor,semantic,-0.043125000000000004
semantic,glass,-0.013194444444444446
semantic,mem,0.05562500000000002
semantic,motor,0.10062499999999998
glass,mem,-0.037777777777777743
glass,motor,0.12354166666666669
glass,semantic,0.002291666666666671
mem,glass,-0.017499999999999922
mem,motor,-0.035625000000000004
mem,semantic,-0.05625
motor,glass,-0.04215277777777781
motor,mem,0.051875000000000004
motor,semantic,0.003750000000000017
semantic,glass,0.046736111111111124
semantic,mem,0.05750000000000002
semantic,motor,0.02874999999999999
glass,mem,0.005833333333333329
glass,motor,0.059791666666666674
glass,semantic,0.03624999999999998
mem,glass,-0.04361111111111113
mem,motor,0.05249999999999998
mem,semantic,-0.006249999999999999
motor,glass,-0.13284722222222223
motor,mem,-0.05375000000000003
motor,semantic,-0.04375000000000002
semantic,glass,-0.01805555555555556
semantic,mem,0.033124999999999974
semantic,motor,0.058124999999999996
glass,mem,0.035277777777777755
glass,motor,0.10729166666666669
glass,semantic,-0.042361111111111155
mem,glass,-0.0717361111111111
mem,motor,-0.08625
mem,semantic,0.04499999999999998
motor,glass,0.037222222222222205
motor,mem,-0.0006250000000000075
motor,semantic,0.003124999999999982
semantic,glass,0.04923611111111112
semantic,mem,-0.08437500000000003
semantic,motor,0.10437499999999997
glass,mem,-0.12256944444444445
glass,motor,0.0024305555555555677
glass,semantic,-0.043541666666666624
mem,glass,0.08472222222222223
mem,motor,-0.05124999999999999
mem,semantic,-0.05187499999999997
motor,glass,0.07604166666666666
motor,mem,-0.028124999999999976
motor,semantic,0.07
semantic,glass,-0.025416666666666685
semantic,mem,0.03937500000000002
semantic,motor,-0.009374999999999956
glass,mem,-0.007847222222222193
glass,motor,-0.007986111111111124
glass,semantic,0.06444444444444442
mem,glass,0.06770833333333329
mem,motor,0.005000000000000018
mem,semantic,0.004374999999999997
motor,glass,0.02097222222222222
motor,mem,0.024374999999999973
motor,semantic,-0.024374999999999973
semantic,glass,-0.0775
semantic,mem,-0.015
semantic,motor,0.07562500000000003
glass,mem,-0.0926388888888889
glass,motor,-0.010138888888888892
glass,semantic,-0.04416666666666671
mem,glass,0.021875000000000026
mem,motor,0.08875000000000004
mem,semantic,0.025624999999999974
motor,glass,-0.009583333333333343
motor,mem,0.03312499999999998
motor,semantic,0.011250000000000059
semantic,glass,-0.06638888888888889
semantic,mem,0.06000000000000003
semantic,motor,0.021250000000000012
glass,mem,-0.007361111111111103
glass,motor,-0.0014583333333333531
glass,semantic,0.046736111111111124
mem,glass,0.07583333333333334
mem,motor,-0.026874999999999996
mem,semantic,-0.013124999999999984
motor,glass,0.053472222222222233
motor,mem,0.009375000000000001
motor,semantic,0.035
semantic,glass,-0.029930555555555582
semantic,mem,0.005625000000000033
semantic,motor,-0.08374999999999999
glass,mem,-0.007986111111111097
glass,motor,0.049097222222222195
glass,semantic,0.08687499999999998
mem,glass,0.03951388888888889
mem,motor,0.02124999999999997
mem,semantic,-0.05500000000000001
motor,glass,-0.0020138888888889053
motor,mem,-0.089375
motor,semantic,0.011249999999999982
semantic,glass,-0.01131944444444442
semantic,mem,-0.0018750000000000017
semantic,motor,0.05625000000000002
glass,mem,-0.06722222222222225
glass,motor,-0.02444444444444447
glass,semantic,0.07979166666666665
mem,glass,-0.0007638888888889042
mem,motor,-0.036250000000000004
mem,semantic,-0.013125000000000019
motor,glass,-0.12194444444444444
motor,mem,-0.014375000000000016
motor,semantic,-0.09937500000000002
semantic,glass,-0.0027777777777777853
semantic,mem,0.015000000000000006
semantic,motor,-0.037499999999999985
glass,mem,-0.015763888888888883
glass,motor,0.0690277777777778
glass,semantic,0.04402777777777778
mem,glass,-0.04402777777777779
mem,motor,-0.016249999999999987
mem,semantic,0.012500000000000046
motor,glass,0.004930555555555521
motor,mem,-0.02874999999999999
motor,semantic,-0.05062500000000003
semantic,glass,0.0014583333333333462
semantic,mem,0.0012499999999999734
semantic,motor,-0.049375000000000016
glass,mem,-0.04243055555555551
glass,motor,-0.00826388888888889
glass,semantic,0.036805555555555515
mem,glass,-0.028263888888888918
mem,motor,-0.03875000000000002
mem,semantic,0.0037499999999999756
motor,glass,-0.10527777777777778
motor,mem,0.11812499999999995
motor,semantic,0.01625000000000003
semantic,glass,0.008958333333333336
semantic,mem,-0.07187499999999998
semantic,motor,0.020624999999999998
glass,mem,0.021875
glass,motor,0.00506944444444446
glass,semantic,0.0647916666666667
mem,glass,0.08243055555555555
mem,motor,-0.039374999999999986
mem,semantic,0.058125
motor,glass,0.010763888888888903
motor,mem,0.104375
motor,semantic,0.014999999999999975
semantic,glass,-0.015000000000000013
semantic,mem,-0.013749999999999984
semantic,motor,-0.01124999999999999
glass,mem,-0.04145833333333332
glass,motor,0.039930555555555566
glass,semantic,0.03708333333333331
mem,glass,-0.00270833333333333
mem,motor,0.029374999999999984
mem,semantic,-0.003124999999999982
motor,glass,-0.05715277777777776
motor,mem,-0.07937500000000003
motor,semantic,-0.0024999999999999883
semantic,glass,0.04166666666666664
semantic,mem,0.11437499999999999
semantic,motor,0.006250000000000033
glass,mem,0.02090277777777776
glass,motor,-0.05534722222222225
glass,semantic,-0.02041666666666663
mem,glass,-0.009861111111111098
mem,motor,0.048125
mem,semantic,0.026874999999999996
motor,glass,0.007916666666666641
motor,mem,0.076875
motor,semantic,0.02187499999999995
semantic,glass,-0.0029166666666666924
semantic,mem,-0.06937499999999999
semantic,motor,0.050624999999999996
glass,mem,0.03374999999999999
glass,motor,-0.08263888888888891
glass,semantic,-0.00583333333333335
mem,glass,-0.02062500000000002
mem,motor,-0.04875000000000001
mem,semantic,0.008749999999999987
motor,glass,-0.0043055555555555625
motor,mem,-0.028125000000000008
motor,semantic,0.004374999999999997
semantic,glass,0.07041666666666666
semantic,mem,-0.025000000000000015
semantic,motor,0.06625
glass,mem,-0.058472222222222196
glass,motor,0.03993055555555557
glass,semantic,-0.10291666666666666
mem,glass,0.04805555555555557
mem,motor,-0.0018749999999999808
mem,semantic,-0.06937500000000005
motor,glass,0.09791666666666664
motor,mem,0.03624999999999998
motor,semantic,0.02125000000000002
semantic,glass,-0.06840277777777777
semantic,mem,0.015625000000000014
semantic,motor,-0.057500000000000016
glass,mem,-0.05743055555555554
glass,motor,0.018749999999999996
glass,semantic,-0.016944444444444415
mem,glass,0.021527777777777757
mem,motor,-0.05562500000000003
mem,semantic,0.014374999999999964
motor,glass,0.08263888888888889
motor,mem,-0.04187500000000001
motor,semantic,-0.02249999999999998
semantic,glass,0.0701388888888889
semantic,mem,-0.09249999999999999
semantic,motor,-0.035000000000000024
glass,mem,-0.05770833333333337
glass,motor,-0.03354166666666667
glass,semantic,-0.06958333333333333
mem,glass,0.1157638888888889
mem,motor,-0.13375000000000004
mem,semantic,-0.009374999999999991
motor,glass,-0.14958333333333335
motor,mem,-0.05749999999999998
motor,semantic,-0.03687499999999999
semantic,glass,0.03347222222222224
semantic,mem,-0.024375000000000018
semantic,motor,0.0018749999999999878
glass,mem,0.1330555555555556
glass,motor,0.06368055555555555
glass,semantic,-0.07409722222222223
mem,glass,0.006458333333333333
mem,motor,0.105625
mem,semantic,-0.054375
motor,glass,-0.11840277777777777
motor,mem,-0.0024999999999999814
motor,semantic,-0.07562500000000001
semantic,glass,-0.055208333333333325
semantic,mem,-0.07312499999999998
semantic,motor,0.00499999999999997
glass,mem,0.09548611111111108
glass,motor,-0.10451388888888885
glass,semantic,-0.026111111111111092
mem,glass,0.06270833333333334
mem,motor,-0.05624999999999998
mem,semantic,0.060625
motor,glass,0.07673611111111112
motor,mem,0.06562499999999998
motor,semantic,-0.04000000000000001
semantic,glass,-0.024166666666666656
semantic,mem,-0.08000000000000002
semantic,motor,-0.005624999999999998
glass,mem,0.015833333333333317
glass,motor,-0.009444444444444464
glass,semantic,-0.03784722222222223
mem,glass,-0.05229166666666668
mem,motor,-0.05500000000000002
mem,semantic,0.076875
motor,glass,0.06034722222222221
motor,mem,0.019999999999999962
motor,semantic,0.00437499999999999
semantic,glass,0.004861111111111108
semantic,mem,-0.155
semantic,motor,0.16312499999999996
glass,mem,0.08506944444444442
glass,motor,0.05749999999999999
glass,semantic,-0.0017361111111111258
mem,glass,-0.022916666666666696
mem,motor,-0.024374999999999997
mem,semantic,-0.039375
motor,glass,0.07131944444444441
motor,mem,-0.04562499999999999
motor,semantic,-0.043125
semantic,glass,0.039166666666666676
semantic,mem,0.04375000000000001
semantic,motor,-0.03937499999999999
glass,mem,-0.016388888888888876
glass,motor,-0.04708333333333335
glass,semantic,-0.01958333333333335
mem,glass,0.031388888888888876
mem,motor,0.065
mem,semantic,0.039375000000000035
motor,glass,-0.10249999999999998
motor,mem,0.08125000000000003
motor,semantic,-0.022500000000000027
semantic,glass,-0.007222222222222213
semantic,mem,0.007499999999999989
semantic,motor,-0.04624999999999997
glass,mem,-0.04986111111111109
glass,motor,0.04708333333333332
glass,semantic,0.006319444444444416
mem,glass,-0.06736111111111115
mem,motor,0.05312499999999998
mem,semantic,0.06187499999999996
motor,glass,-0.02534722222222223
motor,mem,0.04062500000000002
motor,semantic,0.0037499999999999686
semantic,glass,0.04472222222222219
semantic,mem,0.038124999999999964
semantic,motor,-0.03187500000000002
glass,mem,-0.037361111111111095
glass,motor,0.0690277777777778
glass,semantic,0.04569444444444446
mem,glass,0.03319444444444444
mem,motor,0.06625
mem,semantic,-0.037499999999999985
motor,glass,0.024583333333333304
motor,mem,-0.07312499999999998
motor,semantic,-0.014374999999999992
semantic,glass,0.017361111111111133
semantic,mem,-0.024375
semantic,motor,-0.010624999999999968
glass,mem,-0.02812499999999999
glass,motor,-0.015277777777777807
glass,semantic,-0.07152777777777776
mem,glass,-0.004652777777777811
mem,motor,-0.054999999999999986
mem,semantic,0.01249999999999999
motor,glass,-0.008541666666666649
motor,mem,0.05562500000000002
motor,semantic,0.07124999999999995
semantic,glass,0.12555555555555556
semantic,mem,-0.055625000000000036
semantic,motor,-0.05250000000000003
glass,mem,0.008541666666666677
glass,motor,-0.029861111111111116
glass,semantic,-0.0004166666666666416
mem,glass,-0.028958333333333336
mem,motor,-0.10187500000000003
mem,semantic,-0.060625000000000026
motor,glass,0.023680555555555538
motor,mem,-0.15124999999999994
motor,semantic,0.031249999999999986
semantic,glass,0.11951388888888886
semantic,mem,0.02000000000000001
semantic,motor,0.0031250000000000167
glass,mem,-0.024027777777777787
glass,motor,0.017152777777777822
glass,semantic,-0.061805555555555565
mem,glass,0.04374999999999998
mem,motor,-0.098125
mem,semantic,0.023749999999999986
motor,glass,-0.040208333333333325
motor,mem,0.002500000000000016
motor,semantic,-0.025624999999999995
semantic,glass,0.00375
semantic,mem,-0.11624999999999996
semantic,motor,0.10250000000000001
glass,mem,0.020000000000000004
glass,motor,0.052569444444444446
glass,semantic,0.0175
mem,glass,-0.023750000000000028
mem,motor,0.016250000000000007
mem,semantic,-0.1125
motor,glass,0.007291666666666662
motor,mem,0.05812500000000001
motor,semantic,0.008125000000000025
semantic,glass,0.021388888888888874
semantic,mem,-0.026875000000000017
semantic,motor,-0.016249999999999994
glass,mem,-0.021388888888888895
glass,motor,0.011111111111111096
glass,semantic,-0.06513888888888889
mem,glass,0.007708333333333338
mem,motor,-0.04875000000000002
mem,semantic,-0.018125000000000016
motor,glass,0.010763888888888889
motor,mem,-0.11375000000000002
motor,semantic,-0.006874999999999978
semantic,glass,-0.10312500000000001
semantic,mem,0.09625
semantic,motor,0.006249999999999985
glass,mem,0.00618055555555562
glass,motor,0.02416666666666667
glass,semantic,0.06451388888888888
mem,glass,-0.04874999999999996
mem,motor,-0.03625000000000005
mem,semantic,-0.11250000000000002
motor,glass,0.04604166666666665
motor,mem,0.03874999999999998
motor,semantic,0.09437500000000001
semantic,glass,0.004097222222222217
semantic,mem,0.08812499999999998
semantic,motor,-0.053749999999999964
glass,mem,0.08562499999999999
glass,motor,-0.05611111111111111
glass,semantic,0.006180555555555536
mem,glass,-0.04923611111111114
mem,motor,-0.016875
mem,semantic,0.009999999999999988
motor,glass,-0.048541666666666636
motor,mem,0.04187500000000001
motor,semantic,-0.018125000000000016
semantic,glass,-0.006736111111111151
semantic,mem,0.03000000000000004
semantic,motor,-0.03812499999999998
glass,mem,0.02784722222222221
glass,motor,-0.05180555555555555
glass,semantic,-0.02680555555555554
mem,glass,0.015486111111111117
mem,motor,0.10625000000000004
mem,semantic,-0.014374999999999992
motor,glass,-0.07777777777777779
motor,mem,-0.03437500000000001
motor,semantic,-0.029999999999999992
semantic,glass,-0.10840277777777778
semantic,mem,-0.0018749999999999947
semantic,motor,0.029375000000000026
glass,mem,-0.05027777777777778
glass,motor,-0.02062499999999999
glass,semantic,-0.06756944444444445
mem,glass,0.03979166666666665
mem,motor,-0.074375
mem,semantic,0.03125000000000002
motor,glass,-0.0069444444444444475
motor,mem,0.12
motor,semantic,0.128125
semantic,glass,-0.027152777777777762
semantic,mem,0.016874999999999973
semantic,motor,-0.02687499999999996
glass,mem,-0.0713888888888889
glass,motor,0.034513888888888886
glass,semantic,-0.017847222222222223
mem,glass,-0.014791666666666634
mem,motor,0.024999999999999932
mem,semantic,-0.09499999999999997
motor,glass,0.06624999999999995
motor,mem,-0.02749999999999999
motor,semantic,-0.02562499999999998
semantic,glass,-0.015694444444444414
semantic,mem,-0.05499999999999996
semantic,motor,-0.08687500000000002
glass,mem,-0.026597222222222237
glass,motor,-0.03277777777777778
glass,semantic,-0.0038888888888889
mem,glass,0.06416666666666665
mem,motor,-0.04437500000000001
mem,semantic,-0.027500000000000042
motor,glass,-0.07493055555555554
motor,mem,-0.07937499999999995
motor,semantic,-0.05437500000000004
semantic,glass,-0.07951388888888887
semantic,mem,-0.009375000000000008
semantic,motor,-0.049375
glass,mem,-0.02256944444444447
glass,motor,0.017847222222222223
glass,semantic,0.04236111111111112
mem,glass,-0.0982638888888889
mem,motor,-0.006249999999999964
mem,semantic,-0.04937499999999997
motor,glass,0.030555555555555503
motor,mem,0.008125000000000014
motor,semantic,-0.008749999999999997
semantic,glass,-0.03187500000000002
semantic,mem,-0.025625000000000023
semantic,motor,0.06437500000000002
glass,mem,0.012361111111111107
glass,motor,-0.054166666666666655
glass,semantic,-0.023750000000000025
mem,glass,-0.027083333333333327
mem,motor,1.3877787807814457e-17
mem,semantic,0.048124999999999994
motor,glass,0.02868055555555555
motor,mem,0.05249999999999999
motor,semantic,0.0018749999999999462
semantic,glass,-0.010208333333333326
semantic,mem,0.020000000000000073
semantic,motor,-0.096875
glass,mem,0.010069444444444443
glass,motor,-0.006944444444444392
glass,semantic,-0.006041666666666633
mem,glass,-0.14298611111111115
mem,motor,-0.009375000000000001
mem,semantic,0.0024999999999999953
motor,glass,0.13624999999999998
motor,mem,0.020000000000000018
motor,semantic,-0.054999999999999986
semantic,glass,-0.06736111111111112
semantic,mem,0.04625000000000002
semantic,motor,0.08812500000000002
glass,mem,-0.054444444444444455
glass,motor,0.05041666666666665
glass,semantic,-0.09020833333333336
mem,glass,-0.07083333333333333
mem,motor,-0.0018749999999999947
mem,semantic,0.06874999999999998
motor,glass,0.06451388888888891
motor,mem,0.0025000000000000022
motor,semantic,-0.023750000000000007
semantic,glass,-0.002291666666666664
semantic,mem,0.009374999999999967
semantic,motor,-0.021874999999999957
glass,mem,-0.011944444444444438
glass,motor,0.02319444444444444
glass,semantic,-0.022708333333333365
mem,glass,-0.03451388888888896
mem,motor,0.050624999999999996
mem,semantic,-0.05187500000000001
motor,glass,-0.04354166666666668
motor,mem,-0.0325
motor,semantic,0.007499999999999986
semantic,glass,0.01798611111111109
semantic,mem,-0.04125
semantic,motor,-0.012500000000000004
glass,mem,-0.06965277777777779
glass,motor,-0.0792361111111111
glass,semantic,0.06034722222222221
mem,glass,-0.031041666666666655
mem,motor,-0.07937500000000001
mem,semantic,0.03812499999999998
motor,glass,-0.09375000000000001
motor,mem,0.057499999999999954
motor,semantic,0.13374999999999998
semantic,glass,-0.05458333333333334
semantic,mem,0.01500000000000002
semantic,motor,-0.034999999999999996
