train_task,test_task,diff
glass,mem,0.03749999999999999
glass,motor,-0.06958333333333333
glass,semantic,0.017777777777777774
mem,glass,0.07833333333333334
mem,motor,-0.06375000000000001
mem,semantic,-0.03875000000000001
motor,glass,-0.08625000000000003
motor,mem,-0.07749999999999999
motor,semantic,0.08000000000000004
semantic,glass,-0.09972222222222221
semantic,mem,-0.03500000000000002
semantic,motor,-0.07374999999999998
glass,mem,-0.10819444444444447
glass,motor,0.09055555555555554
glass,semantic,0.20375
mem,glass,0.0548611111111111
mem,motor,0.17625
mem,semantic,0.0025000000000000022
motor,glass,0.029027777777777763
motor,mem,-0.08374999999999996
motor,semantic,0.13375
semantic,glass,-0.05916666666666665
semantic,mem,-0.07500000000000007
semantic,motor,0.011250000000000003
glass,mem,-0.028333333333333315
glass,motor,0.026249999999999996
glass,semantic,-0.09180555555555556
mem,glass,0.014999999999999986
mem,motor,0.10125
mem,semantic,-0.06499999999999999
motor,glass,0.049583333333333354
motor,mem,0.07250000000000001
motor,semantic,-0.008750000000000042
semantic,glass,0.05250000000000002
semantic,mem,0.015000000000000006
semantic,motor,-0.1350000000000001
glass,mem,-0.04513888888888891
glass,motor,0.12166666666666663
glass,semantic,-0.10083333333333333
mem,glass,-0.10097222222222223
mem,motor,0.11875000000000001
mem,semantic,0.11000000000000001
motor,glass,-0.021805555555555536
motor,mem,0.05874999999999996
motor,semantic,0.10625000000000001
semantic,glass,0.04736111111111112
semantic,mem,-0.07999999999999996
semantic,motor,-0.16750000000000004
glass,mem,-0.03180555555555556
glass,motor,0.01486111111111111
glass,semantic,-0.10611111111111109
mem,glass,0.06361111111111109
mem,motor,-0.11125000000000004
mem,semantic,-0.044999999999999964
motor,glass,-0.08361111111111112
motor,mem,0.06124999999999997
motor,semantic,0.16875
semantic,glass,0.08444444444444443
semantic,mem,0.05375000000000002
semantic,motor,-0.03874999999999998
glass,mem,-0.14555555555555558
glass,motor,-0.057083333333333354
glass,semantic,0.02944444444444446
mem,glass,0.1601388888888889
mem,motor,0.035000000000000045
mem,semantic,-0.05125000000000001
motor,glass,-0.24833333333333338
motor,mem,-0.0024999999999999675
motor,semantic,-0.25000000000000006
semantic,glass,-0.10152777777777773
semantic,mem,0.11249999999999998
semantic,motor,-0.03500000000000001
glass,mem,0.10694444444444445
glass,motor,0.07416666666666669
glass,semantic,-0.011944444444444459
mem,glass,0.0202777777777777
mem,motor,-0.14749999999999996
mem,semantic,-0.010000000000000005
motor,glass,0.07694444444444441
motor,mem,0.09
motor,semantic,-0.030000000000000034
semantic,glass,-0.003194444444444451
semantic,mem,0.04375
semantic,motor,0.09499999999999997
glass,mem,-0.0002777777777778004
glass,motor,-0.09916666666666665
glass,semantic,0.02569444444444445
mem,glass,-0.03180555555555557
mem,motor,0.04374999999999997
mem,semantic,0.04875000000000001
motor,glass,-0.030416666666666696
motor,mem,-0.12875
motor,semantic,-0.10875000000000001
semantic,glass,-0.11388888888888889
semantic,mem,0.21500000000000002
semantic,motor,0.04999999999999996
glass,mem,-0.16347222222222224
glass,motor,0.003472222222222182
glass,semantic,0.00680555555555553
mem,glass,0.02888888888888888
mem,motor,-0.033750000000000016
mem,semantic,-0.013750000000000026
motor,glass,-0.07194444444444445
motor,mem,-0.11624999999999999
motor,semantic,-0.050000000000000024
semantic,glass,0.16124999999999998
semantic,mem,-0.1275
semantic,motor,-0.15875
glass,mem,0.022083333333333312
glass,motor,0.027499999999999983
glass,semantic,0.007916666666666704
mem,glass,-0.010555555555555554
mem,motor,-0.13874999999999998
mem,semantic,-0.13875
motor,glass,-0.13625
motor,mem,0.09499999999999997
motor,semantic,-0.22125000000000003
semantic,glass,-0.07458333333333331
semantic,mem,0.07625
semantic,motor,0.06249999999999998
glass,mem,0.07763888888888888
glass,motor,-0.049999999999999996
glass,semantic,-0.03638888888888892
mem,glass,0.08708333333333333
mem,motor,-0.04875000000000002
mem,semantic,0.058750000000000004
motor,glass,-0.050416666666666665
motor,mem,-0.055000000000000035
motor,semantic,-0.12625000000000003
semantic,glass,0.025972222222222223
semantic,mem,0.013749999999999978
semantic,motor,0.026250000000000002
glass,mem,-0.034305555555555554
glass,motor,-0.061944444444444496
glass,semantic,-0.011805555555555562
mem,glass,0.013472222222222212
mem,motor,-0.15625
mem,semantic,-0.11249999999999999
motor,glass,0.062499999999999965
motor,mem,-0.02124999999999997
motor,semantic,0.08875
semantic,glass,-0.016111111111111104
semantic,mem,0.06875
semantic,motor,-0.16749999999999998
glass,mem,0.06638888888888883
glass,motor,-0.042777777777777755
glass,semantic,0.04819444444444444
mem,glass,0.12874999999999998
mem,motor,0.031249999999999986
mem,semantic,-0.14749999999999996
motor,glass,0.1865277777777778
motor,mem,0.20625000000000004
motor,semantic,-0.03250000000000002
semantic,glass,0.03347222222222221
semantic,mem,0.08499999999999998
semantic,motor,-0.027499999999999997
glass,mem,-0.014583333333333365
glass,motor,-0.05680555555555558
glass,semantic,-0.13000000000000003
mem,glass,-0.004722222222222253
mem,motor,0.00875
mem,semantic,-0.05000000000000002
motor,glass,0.07263888888888888
motor,mem,-0.03375000000000003
motor,semantic,0.03750000000000002
semantic,glass,0.09361111111111112
semantic,mem,-0.01750000000000003
semantic,motor,-0.15375
glass,mem,0.05305555555555557
glass,motor,-0.07819444444444444
glass,semantic,0.014166666666666689
mem,glass,-0.1298611111111111
mem,motor,0.05374999999999998
mem,semantic,-0.01374999999999995
motor,glass,-0.1423611111111111
motor,mem,0.036249999999999984
motor,semantic,0.0975
semantic,glass,0.009027777777777767
semantic,mem,0.02375000000000002
semantic,motor,0.05624999999999995
glass,mem,0.0070833333333333165
glass,motor,-0.03527777777777779
glass,semantic,-0.09166666666666665
mem,glass,-0.16041666666666665
mem,motor,-0.05875000000000006
mem,semantic,-0.11874999999999997
motor,glass,-0.04263888888888891
motor,mem,0.17000000000000004
motor,semantic,-0.15749999999999997
semantic,glass,-0.01944444444444445
semantic,mem,-0.011250000000000024
semantic,motor,-0.19875000000000004
glass,mem,-0.11527777777777778
glass,motor,-0.07236111111111106
glass,semantic,0.0012499999999999872
mem,glass,0.09430555555555555
mem,motor,0.1325
mem,semantic,-0.06500000000000003
motor,glass,0.013611111111111126
motor,mem,-0.022499999999999992
motor,semantic,-0.04749999999999994
semantic,glass,0.029861111111111102
semantic,mem,0.10375000000000001
semantic,motor,-0.002500000000000023
glass,mem,0.08930555555555553
glass,motor,0.11458333333333334
glass,semantic,-0.018749999999999968
mem,glass,0.12222222222222219
mem,motor,0.03125
mem,semantic,0.037500000000000006
motor,glass,-0.14444444444444443
motor,mem,-0.07125000000000001
motor,semantic,0.12125
semantic,glass,0.040555555555555546
semantic,mem,0.004999999999999984
semantic,motor,-0.10125000000000005
glass,mem,0.1701388888888889
glass,motor,0.23069444444444442
glass,semantic,-0.0002777777777777657
mem,glass,0.06277777777777781
mem,motor,0.0975
mem,semantic,-0.10125
motor,glass,-0.04944444444444446
motor,mem,0.13
motor,semantic,-0.11750000000000002
semantic,glass,-0.009722222222222212
semantic,mem,0.11125000000000003
semantic,motor,0.013749999999999964
glass,mem,0.0886111111111111
glass,motor,-0.005138888888888915
glass,semantic,0.06319444444444443
mem,glass,-0.13277777777777774
mem,motor,0.06250000000000001
mem,semantic,0.021250000000000026
motor,glass,-0.0009722222222222077
motor,mem,-0.3025
motor,semantic,0.01749999999999998
semantic,glass,-0.045000000000000026
semantic,mem,0.13375
semantic,motor,0.0012499999999999872
glass,mem,-0.025416666666666678
glass,motor,-0.16083333333333333
glass,semantic,0.0009722222222222146
mem,glass,0.027777777777777762
mem,motor,-0.03999999999999997
mem,semantic,-0.14875
motor,glass,-0.014861111111111089
motor,mem,0.02750000000000006
motor,semantic,0.1175
semantic,glass,-0.02958333333333335
semantic,mem,-0.017500000000000016
semantic,motor,0.11374999999999999
glass,mem,-0.014027777777777826
glass,motor,0.11541666666666667
glass,semantic,0.058888888888888886
mem,glass,-0.042638888888888886
mem,motor,-0.0675
mem,semantic,0.031249999999999986
motor,glass,0.03263888888888889
motor,mem,0.043750000000000025
motor,semantic,0.017499999999999953
semantic,glass,0.004027777777777811
semantic,mem,-0.05624999999999995
semantic,motor,-0.25375
glass,mem,-0.1252777777777777
glass,motor,-0.06777777777777777
glass,semantic,0.04125000000000001
mem,glass,0.04680555555555551
mem,motor,-0.028750000000000046
mem,semantic,0.02624999999999998
motor,glass,-0.007361111111111124
motor,mem,0.0049999999999999906
motor,semantic,-0.13625
semantic,glass,0.013888888888888923
semantic,mem,-0.029999999999999985
semantic,motor,0.07124999999999995
glass,mem,-0.04222222222222226
glass,motor,-0.08430555555555562
glass,semantic,-0.0773611111111111
mem,glass,0.0545833333333333
mem,motor,0.029999999999999985
mem,semantic,-0.004999999999999956
motor,glass,-0.0070833333333333234
motor,mem,-0.12625000000000003
