train_task,test_task,diff
glass,mem,0.51
glass,motor,0.51625
glass,semantic,0.47319444444444436
mem,glass,0.46923611111111113
mem,motor,0.35312499999999997
mem,semantic,0.475
motor,glass,0.4866666666666666
motor,mem,0.434375
motor,semantic,0.495
semantic,glass,0.47722222222222227
semantic,mem,0.60875
semantic,motor,0.5256249999999999
glass,mem,0.5139583333333333
glass,motor,0.4652083333333334
glass,semantic,0.5789583333333334
mem,glass,0.5256944444444445
mem,motor,0.475
mem,semantic,0.5443749999999999
motor,glass,0.5266666666666667
motor,mem,0.41624999999999995
motor,semantic,0.564375
semantic,glass,0.4764583333333333
semantic,mem,0.5331250000000001
semantic,motor,0.540625
glass,mem,0.46618055555555554
glass,motor,0.5579861111111111
glass,semantic,0.550138888888889
mem,glass,0.47736111111111107
mem,motor,0.5700000000000001
mem,semantic,0.404375
motor,glass,0.5578472222222223
motor,mem,0.458125
motor,semantic,0.468125
semantic,glass,0.5486111111111112
semantic,mem,0.448125
semantic,motor,0.5268750000000001
glass,mem,0.569375
glass,motor,0.44673611111111117
glass,semantic,0.4116666666666667
mem,glass,0.48826388888888894
mem,motor,0.45500000000000007
mem,semantic,0.633125
motor,glass,0.39131944444444444
motor,mem,0.548125
motor,semantic,0.468125
semantic,glass,0.44472222222222224
semantic,mem,0.5275
semantic,motor,0.5825
glass,mem,0.5774305555555554
glass,motor,0.46249999999999997
glass,semantic,0.5558333333333334
mem,glass,0.5134722222222222
mem,motor,0.529375
mem,semantic,0.466875
motor,glass,0.49777777777777776
motor,mem,0.49125
motor,semantic,0.499375
semantic,glass,0.5277083333333334
semantic,mem,0.568125
semantic,motor,0.46625000000000005
glass,mem,0.5944444444444444
glass,motor,0.5809722222222222
glass,semantic,0.544236111111111
mem,glass,0.6192361111111112
mem,motor,0.6112500000000001
mem,semantic,0.493125
motor,glass,0.4974305555555556
motor,mem,0.47
motor,semantic,0.535625
semantic,glass,0.43624999999999997
semantic,mem,0.46125
semantic,motor,0.50125
glass,mem,0.5556944444444445
glass,motor,0.50125
glass,semantic,0.43020833333333336
mem,glass,0.5152777777777777
mem,motor,0.38875000000000004
mem,semantic,0.565625
motor,glass,0.47013888888888883
motor,mem,0.5525
motor,semantic,0.514375
semantic,glass,0.47138888888888886
semantic,mem,0.5468750000000001
semantic,motor,0.53
glass,mem,0.4215277777777778
glass,motor,0.48034722222222226
glass,semantic,0.4479166666666667
mem,glass,0.4388888888888889
mem,motor,0.5275
mem,semantic,0.540625
motor,glass,0.5217361111111112
motor,mem,0.463125
motor,semantic,0.48874999999999996
semantic,glass,0.5047916666666667
semantic,mem,0.5225
semantic,motor,0.491875
glass,mem,0.4086805555555555
glass,motor,0.5229166666666667
glass,semantic,0.4784722222222223
mem,glass,0.44180555555555556
mem,motor,0.48624999999999996
mem,semantic,0.47250000000000003
motor,glass,0.45722222222222225
motor,mem,0.5518750000000001
motor,semantic,0.48375000000000007
semantic,glass,0.49930555555555556
semantic,mem,0.484375
semantic,motor,0.47125
glass,mem,0.4731944444444445
glass,motor,0.4699305555555555
glass,semantic,0.4960416666666667
mem,glass,0.5389583333333333
mem,motor,0.4987499999999999
mem,semantic,0.476875
motor,glass,0.6558333333333333
motor,mem,0.6224999999999998
motor,semantic,0.5531250000000001
semantic,glass,0.5729861111111111
semantic,mem,0.5093749999999999
semantic,motor,0.553125
glass,mem,0.48951388888888886
glass,motor,0.4122916666666666
glass,semantic,0.50125
mem,glass,0.5463194444444445
mem,motor,0.486875
mem,semantic,0.48749999999999993
motor,glass,0.4402083333333333
motor,mem,0.54625
motor,semantic,0.56625
semantic,glass,0.5010416666666667
semantic,mem,0.524375
semantic,motor,0.4275
glass,mem,0.44312500000000005
glass,motor,0.6007638888888889
glass,semantic,0.5094444444444445
mem,glass,0.5036805555555556
mem,motor,0.51625
mem,semantic,0.4975
motor,glass,0.5519444444444445
motor,mem,0.56875
motor,semantic,0.4987500000000001
semantic,glass,0.42583333333333334
semantic,mem,0.5131249999999999
semantic,motor,0.471875
glass,mem,0.5416666666666666
glass,motor,0.539513888888889
glass,semantic,0.5022916666666667
mem,glass,0.5116666666666667
mem,motor,0.44812499999999994
mem,semantic,0.563125
motor,glass,0.5345138888888888
motor,mem,0.43937500000000007
motor,semantic,0.491875
semantic,glass,0.5219444444444444
semantic,mem,0.45437500000000003
semantic,motor,0.41625
glass,mem,0.524375
glass,motor,0.4809722222222222
glass,semantic,0.4504166666666667
mem,glass,0.5225694444444444
mem,motor,0.46625
mem,semantic,0.514375
motor,glass,0.48944444444444435
motor,mem,0.49750000000000005
motor,semantic,0.526875
semantic,glass,0.5199305555555556
semantic,mem,0.511875
semantic,motor,0.661875
glass,mem,0.5015972222222222
glass,motor,0.4554166666666667
glass,semantic,0.4124305555555556
mem,glass,0.4971527777777778
mem,motor,0.5268750000000001
mem,semantic,0.4950000000000001
motor,glass,0.49340277777777786
motor,mem,0.44375
motor,semantic,0.56375
semantic,glass,0.5393055555555555
semantic,mem,0.47562499999999996
semantic,motor,0.5125000000000001
glass,mem,0.46020833333333333
glass,motor,0.5805555555555555
glass,semantic,0.5240972222222222
mem,glass,0.45423611111111106
mem,motor,0.5112500000000001
mem,semantic,0.609375
motor,glass,0.48534722222222226
motor,mem,0.46875
motor,semantic,0.605
semantic,glass,0.39555555555555555
semantic,mem,0.57625
semantic,motor,0.5493750000000001
glass,mem,0.5633333333333334
glass,motor,0.504375
glass,semantic,0.5317361111111111
mem,glass,0.42763888888888896
mem,motor,0.410625
mem,semantic,0.4525
motor,glass,0.5083333333333334
motor,mem,0.500625
motor,semantic,0.48812500000000003
semantic,glass,0.42847222222222225
semantic,mem,0.553125
semantic,motor,0.510625
glass,mem,0.44430555555555556
glass,motor,0.47354166666666675
glass,semantic,0.4593055555555555
mem,glass,0.5122916666666666
mem,motor,0.595625
mem,semantic,0.5575
motor,glass,0.56125
motor,mem,0.53375
motor,semantic,0.47
semantic,glass,0.5729166666666666
semantic,mem,0.389375
semantic,motor,0.444375
glass,mem,0.5861111111111111
glass,motor,0.39888888888888885
glass,semantic,0.5039583333333333
mem,glass,0.5840277777777778
mem,motor,0.5631250000000001
mem,semantic,0.4625
motor,glass,0.5065277777777778
motor,mem,0.51625
motor,semantic,0.471875
semantic,glass,0.4863888888888889
semantic,mem,0.476875
semantic,motor,0.45375000000000004
glass,mem,0.4615972222222223
glass,motor,0.5715972222222222
glass,semantic,0.47027777777777785
mem,glass,0.48381944444444447
mem,motor,0.52125
mem,semantic,0.47562499999999996
motor,glass,0.5375694444444444
motor,mem,0.45437500000000003
motor,semantic,0.5675
semantic,glass,0.5547222222222222
semantic,mem,0.43062500000000004
semantic,motor,0.4725
glass,mem,0.44958333333333333
glass,motor,0.4815277777777778
glass,semantic,0.3952083333333333
mem,glass,0.4950694444444445
mem,motor,0.40750000000000003
mem,semantic,0.44312500000000005
motor,glass,0.5745833333333333
motor,mem,0.44937499999999997
motor,semantic,0.466875
semantic,glass,0.45826388888888886
semantic,mem,0.49437500000000006
semantic,motor,0.564375
glass,mem,0.5363888888888889
glass,motor,0.5859722222222222
glass,semantic,0.4021527777777778
mem,glass,0.5097222222222222
mem,motor,0.56375
mem,semantic,0.588125
motor,glass,0.5559722222222222
motor,mem,0.5900000000000001
motor,semantic,0.4175000000000001
semantic,glass,0.4467361111111111
semantic,mem,0.455625
semantic,motor,0.419375
glass,mem,0.49201388888888886
glass,motor,0.5406249999999999
glass,semantic,0.3744444444444446
mem,glass,0.3859722222222222
mem,motor,0.6181250000000001
mem,semantic,0.5012500000000001
motor,glass,0.4309722222222222
motor,mem,0.42875
motor,semantic,0.5643750000000001
semantic,glass,0.47430555555555554
semantic,mem,0.390625
semantic,motor,0.510625
glass,mem,0.4585416666666666
glass,motor,0.49812499999999993
glass,semantic,0.4836111111111111
mem,glass,0.38812500000000005
mem,motor,0.48312499999999997
mem,semantic,0.486875
motor,glass,0.5244444444444445
motor,mem,0.48875
motor,semantic,0.558125
semantic,glass,0.4745833333333333
semantic,mem,0.5843750000000001
semantic,motor,0.5806250000000001
glass,mem,0.44375
glass,motor,0.5572222222222222
glass,semantic,0.4970833333333333
mem,glass,0.4403472222222222
mem,motor,0.42937500000000006
mem,semantic,0.5562499999999999
motor,glass,0.5088888888888888
motor,mem,0.42125
motor,semantic,0.44062500000000004
semantic,glass,0.5149305555555556
semantic,mem,0.50375
semantic,motor,0.558125
glass,mem,0.4742361111111111
glass,motor,0.41006944444444443
glass,semantic,0.5195138888888889
mem,glass,0.5174305555555555
mem,motor,0.49750000000000005
mem,semantic,0.435
motor,glass,0.45854166666666657
motor,mem,0.5325
motor,semantic,0.4275
semantic,glass,0.3888194444444444
semantic,mem,0.5287499999999999
semantic,motor,0.535625
glass,mem,0.4590972222222222
glass,motor,0.5657638888888888
glass,semantic,0.426875
mem,glass,0.5824305555555556
mem,motor,0.506875
mem,semantic,0.5750000000000001
motor,glass,0.4079861111111111
motor,mem,0.511875
motor,semantic,0.43875
semantic,glass,0.5109027777777778
semantic,mem,0.4724999999999999
semantic,motor,0.435
glass,mem,0.41888888888888887
glass,motor,0.5100694444444445
glass,semantic,0.5005555555555555
mem,glass,0.6063194444444445
mem,motor,0.5587499999999999
mem,semantic,0.499375
motor,glass,0.4079166666666667
motor,mem,0.4962500000000001
motor,semantic,0.460625
semantic,glass,0.4257638888888889
semantic,mem,0.5712499999999999
semantic,motor,0.54625
glass,mem,0.5153472222222223
glass,motor,0.45361111111111113
glass,semantic,0.453125
mem,glass,0.48784722222222227
mem,motor,0.4425
mem,semantic,0.52625
motor,glass,0.4981944444444445
motor,mem,0.521875
motor,semantic,0.53
semantic,glass,0.51625
semantic,mem,0.46749999999999997
semantic,motor,0.425625
glass,mem,0.5398611111111111
glass,motor,0.46458333333333335
glass,semantic,0.45222222222222225
mem,glass,0.5034027777777778
mem,motor,0.5031249999999999
mem,semantic,0.41125
motor,glass,0.46125000000000005
motor,mem,0.484375
motor,semantic,0.4975
semantic,glass,0.5574305555555557
semantic,mem,0.555625
semantic,motor,0.39875
glass,mem,0.5141666666666665
glass,motor,0.6180555555555555
glass,semantic,0.4997916666666667
mem,glass,0.5336805555555556
mem,motor,0.49
mem,semantic,0.53125
motor,glass,0.4813194444444445
motor,mem,0.578125
motor,semantic,0.4174999999999999
semantic,glass,0.43173611111111115
semantic,mem,0.5475
semantic,motor,0.41562499999999997
glass,mem,0.4081944444444444
glass,motor,0.4239583333333333
glass,semantic,0.5145138888888888
mem,glass,0.5684722222222223
mem,motor,0.530625
mem,semantic,0.505
motor,glass,0.49513888888888896
motor,mem,0.473125
motor,semantic,0.51
semantic,glass,0.47729166666666667
semantic,mem,0.52
semantic,motor,0.48687500000000006
glass,mem,0.6166666666666667
glass,motor,0.5579166666666666
glass,semantic,0.5317361111111111
mem,glass,0.5084027777777778
mem,motor,0.47562499999999996
mem,semantic,0.40437500000000004
motor,glass,0.3927777777777778
motor,mem,0.47812499999999997
motor,semantic,0.5618749999999999
semantic,glass,0.45
semantic,mem,0.46249999999999997
semantic,motor,0.4262499999999999
glass,mem,0.5127083333333333
glass,motor,0.4945833333333333
glass,semantic,0.4354166666666668
mem,glass,0.4411805555555556
mem,motor,0.465
mem,semantic,0.5481250000000001
motor,glass,0.5267361111111111
motor,mem,0.4975
motor,semantic,0.454375
semantic,glass,0.48173611111111114
semantic,mem,0.435625
semantic,motor,0.49625
glass,mem,0.4796527777777778
glass,motor,0.4104861111111111
glass,semantic,0.5325694444444444
mem,glass,0.43680555555555556
mem,motor,0.46562500000000007
mem,semantic,0.415625
motor,glass,0.4853472222222222
motor,mem,0.513125
motor,semantic,0.5037499999999999
semantic,glass,0.37916666666666665
semantic,mem,0.34562499999999996
semantic,motor,0.390625
glass,mem,0.5163194444444443
glass,motor,0.45999999999999996
glass,semantic,0.5240972222222222
mem,glass,0.44458333333333333
mem,motor,0.506875
mem,semantic,0.529375
motor,glass,0.4252777777777778
motor,mem,0.48250000000000004
motor,semantic,0.449375
semantic,glass,0.5056944444444444
semantic,mem,0.47312499999999996
semantic,motor,0.70625
glass,mem,0.5709027777777778
glass,motor,0.5404861111111111
glass,semantic,0.4468055555555555
mem,glass,0.6020138888888888
mem,motor,0.490625
mem,semantic,0.5943750000000001
motor,glass,0.4719444444444445
motor,mem,0.42999999999999994
motor,semantic,0.51
semantic,glass,0.4478472222222223
semantic,mem,0.5037499999999999
semantic,motor,0.463125
glass,mem,0.4312500000000001
glass,motor,0.5585416666666667
glass,semantic,0.48604166666666665
mem,glass,0.4436111111111111
mem,motor,0.5468750000000001
mem,semantic,0.5025
motor,glass,0.4889583333333334
motor,mem,0.43937500000000007
motor,semantic,0.43437500000000007
semantic,glass,0.4720833333333333
semantic,mem,0.5343749999999999
semantic,motor,0.4693750000000001
glass,mem,0.47229166666666667
glass,motor,0.5681944444444444
glass,semantic,0.5128472222222222
mem,glass,0.48006944444444444
mem,motor,0.4625
mem,semantic,0.48187499999999994
motor,glass,0.4417361111111111
motor,mem,0.513125
motor,semantic,0.5443749999999999
semantic,glass,0.45284722222222223
semantic,mem,0.48375000000000007
semantic,motor,0.45125
glass,mem,0.56875
glass,motor,0.509375
glass,semantic,0.5322222222222222
mem,glass,0.565763888888889
mem,motor,0.5231250000000001
mem,semantic,0.42875
motor,glass,0.4434722222222222
motor,mem,0.514375
motor,semantic,0.46875
semantic,glass,0.5643055555555556
semantic,mem,0.454375
semantic,motor,0.44562500000000005
glass,mem,0.4561111111111111
glass,motor,0.43569444444444444
glass,semantic,0.5319444444444444
mem,glass,0.555
mem,motor,0.45125000000000004
mem,semantic,0.2925
motor,glass,0.48458333333333337
motor,mem,0.509375
motor,semantic,0.5531250000000001
semantic,glass,0.5011805555555555
semantic,mem,0.591875
semantic,motor,0.40875
glass,mem,0.48812500000000003
glass,motor,0.4548611111111112
glass,semantic,0.4511111111111111
mem,glass,0.40423611111111113
mem,motor,0.5175
mem,semantic,0.5343749999999999
motor,glass,0.5138888888888888
motor,mem,0.49000000000000005
motor,semantic,0.47374999999999995
semantic,glass,0.5297916666666667
semantic,mem,0.45625
semantic,motor,0.49312500000000004
glass,mem,0.5318055555555555
glass,motor,0.5465972222222222
glass,semantic,0.5998611111111111
mem,glass,0.44444444444444453
mem,motor,0.48437499999999994
mem,semantic,0.53
motor,glass,0.5360416666666666
motor,mem,0.54625
motor,semantic,0.49999999999999994
semantic,glass,0.5436111111111112
semantic,mem,0.510625
semantic,motor,0.518125
glass,mem,0.5323611111111112
glass,motor,0.5824305555555556
glass,semantic,0.5323611111111112
mem,glass,0.47875
mem,motor,0.5081249999999999
mem,semantic,0.4643749999999999
motor,glass,0.5338194444444444
motor,mem,0.4475
motor,semantic,0.47937500000000005
semantic,glass,0.46847222222222223
semantic,mem,0.459375
semantic,motor,0.49312500000000004
glass,mem,0.4157638888888888
glass,motor,0.5002777777777777
glass,semantic,0.5608333333333333
mem,glass,0.4823611111111111
mem,motor,0.6068749999999999
mem,semantic,0.45874999999999994
motor,glass,0.5073611111111112
motor,mem,0.5312500000000001
motor,semantic,0.515
semantic,glass,0.48277777777777775
semantic,mem,0.49500000000000005
semantic,motor,0.5406249999999999
glass,mem,0.6115277777777778
glass,motor,0.44895833333333335
glass,semantic,0.49173611111111104
mem,glass,0.5285416666666666
mem,motor,0.41625
mem,semantic,0.47875000000000006
motor,glass,0.4692361111111111
motor,mem,0.456875
motor,semantic,0.5437500000000001
semantic,glass,0.5119444444444444
semantic,mem,0.426875
semantic,motor,0.5737500000000001
glass,mem,0.46625
glass,motor,0.5817361111111111
glass,semantic,0.5438194444444444
mem,glass,0.495625
mem,motor,0.42624999999999996
mem,semantic,0.40062499999999995
motor,glass,0.39923611111111107
motor,mem,0.5025
motor,semantic,0.521875
semantic,glass,0.4857638888888889
semantic,mem,0.5287499999999999
semantic,motor,0.44437499999999996
glass,mem,0.3775
glass,motor,0.47395833333333337
glass,semantic,0.4516666666666667
mem,glass,0.5922222222222222
mem,motor,0.5431250000000001
mem,semantic,0.43749999999999994
motor,glass,0.500625
motor,mem,0.36687500000000006
motor,semantic,0.4318750000000001
semantic,glass,0.5886805555555555
semantic,mem,0.588125
semantic,motor,0.5762499999999999
glass,mem,0.4807638888888889
glass,motor,0.443125
glass,semantic,0.42986111111111114
mem,glass,0.5406249999999999
mem,motor,0.5112500000000001
mem,semantic,0.4443750000000001
motor,glass,0.4954166666666666
motor,mem,0.45937500000000003
motor,semantic,0.5693749999999999
semantic,glass,0.5325694444444444
semantic,mem,0.49750000000000005
semantic,motor,0.5387500000000001
glass,mem,0.46375
glass,motor,0.42937499999999995
glass,semantic,0.5503472222222223
mem,glass,0.45548611111111115
mem,motor,0.41500000000000004
mem,semantic,0.444375
motor,glass,0.47472222222222227
motor,mem,0.51
motor,semantic,0.536875
semantic,glass,0.49951388888888887
semantic,mem,0.4881249999999999
semantic,motor,0.54125
glass,mem,0.3839583333333333
glass,motor,0.5240972222222222
glass,semantic,0.4734027777777778
mem,glass,0.5044444444444446
mem,motor,0.47187500000000004
mem,semantic,0.556875
