diff_acc,SS,OS
0.005497448979591843,0.5092155612244897,0.5037181122448978
-0.0007971938775510236,0.5006696428571428,0.5014668367346938
0.02466836734693878,0.5118303571428573,0.4871619897959185
-0.005880102040816335,0.5178890306122449,0.523769132653061
0.012206632653061229,0.5057716836734694,0.4935650510204081
0.003016581632653067,0.4959502551020409,0.49293367346938777
-0.014183673469387753,0.5035714285714284,0.5177551020408163
0.0053890306122449045,0.5091836734693878,0.5037946428571428
0.0022130102040816397,0.5009247448979591,0.49871173469387753
-0.028909438775510204,0.48434311224489796,0.5132525510204081
-0.025070153061224475,0.49190051020408154,0.5169706632653059
-0.013660714285714295,0.48654336734693887,0.5002040816326531
-0.013730867346938761,0.48169642857142864,0.4954272959183673
-0.002774234693877546,0.5002869897959183,0.503061224489796
-0.01227678571428571,0.4860650510204082,0.498341836734694
-0.02720025510204081,0.49046556122448975,0.5176658163265307
0.007072704081632658,0.49948979591836734,0.4924170918367347
0.02483418367346937,0.5134885204081633,0.48865433673469394
-0.009406887755102039,0.49135841836734695,0.500765306122449
-0.005892857142857135,0.49308035714285703,0.49897321428571445
0.013743622448979588,0.5060267857142857,0.4922831632653061
-0.003686224489795924,0.49008290816326533,0.49376913265306105
-0.01040816326530611,0.49043367346938777,0.5008418367346937
-0.012946428571428567,0.504751275510204,0.5176977040816327
-0.0019323979591836724,0.5033482142857142,0.5052806122448978
-3.96508223080413e-18,0.5054846938775509,0.5054846938775511
0.0036288265306122433,0.5014030612244899,0.49777423469387744
0.01007653061224489,0.5079400510204081,0.4978635204081631
-0.011588010204081633,0.49142219387755104,0.5030102040816327
0.0019005102040816246,0.5075573979591838,0.5056568877551019
0.010114795918367345,0.5038584183673469,0.49374362244897935
-0.003635204081632664,0.4946428571428571,0.49827806122448987
-0.03030612244897959,0.48510841836734686,0.5154145408163265
-0.012774234693877548,0.4814413265306123,0.4942155612244898
-0.01019132653061225,0.5034757653061223,0.5136670918367348
0.002474489795918373,0.5073979591836736,0.504923469387755
2.5510204081638905e-05,0.4947385204081633,0.4947130102040816
0.022627551020408164,0.5096301020408164,0.48700255102040835
0.022168367346938778,0.5290178571428571,0.5068494897959185
0.003437499999999999,0.5091836734693878,0.5057461734693879
-0.030535714285714277,0.4717155612244897,0.502251275510204
-0.0055420918367347005,0.49725765306122444,0.5027997448979593
-0.008915816326530612,0.4862882653061224,0.49520408163265317
-0.0037946428571428506,0.4996173469387755,0.5034119897959182
-0.008163265306122438,0.49001913265306124,0.49818239795918373
0.0014923469387755103,0.4953125000000001,0.4938201530612245
-0.021045918367346945,0.4894451530612246,0.5104910714285714
0.005829081632653052,0.4959183673469387,0.4900892857142858
-0.009457908163265305,0.49123086734693866,0.5006887755102041
0.000784438775510209,0.4922831632653062,0.4914987244897958
-0.0031887755102040782,0.4952806122448979,0.49846938775510197
0.010408163265306124,0.5183673469387753,0.5079591836734693
0.00018494897959183548,0.5045918367346941,0.504406887755102
-0.007334183673469397,0.4905612244897958,0.49789540816326533
0.004713010204081633,0.5019451530612244,0.49723214285714284
-0.0058609693877551055,0.49585459183673486,0.5017155612244898
0.023769132653061235,0.5104591836734694,0.48669005102040813
0.006664540816326535,0.49330357142857134,0.48663903061224495
0.007149234693877549,0.504591836734694,0.49744260204081625
-0.018386479591836733,0.5011798469387755,0.5195663265306123
0.0036288265306122403,0.510172193877551,0.5065433673469387
0.004202806122449,0.5011798469387754,0.49697704081632627
-0.0006696428571428508,0.4951211734693878,0.4957908163265305
0.006772959183673473,0.5096938775510204,0.5029209183673468
0.006792091836734684,0.4964604591836733,0.4896683673469388
0.013469387755102036,0.5123405612244898,0.4988711734693876
0.0018494897959183648,0.5045918367346938,0.5027423469387756
-0.016090561224489798,0.47968749999999993,0.4957780612244898
0.00047831632653060855,0.49457908163265324,0.4941007653061224
-0.008724489795918361,0.5004464285714285,0.509170918367347
-0.0030994897959183668,0.49996811224489807,0.5030676020408164
